file_name,Hypoxic_Mean_DO1,Hypoxic_Mean_DO,Event_Count,latitude,longitude,lc5_point,lc5_name,lc5_dom_2km,lc5_dom_name_2km,p_natural_2km,p_urban_2km,p_other_2km,p_crop_2km,p_wetland_2km,human_share,human_impacted,landuse_group
4054,2.7798,0.2202,5,30.480375,114.411567,3,Urban,3,Urban,0,1,0,0,0,1,TRUE,Urban-dominated
4057800,2.975,0.025,1,46.49910267,-87.8865238,1,Natural vegetation,1,Natural vegetation,1,0,0,0,0,0,FALSE,Natural-dominated
406021286614020_,0.691176471,2.308823529,34,34.3469,135.6889,3,Urban,1,Natural vegetation,0.75,0.25,0,0,0,0.25,FALSE,Natural-dominated
406021286614090_,1.994090909,1.005909091,440,34.2514,135.3106,3,Urban,1,Natural vegetation,0.5,0.5,0,0,0,0.5,TRUE,Urban-dominated
406021286614111_,1.424183007,1.575816993,612,34.2542,135.1956,3,Urban,1,Natural vegetation,0.5,0.5,0,0,0,0.5,TRUE,Urban-dominated
406031286607040_,1.532022472,1.467977528,178,34.5844,135.6839,3,Urban,1,Natural vegetation,0.5,0.5,0,0,0,0.5,TRUE,Urban-dominated
406031286607060_,1.935135135,1.064864865,111,34.5819,135.6169,3,Urban,1,Natural vegetation,0.5,0.5,0,0,0,0.5,TRUE,Urban-dominated
406031286607070_,2.371171171,0.628828829,111,34.5858,135.5019,3,Urban,3,Urban,0,1,0,0,0,1,TRUE,Urban-dominated
406041286603170_,2.502564103,0.497435897,39,35.2672,136.2225,5,Other,3,Urban,0.25,0.5,0.25,0,0,0.5,TRUE,Urban-dominated
406041286603270_,0.144047619,2.855952381,84,35.1192,135.9419,3,Urban,3,Urban,0,1,0,0,0,1,TRUE,Urban-dominated
406041286603390_,2.467261905,0.532738095,168,35.0331,135.9136,5,Other,5,Other,0,0,1,0,0,0,FALSE,Mixed
406041286603430_,2.46,0.54,5,35.0139,135.8603,3,Urban,5,Other,0.25,0.25,0.5,0,0,0.25,FALSE,Mixed
406041286603450_,2.527272727,0.472727273,231,35.0108,135.9214,3,Urban,3,Urban,0,0.5,0.5,0,0,0.5,TRUE,Urban-dominated
406041286603500_,2.383127572,0.616872428,243,35.4011,136.2319,2,Cropland,2,Cropland,0,0,0,1,0,1,TRUE,Ag-dominated
406041286603520_,2.451612903,0.548387097,31,35.1019,135.9931,3,Urban,3,Urban,0,1,0,0,0,1,TRUE,Urban-dominated
406041286606050_,1.510616438,1.489383562,292,34.8911,135.6994,1,Natural vegetation,3,Urban,0,1,0,0,0,1,TRUE,Urban-dominated
406041286606060_,0.195967742,2.804032258,124,34.8125,135.6317,3,Urban,3,Urban,0,1,0,0,0,1,TRUE,Urban-dominated
406041286606190_,1.782035928,1.217964072,1002,34.8897,135.6994,1,Natural vegetation,3,Urban,0,1,0,0,0,1,TRUE,Urban-dominated
406041286606240_,0.926,2.074,50,34.9075,135.7167,3,Urban,3,Urban,0,1,0,0,0,1,TRUE,Urban-dominated
406041286608010_,0.141304348,2.858695652,46,34.855,135.415,3,Urban,3,Urban,0,1,0,0,0,1,TRUE,Urban-dominated
406041286608040_,2.152,0.848,1000,34.7989,135.4233,3,Urban,3,Urban,0,1,0,0,0,1,TRUE,Urban-dominated
406041286618020_,1.6,1.4,1,34.8789,135.8467,1,Natural vegetation,1,Natural vegetation,1,0,0,0,0,0,FALSE,Natural-dominated
406041286618030_,1.385271318,1.614728682,129,34.88,135.8281,1,Natural vegetation,1,Natural vegetation,0.5,0.5,0,0,0,0.5,TRUE,Urban-dominated
406051286611030_,2.358023107,0.641976893,779,34.9653,134.9728,3,Urban,3,Urban,0,1,0,0,0,1,TRUE,Urban-dominated
406051286611060_,0.811336516,2.188663484,838,34.7975,134.8994,3,Urban,3,Urban,0,1,0,0,0,1,TRUE,Urban-dominated
406061286611050_,1.342553191,1.657446809,517,34.8014,134.5631,3,Urban,1,Natural vegetation,0.5,0.5,0,0,0,0.5,TRUE,Urban-dominated
406071286601060_,0.956564019,2.043435981,617,36.0878,136.1864,3,Urban,1,Natural vegetation,0.5,0.25,0,0.25,0,0.5,TRUE,Natural-dominated
406091286605020_,1.053543307,1.946456693,127,35.3075,135.2261,3,Urban,1,Natural vegetation,1,0,0,0,0,0,FALSE,Natural-dominated
406091286605050_,0.12328629,2.87671371,992,35.3556,135.1153,1,Natural vegetation,1,Natural vegetation,1,0,0,0,0,0,FALSE,Natural-dominated
4061,2.3108,0.6892,20,32.662319,110.789239,3,Urban,3,Urban,0,1,0,0,0,1,TRUE,Urban-dominated
406101286610020_,1.816345062,1.183654938,1762,35.5436,134.83,3,Urban,3,Urban,0,1,0,0,0,1,TRUE,Urban-dominated
4063,1.972826727,1.027173273,165,32.086108,112.607012,2,Cropland,2,Cropland,0,0,0,1,0,1,TRUE,Ag-dominated
4065,2.737,0.263,3,31.724546,113.298941,1,Natural vegetation,2,Cropland,0.25,0,0,0.75,0,0.75,TRUE,Ag-dominated
4069,2.871,0.129,1,31.45536,112.424951,3,Urban,2,Cropland,0,0,0.333333333,0.666666667,0,0.666666667,TRUE,Ag-dominated
407041287705100_,1.200845666,1.799154334,473,35.4656,133.0533,3,Urban,3,Urban,0,0.5,0.25,0,0.25,0.5,TRUE,Urban-dominated
407051287711030_,1.1,1.9,1,34.8169,132.8342,1,Natural vegetation,1,Natural vegetation,1,0,0,0,0,0,FALSE,Natural-dominated
407091287712070_,1.497183099,1.502816901,71,34.4972,132.5139,3,Urban,1,Natural vegetation,0.5,0.5,0,0,0,0.5,TRUE,Urban-dominated
4071,0.819666667,2.180333333,3,31.736074,110.833152,1,Natural vegetation,1,Natural vegetation,1,0,0,0,0,0,FALSE,Natural-dominated
4080,2.5632,0.4368,10,29.398746,112.329403,2,Cropland,2,Cropland,0,0,0,1,0,1,TRUE,Ag-dominated
408011288805002_,1.365181058,1.634818942,1077,33.8069,132.7272,3,Urban,3,Urban,0,1,0,0,0,1,TRUE,Urban-dominated
4082,2.911,0.089,2,27.190669,111.536969,2,Cropland,2,Cropland,0,0,0,1,0,1,TRUE,Ag-dominated
4085108,2.426430773,0.573569227,413,44.37194444,-88.0922222,2,Cropland,2,Cropland,0,0,0,1,0,1,TRUE,Ag-dominated
4087119,2.35625,0.64375,8,43.0438333,-88.0051111,3,Urban,3,Urban,0,1,0,0,0,1,TRUE,Urban-dominated
40871488,2.23052686,0.76947314,44,42.99025,-87.9523333,3,Urban,3,Urban,0,1,0,0,0,1,TRUE,Urban-dominated
4087170,2.825,0.175,4,43.02444444,-87.8983333,3,Urban,3,Urban,0,1,0,0,0,1,TRUE,Urban-dominated
4089,2.76,0.24,1,24.981593,116.978429,1,Natural vegetation,1,Natural vegetation,1,0,0,0,0,0,FALSE,Natural-dominated
409003,1.452355351,1.547644649,1953,-35.53,144.9657,3,Urban,3,Urban,0,1,0,0,0,1,TRUE,Urban-dominated
409005,1.453458675,1.546541325,1585,-35.6298,144.1245,3,Urban,2,Cropland,0.25,0,0,0.5,0.25,0.5,TRUE,Ag-dominated
409013,1.279621334,1.720378666,3478,-35.0376,143.5702,1,Natural vegetation,1,Natural vegetation,0.5,0,0,0.25,0.25,0.25,FALSE,Natural-dominated
409014,0.958207238,2.041792762,3233,-35.0899,144.0331,1,Natural vegetation,2,Cropland,0,0,0,1,0,1,TRUE,Ag-dominated
409016,2.120573034,0.879426966,89,-36.09927778,147.0239833,2,Cropland,2,Cropland,0,0,0,0.5,0.5,0.5,TRUE,Ag-dominated
409025,1.11816414,1.88183586,1517,-36.0114,145.994,3,Urban,2,Cropland,0,0,0,1,0,1,TRUE,Ag-dominated
409036,1.320689156,1.679310844,2416,-35.1074,143.5826,2,Cropland,2,Cropland,0.25,0,0,0.75,0,0.75,TRUE,Ag-dominated
409044,1.225569109,1.774430891,2771,-35.5214,144.0517,2,Cropland,2,Cropland,0,0,0,1,0,1,TRUE,Ag-dominated
409047,0.796039032,2.203960968,2024,-35.6428,144.9596,4,Wetland,4,Wetland,0,0,0,0,1,0,FALSE,Mixed
409048,1.539938867,1.460061133,1783,-35.2739,144.1595,1,Natural vegetation,2,Cropland,0.25,0,0,0.75,0,0.75,TRUE,Ag-dominated
409061289901500_,0.615646259,2.384353741,294,33.33,130.5261,3,Urban,3,Urban,0,0.75,0,0.25,0,1,TRUE,Urban-dominated
409062,1.128802041,1.871197959,3233,-35.329,143.9322,1,Natural vegetation,2,Cropland,0,0,0,1,0,1,TRUE,Ag-dominated
409086,1.287631272,1.712368728,2571,-35.1351,143.8001,2,Cropland,2,Cropland,0,0,0,1,0,1,TRUE,Ag-dominated
4094,1.021413793,1.978586207,261,27.362076,107.413232,5,Other,4,Wetland,0,0,0,0,1,0,FALSE,Mixed
410040,2.366030132,0.633969868,531,-34.4776,144.3009,1,Natural vegetation,1,Natural vegetation,1,0,0,0,0,0,FALSE,Natural-dominated
410130,1.440570164,1.559429836,3050,-34.665,143.4917,1,Natural vegetation,1,Natural vegetation,0.5,0,0,0.5,0,0.5,TRUE,Ag-dominated
4102,2.398666667,0.601333333,3,41.036863,122.926206,3,Urban,3,Urban,0,1,0,0,0,1,TRUE,Urban-dominated
4104,2.1863,0.8137,2,39.510908,122.475631,3,Urban,2,Cropland,0,0,0,1,0,1,TRUE,Ag-dominated
4106,1.759857143,1.240142857,14,41.061356,122.282673,3,Urban,3,Urban,0,1,0,0,0,1,TRUE,Urban-dominated
4109,2.889666667,0.110333333,3,41.307508,124.132657,3,Urban,1,Natural vegetation,0.75,0.25,0,0,0,0.25,FALSE,Natural-dominated
4111,2.742833333,0.257166667,6,41.835441,123.42944,3,Urban,3,Urban,0,1,0,0,0,1,TRUE,Urban-dominated
4112,2.82896,0.17104,5,40.223583,124.507297,5,Other,1,Natural vegetation,0.5,0.25,0.25,0,0,0.25,FALSE,Natural-dominated
4118,1.57733675,1.42266325,2049,41.039546,120.977806,3,Urban,2,Cropland,0,0.5,0,0.5,0,1,TRUE,Urban-dominated
4119,2.386343288,0.613656712,73,39.324437,122.211445,2,Cropland,2,Cropland,0.25,0,0.25,0.5,0,0.5,TRUE,Ag-dominated
412004,0.396902544,2.603097456,4402,-33.41080904,147.9910504,2,Cropland,2,Cropland,0,0,0,1,0,1,TRUE,Ag-dominated
412005,2.349605691,0.650394309,246,-33.8695,144.8811,1,Natural vegetation,1,Natural vegetation,1,0,0,0,0,0,FALSE,Natural-dominated
412006,1.107101538,1.892898462,650,-33.091,147.1482,3,Urban,1,Natural vegetation,0.5,0,0,0.5,0,0.5,TRUE,Ag-dominated
412011,1.325989189,1.674010811,2220,-33.201,146.4532,1,Natural vegetation,2,Cropland,0,0,0,1,0,1,TRUE,Ag-dominated
412038,0.658838292,2.341161708,3395,-33.348326,145.87524,1,Natural vegetation,2,Cropland,0,0,0,1,0,1,TRUE,Ag-dominated
412039,2.561165746,0.438834254,181,-33.4873,145.504,2,Cropland,2,Cropland,0,0,0,1,0,1,TRUE,Ag-dominated
412047,1.126956113,1.873043887,1914,-33.3824,145.9027,2,Cropland,1,Natural vegetation,0.5,0,0,0.5,0,0.5,TRUE,Ag-dominated
4121660,2.518269231,0.481730769,52,43.61308,-85.4778209,1,Natural vegetation,1,Natural vegetation,1,0,0,0,0,0,FALSE,Natural-dominated
4121680,1.808596672,1.191403328,5348,43.485857,-85.63060189,5,Other,1,Natural vegetation,0.75,0,0.25,0,0,0,FALSE,Natural-dominated
4121970,2.754084967,0.245915033,51,43.43474558,-85.6653239,5,Other,5,Other,0,0,1,0,0,0,FALSE,Mixed
4135,1.8,1.2,9,28.9994404,105.8508137,5,Other,1,Natural vegetation,1,0,0,0,0,0,FALSE,Natural-dominated
4137030,2.349264706,0.650735294,68,44.47279328,-83.57108839,1,Natural vegetation,1,Natural vegetation,0.75,0,0.25,0,0,0,FALSE,Natural-dominated
4153,2.688333333,0.311666667,6,35.00617,108.73628,1,Natural vegetation,2,Cropland,0,0,0,1,0,1,TRUE,Ag-dominated
4154,2.6925,0.3075,2,34.353997,107.271763,3,Urban,3,Urban,0,1,0,0,0,1,TRUE,Urban-dominated
4156,1.917690625,1.082309375,32,34.460378,109.251996,2,Cropland,2,Cropland,0,0.25,0,0.75,0,1,TRUE,Ag-dominated
4157005,2.752272727,0.247727273,11,43.4219699,-83.951918,3,Urban,3,Urban,0,1,0,0,0,1,TRUE,Urban-dominated
4159,1.5966175,1.4033825,64,34.564536,109.485973,2,Cropland,2,Cropland,0,0.25,0,0.75,0,1,TRUE,Ag-dominated
4160,0.1982,2.8018,1,34.45589,109.005226,3,Urban,3,Urban,0,0.75,0.25,0,0,0.75,TRUE,Urban-dominated
4162,1.830103636,1.169896364,55,34.613631,110.2348456,2,Cropland,2,Cropland,0,0,0,0.75,0.25,0.75,TRUE,Ag-dominated
4165,2.591,0.409,1,33.216619,107.952694,1,Natural vegetation,1,Natural vegetation,1,0,0,0,0,0,FALSE,Natural-dominated
4165500,2.66969697,0.33030303,22,42.5958674,-82.90881,3,Urban,3,Urban,0,1,0,0,0,1,TRUE,Urban-dominated
4166,1.753576667,1.246423333,18,36.556856,101.930057,1,Natural vegetation,1,Natural vegetation,1,0,0,0,0,0,FALSE,Natural-dominated
4166500,2.365185185,0.634814815,90,42.3730923,-83.2546513,3,Urban,3,Urban,0,1,0,0,0,1,TRUE,Urban-dominated
4168400,2.518342644,0.481657356,179,42.30837099,-83.2527063,3,Urban,3,Urban,0,1,0,0,0,1,TRUE,Urban-dominated
4171,1.50426,1.49574,5,33.011787,97.255347,1,Natural vegetation,1,Natural vegetation,1,0,0,0,0,0,FALSE,Natural-dominated
4177,0.715428571,2.284571429,7,51.763712,126.639504,5,Other,1,Natural vegetation,1,0,0,0,0,0,FALSE,Natural-dominated
4179,2.806,0.194,3,46.567284,132.633838,2,Cropland,2,Cropland,0,0,0,1,0,1,TRUE,Ag-dominated
4182,2.239,0.761,4,45.401432,126.299118,3,Urban,3,Urban,0,1,0,0,0,1,TRUE,Urban-dominated
4183038,2.045998532,0.954001468,454,41.1830833,-84.8696944,2,Cropland,2,Cropland,0,0,0,1,0,1,TRUE,Ag-dominated
4183500,2.832352941,0.167647059,17,41.19893889,-84.7444033,2,Cropland,2,Cropland,0,0,0,1,0,1,TRUE,Ag-dominated
4184,2.438,0.562,1,45.316643,132.585736,5,Other,5,Other,0,0,1,0,0,0,FALSE,Mixed
4186,1.258597938,1.741402062,582,46.3054261,129.5434746,3,Urban,2,Cropland,0,0.25,0.25,0.5,0,0.75,TRUE,Ag-dominated
4187,0.61,2.39,1,45.4936489,125.0451846,3,Urban,2,Cropland,0,0,0.5,0.5,0,0.5,TRUE,Ag-dominated
4188496,2.157874097,0.842125903,3230,40.9792203,-83.6532653,2,Cropland,2,Cropland,0,0,0,1,0,1,TRUE,Ag-dominated
4192,0.085,2.915,2,50.2386399,127.5357671,3,Urban,3,Urban,0,0.5,0.5,0,0,0.5,TRUE,Urban-dominated
4193500,2.422361809,0.577638191,199,41.5000526,-83.7127145,2,Cropland,2,Cropland,0,0,0,1,0,1,TRUE,Ag-dominated
42001,0.993126521,2.006873479,1644,42.01040278,-121.5614222,2,Cropland,2,Cropland,0,0,0,1,0,1,TRUE,Ag-dominated
42071,1.156237334,1.843762666,8882,42.12805556,-121.9277778,1,Natural vegetation,1,Natural vegetation,1,0,0,0,0,0,FALSE,Natural-dominated
42081,1.025517356,1.974482644,2996,42.14258889,-121.672186,2,Cropland,2,Cropland,0.25,0,0,0.75,0,0.75,TRUE,Ag-dominated
422001,1.634142395,1.365857605,4635,-30.01531667,148.06075,1,Natural vegetation,1,Natural vegetation,0.75,0,0,0.25,0,0.25,FALSE,Natural-dominated
422002,1.634142395,1.365857605,4635,-29.94716667,146.8637167,1,Natural vegetation,1,Natural vegetation,1,0,0,0,0,0,FALSE,Natural-dominated
422003,1.614429544,1.385570456,3378,-29.547141,148.576104,1,Natural vegetation,1,Natural vegetation,1,0,0,0,0,0,FALSE,Natural-dominated
4220045,2.639363484,0.360636516,398,43.17430556,-78.38638889,2,Cropland,2,Cropland,0,0,0,1,0,1,TRUE,Ag-dominated
4220223,2.99375,0.00625,8,43.3390833,-77.9152222,2,Cropland,2,Cropland,0,0,0,1,0,1,TRUE,Ag-dominated
422027,1.296676231,1.703323769,4043,-30.14343333,147.3768667,1,Natural vegetation,1,Natural vegetation,0.5,0,0,0.5,0,0.5,TRUE,Ag-dominated
425001,1.032157265,1.967842735,585,-32.3969,142.4218,1,Natural vegetation,1,Natural vegetation,0.75,0,0.25,0,0,0,FALSE,Natural-dominated
425003,1.478845618,1.521154382,3446,-30.087894,145.936761,3,Urban,3,Urban,0,1,0,0,0,1,TRUE,Urban-dominated
425004,0.818393158,2.181606842,2134,-30.53474142,145.1150748,1,Natural vegetation,1,Natural vegetation,1,0,0,0,0,0,FALSE,Natural-dominated
425007,1.366657321,1.633342679,642,-33.74641667,142.2682778,1,Natural vegetation,4,Wetland,0.25,0,0,0.25,0.5,0.25,FALSE,Mixed
425012,2.150731752,0.849268248,548,-32.4353,142.3799,1,Natural vegetation,1,Natural vegetation,1,0,0,0,0,0,FALSE,Natural-dominated
425039,1.087158255,1.912841745,5984,-29.9646,146.3004,1,Natural vegetation,1,Natural vegetation,1,0,0,0,0,0,FALSE,Natural-dominated
45301,2.52859447,0.47140553,2170,45.5009505,-122.852045,3,Urban,3,Urban,0,1,0,0,0,1,TRUE,Urban-dominated
45303,1.72283237,1.27716763,173,45.5081944,-122.9335,3,Urban,3,Urban,0,1,0,0,0,1,TRUE,Urban-dominated
50048565,2.228116531,0.771883469,123,18.4070314,-66.118083,3,Urban,3,Urban,0,0.75,0.25,0,0,0.75,TRUE,Urban-dominated
50048580,1.288374144,1.711625856,20787,18.4201918,-66.1160552,3,Urban,3,Urban,0,0.75,0.25,0,0,0.75,TRUE,Urban-dominated
5051522,2.335526316,0.664473684,19,46.65968548,-96.7959154,2,Cropland,2,Cropland,0,0,0,1,0,1,TRUE,Ag-dominated
5054000,2.81875,0.18125,12,46.861075,-96.7836924,3,Urban,3,Urban,0,1,0,0,0,1,TRUE,Urban-dominated
5057000,1.814937219,1.185062781,1407,47.43277097,-98.0275954,2,Cropland,2,Cropland,0,0,0,1,0,1,TRUE,Ag-dominated
5062130,2.695,0.305,5,47.0926944,-96.8170556,2,Cropland,2,Cropland,0,0,0,1,0,1,TRUE,Ag-dominated
5114000,1.441961362,1.558038638,509,48.98995719,-101.9583348,2,Cropland,2,Cropland,0,0,0,1,0,1,TRUE,Ag-dominated
5117500,1.343760794,1.656239206,1158,48.2458428,-101.3712745,2,Cropland,2,Cropland,0,0,0,1,0,1,TRUE,Ag-dominated
5124000,0.468851645,2.531148355,8055,48.9964079,-100.9584889,2,Cropland,2,Cropland,0,0,0,1,0,1,TRUE,Ag-dominated
5406457,2.270833333,0.729166667,6,43.1097222,-89.6408333,3,Urban,1,Natural vegetation,0.75,0,0,0.25,0,0.25,FALSE,Natural-dominated
5406469,2.501851852,0.498148148,18,43.12527778,-89.635,2,Cropland,1,Natural vegetation,0.5,0,0,0.5,0,0.5,TRUE,Ag-dominated
5406479,2.06865337,0.93134663,49,43.1147222,-89.6641667,3,Urban,1,Natural vegetation,1,0,0,0,0,0,FALSE,Natural-dominated
5435943,2.232925926,0.767074074,225,42.97694444,-89.5394444,3,Urban,2,Cropland,0,0,0,1,0,1,TRUE,Ag-dominated
5435950,2.683870968,0.316129032,31,42.94916667,-89.5441667,2,Cropland,2,Cropland,0,0,0,1,0,1,TRUE,Ag-dominated
5474500,2.722695035,0.277304965,47,40.39365535,-91.374318,5,Other,5,Other,0,0,1,0,0,0,FALSE,Mixed
5515500,2.653119181,0.346880819,179,41.38963889,-86.7061667,2,Cropland,2,Cropland,0,0,0,1,0,1,TRUE,Ag-dominated
5524500,2.92375,0.07625,20,40.87059306,-87.3066912,2,Cropland,2,Cropland,0,0,0,1,0,1,TRUE,Ag-dominated
5537980,1.632762557,1.367237443,219,41.5364722,-88.0836944,3,Urban,3,Urban,0,1,0,0,0,1,TRUE,Urban-dominated
5545750,2.733108108,0.266891892,37,42.61085116,-88.225923,2,Cropland,2,Cropland,0,0,0,1,0,1,TRUE,Ag-dominated
5549500,1.731190476,1.268809524,665,42.3100222,-88.2514745,3,Urban,1,Natural vegetation,1,0,0,0,0,0,FALSE,Natural-dominated
5558300,2.7025,0.2975,50,41.10727778,-89.3562222,5,Other,4,Wetland,0,0,0,0,1,0,FALSE,Mixed
5559900,2.627631579,0.372368421,76,40.72503739,-89.5495396,4,Wetland,3,Urban,0,1,0,0,0,1,TRUE,Urban-dominated
5567500,1.530139373,1.469860627,574,40.6235,-89.2416667,2,Cropland,2,Cropland,0,0,0,1,0,1,TRUE,Ag-dominated
5586300,2.873541667,0.126458333,40,39.63275,-90.6076667,5,Other,2,Cropland,0,0,0,1,0,1,TRUE,Ag-dominated
5599490,2.020136089,0.979863911,3968,37.7583333,-89.3277778,1,Natural vegetation,1,Natural vegetation,0.5,0,0,0.5,0,0.5,TRUE,Ag-dominated
613,1.005193237,1.994806763,2691,48.7574,11.4261,3,Urban,3,Urban,0,0.75,0.25,0,0,0.75,TRUE,Urban-dominated
616,1.003764706,1.996235294,425,48.8798,12.7473,2,Cropland,2,Cropland,0,0,0,1,0,1,TRUE,Ag-dominated
6193,2.77375,0.22625,8,29.821683,113.463833,3,Urban,3,Urban,0,1,0,0,0,1,TRUE,Urban-dominated
6194,2.478636364,0.521363636,11,30.317805,103.970525,3,Urban,2,Cropland,0,0,0,1,0,1,TRUE,Ag-dominated
6195,2.646932632,0.353067368,19,41.741893,83.171831,2,Cropland,5,Other,0,0,0.75,0.25,0,0.25,FALSE,Mixed
6198,0.392,2.608,1,35.874223,94.566714,1,Natural vegetation,1,Natural vegetation,1,0,0,0,0,0,FALSE,Natural-dominated
6199,0.9559,2.0441,1,35.451425,109.462752,2,Cropland,1,Natural vegetation,1,0,0,0,0,0,FALSE,Natural-dominated
6201,0.982513333,2.017486667,3,37.3924,110.631,1,Natural vegetation,1,Natural vegetation,1,0,0,0,0,0,FALSE,Natural-dominated
6205,2.3802,0.6198,65,40.6807,122.2336,3,Urban,3,Urban,0.25,0.75,0,0,0,0.75,TRUE,Urban-dominated
6214,2.272948276,0.727051724,58,34.7589,117.0059,2,Cropland,2,Cropland,0,0.5,0,0.5,0,1,TRUE,Urban-dominated
6218,2.051341463,0.948658537,41,33.4816,118.1131,2,Cropland,2,Cropland,0,0,0,1,0,1,TRUE,Ag-dominated
6221,1.960027465,1.039972535,142,33.8744,116.5878,2,Cropland,2,Cropland,0,0,0,1,0,1,TRUE,Ag-dominated
6223,2.665094444,0.334905556,18,32.7923,117.9642,2,Cropland,2,Cropland,0,0.25,0,0.75,0,1,TRUE,Ag-dominated
6224,2.653543478,0.346456522,92,33.1689,118.1492,5,Other,3,Urban,0,1,0,0,0,1,TRUE,Urban-dominated
6225,2.220819101,0.779180899,89,32.3088,118.4555,2,Cropland,2,Cropland,0,0,0,1,0,1,TRUE,Ag-dominated
6226,2.535354237,0.464645763,177,32.0978,118.2887,3,Urban,3,Urban,0,1,0,0,0,1,TRUE,Urban-dominated
6227,2.45,0.55,23,32.4286,115.6024,2,Cropland,2,Cropland,0,0,0,1,0,1,TRUE,Ag-dominated
6233,2.55713,0.44287,19,28.7682,116.0853,5,Other,1,Natural vegetation,0.25,0.25,0.25,0.25,0,0.5,TRUE,Mixed
6234,1.41,1.59,8,29.2455,116.1894,5,Other,5,Other,0,0,0.75,0.25,0,0.25,FALSE,Mixed
6237,1.7834,1.2166,10,36.725,116.9886,3,Urban,3,Urban,0,1,0,0,0,1,TRUE,Urban-dominated
6238,1.997,1.003,1,34.8042,117.1695,2,Cropland,2,Cropland,0,0,0,1,0,1,TRUE,Ag-dominated
6242,1.825147393,1.174852607,211,33.8068,116.3924,2,Cropland,2,Cropland,0,0,0,1,0,1,TRUE,Ag-dominated
6251,2.790000333,0.209999667,30,29.063,112.2989,5,Other,2,Cropland,0,0,0,1,0,1,TRUE,Ag-dominated
6253,2.532628205,0.467371795,78,23.1376,113.7508,5,Other,2,Cropland,0,0,0,1,0,1,TRUE,Ag-dominated
6255,0.155,2.845,1,22.7836,108.1264,2,Cropland,2,Cropland,0,0,0,1,0,1,TRUE,Ag-dominated
6261,2.755783333,0.244216667,6,30.2604,103.891,3,Urban,2,Cropland,0,0.25,0.25,0.5,0,0.75,TRUE,Ag-dominated
6268,2.315513724,0.684486276,196,25.1477,102.0548,1,Natural vegetation,1,Natural vegetation,1,0,0,0,0,0,FALSE,Natural-dominated
6328,1.926335106,1.073664894,188,31.955,119.9805,3,Urban,3,Urban,0,0.75,0.25,0,0,0.75,TRUE,Urban-dominated
6330,1.023,1.977,1,26.6586,106.8425,1,Natural vegetation,1,Natural vegetation,1,0,0,0,0,0,FALSE,Natural-dominated
6343,2.94,0.06,1,25.427,106.5798,1,Natural vegetation,1,Natural vegetation,1,0,0,0,0,0,FALSE,Natural-dominated
6346,2.087987342,0.912012658,79,38.6862,117.047,2,Cropland,2,Cropland,0,0.25,0,0.75,0,1,TRUE,Ag-dominated
6348,0.3144,2.6856,1,36.1678,103.483,3,Urban,1,Natural vegetation,0.75,0.25,0,0,0,0.25,FALSE,Natural-dominated
6350,2.329573232,0.670426768,198,31.6554,117.2733,2,Cropland,2,Cropland,0,0,0,1,0,1,TRUE,Ag-dominated
6353,1.809662281,1.190337719,228,49.3061,118.0472,1,Natural vegetation,1,Natural vegetation,0.5,0.5,0,0,0,0.5,TRUE,Urban-dominated
6354890,2.281623932,0.718376068,312,45.9524438,-103.3069613,1,Natural vegetation,1,Natural vegetation,1,0,0,0,0,0,FALSE,Natural-dominated
6354980,1.964200999,1.035799001,801,46.0177216,-103.2919615,1,Natural vegetation,1,Natural vegetation,0.5,0,0,0.5,0,0.5,TRUE,Ag-dominated
6355,0.045,2.955,1,28.6074,121.0616,5,Other,1,Natural vegetation,0.5,0,0.5,0,0,0,FALSE,Natural-dominated
6365,1.826448276,1.173551724,29,40.2585,111.148,1,Natural vegetation,1,Natural vegetation,0.5,0.5,0,0,0,0.5,TRUE,Urban-dominated
6373,1.798666667,1.201333333,3,44.3966,127.692,1,Natural vegetation,1,Natural vegetation,1,0,0,0,0,0,FALSE,Natural-dominated
6382,1.944672727,1.055327273,110,28.6919,121.3277,5,Other,5,Other,0,0,0.666666667,0.333333333,0,0.333333333,TRUE,Mixed
6384,2.3704875,0.6295125,24,31.2695,118.3338,3,Urban,3,Urban,0,0.5,0,0.25,0.25,0.75,TRUE,Urban-dominated
6387,2.084474615,0.915525385,13,30.7703,117.7527,5,Other,5,Other,0,0,1,0,0,0,FALSE,Mixed
6389,2.2356,0.7644,1,31.1034,118.9031,5,Other,5,Other,0.25,0,0.75,0,0,0,FALSE,Mixed
6395,2.6648,0.3352,10,36.2594,120.4698,5,Other,3,Urban,0.25,0.5,0.25,0,0,0.5,TRUE,Urban-dominated
6396,2.091082051,0.908917949,195,35.0878,116.6297,2,Cropland,4,Wetland,0,0,0,0,1,0,FALSE,Mixed
6398,2.6739375,0.3260625,16,35.0394,116.6677,2,Cropland,2,Cropland,0,0,0,1,0,1,TRUE,Ag-dominated
6400,2.6175,0.3825,40,35.8937,116.5525,5,Other,2,Cropland,0,0,0,1,0,1,TRUE,Ag-dominated
6419,2.180084211,0.819915789,95,30.6003,115.4457,1,Natural vegetation,1,Natural vegetation,0.5,0,0,0.5,0,0.5,TRUE,Ag-dominated
6425,2.013827156,0.986172844,545,22.5077,114.0357,4,Wetland,3,Urban,0,1,0,0,0,1,TRUE,Urban-dominated
6426,2.588333333,0.411666667,6,21.4314,110.7946,3,Urban,3,Urban,0,1,0,0,0,1,TRUE,Urban-dominated
