file_name,n_events,start_median_shift,end_median_shift,start_median_hour,end_median_hour,start_median_time,end_median_time,latitude,longitude,lc5_point,lc5_name,lc5_dom_2km,lc5_dom_name_2km,p_natural_2km,p_urban_2km,p_other_2km,p_crop_2km,p_wetland_2km,human_share,human_impacted,landuse_group
3292470,4,29,20.5,5,20.5,05:00:00,20:30:00,38.36117864,-85.57459969,1,Natural vegetation,2,Cropland,0,0,0,1,0,1,TRUE,Ag-dominated
3292474,76,27,28,3,4,03:00:00,04:00:00,38.2759036,-85.606072,1,Natural vegetation,1,Natural vegetation,1,0,0,0,0,0,FALSE,Natural-dominated
3292475,13,30,32,6,8,06:00:00,08:00:00,38.3034027,-85.62801689,1,Natural vegetation,3,Urban,0.25,0.5,0.25,0,0,0.5,TRUE,Urban-dominated
3292480,5,31,32,7,8,07:00:00,08:00:00,38.3127635,-85.6261558,1,Natural vegetation,3,Urban,0.25,0.5,0.25,0,0,0.5,TRUE,Urban-dominated
3292500,262,26,28,2,4,02:00:00,04:00:00,38.2114592,-85.7024613,1,Natural vegetation,3,Urban,0,1,0,0,0,1,TRUE,Urban-dominated
3293,32,28,32,4,8,04:00:00,08:00:00,37.518685,115.075585,3,Urban,3,Urban,0,1,0,0,0,1,TRUE,Urban-dominated
3293000,34,28,32,4,8,04:00:00,08:00:00,38.237293,-85.6646834,3,Urban,3,Urban,0,1,0,0,0,1,TRUE,Urban-dominated
3293500,602,28,33,4,9,04:00:00,09:00:00,38.25034895,-85.7166287,3,Urban,3,Urban,0,1,0,0,0,1,TRUE,Urban-dominated
3293510,521,23,21,23,21,23:00:00,21:00:00,38.26590398,-85.7207955,3,Urban,3,Urban,0,0.75,0.25,0,0,0.75,TRUE,Urban-dominated
3293530,24,23,27.5,23,3.5,23:00:00,03:30:00,38.27645917,-85.693573,3,Urban,5,Other,0,0,1,0,0,0,FALSE,Mixed
3293532,83,29,31,5,7,05:00:00,07:00:00,38.2603486,-85.7182954,3,Urban,3,Urban,0,0.75,0.25,0,0,0.75,TRUE,Urban-dominated
3294,17,32,32,8,8,08:00:00,08:00:00,38.823736,116.024029,4,Wetland,2,Cropland,0,0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,TRUE,Mixed
3294570,94,22,23,22,23,22:00:00,23:00:00,38.07812588,-85.8899635,1,Natural vegetation,3,Urban,0.25,0.5,0.25,0,0,0.5,TRUE,Urban-dominated
3295,45,28,32,4,8,04:00:00,08:00:00,39.678461,119.223129,2,Cropland,3,Urban,0,1,0,0,0,1,TRUE,Urban-dominated
3296,10,28,20,4,20,04:00:00,20:00:00,33.877112,113.779832,3,Urban,2,Cropland,0,0,0,1,0,1,TRUE,Ag-dominated
3297,8,28,32,4,8,04:00:00,08:00:00,33.93393,113.949926,2,Cropland,2,Cropland,0,0,0,1,0,1,TRUE,Ag-dominated
3297800,50,29,32,5,8,05:00:00,08:00:00,37.9911111,-85.6411111,1,Natural vegetation,1,Natural vegetation,1,0,0,0,0,0,FALSE,Natural-dominated
3297900,104,25,25,1,1,01:00:00,01:00:00,38.28534776,-85.4674592,1,Natural vegetation,1,Natural vegetation,1,0,0,0,0,0,FALSE,Natural-dominated
3298,96,20,16,20,16,20:00:00,16:00:00,32.089061,114.105024,3,Urban,2,Cropland,0,0.5,0,0.5,0,1,TRUE,Urban-dominated
3298000,1,31,23,7,23,07:00:00,23:00:00,38.18840166,-85.460235,1,Natural vegetation,1,Natural vegetation,1,0,0,0,0,0,FALSE,Natural-dominated
3298135,58,27.5,32,3.5,8,03:30:00,08:00:00,38.19479109,-85.557181,3,Urban,3,Urban,0,1,0,0,0,1,TRUE,Urban-dominated
3298150,7,22,23,22,23,22:00:00,23:00:00,38.16006729,-85.5421797,1,Natural vegetation,1,Natural vegetation,0.75,0.25,0,0,0,0.25,FALSE,Natural-dominated
3298200,29,22,26,22,2,22:00:00,02:00:00,38.08534216,-85.5549556,1,Natural vegetation,3,Urban,0,1,0,0,0,1,TRUE,Urban-dominated
3298250,45,22,25,22,1,22:00:00,01:00:00,38.0792321,-85.6160683,1,Natural vegetation,1,Natural vegetation,0.6666666666666666,0.3333333333333333,0,0,0,0.3333333333333333,TRUE,Natural-dominated
3298300,316,26,22,2,22,02:00:00,22:00:00,38.08756629,-85.642458,1,Natural vegetation,3,Urban,0,1,0,0,0,1,TRUE,Urban-dominated
3299,1,28,28,4,4,04:00:00,04:00:00,35.222893,113.457855,3,Urban,2,Cropland,0,0.25,0,0.75,0,1,TRUE,Ag-dominated
3300,10,28,28,4,4,04:00:00,04:00:00,34.765515,113.753602,3,Urban,3,Urban,0,1,0,0,0,1,TRUE,Urban-dominated
3301940,280,29,32,5,8,05:00:00,08:00:00,38.1503466,-85.6935714,3,Urban,3,Urban,0.25,0.75,0,0,0,0.75,TRUE,Urban-dominated
3302,4,32,16,8,16,08:00:00,16:00:00,36.108471,115.06861,2,Cropland,2,Cropland,0,0,0,1,0,1,TRUE,Ag-dominated
3302000,59,26,16,2,16,02:00:00,16:00:00,38.1197916,-85.7957955,1,Natural vegetation,1,Natural vegetation,1,0,0,0,0,0,FALSE,Natural-dominated
3302030,98,30,29,6,5,06:00:00,05:00:00,38.05423677,-85.8716296,1,Natural vegetation,1,Natural vegetation,0.5,0.5,0,0,0,0.5,TRUE,Urban-dominated
3302050,367,26,25,2,1,02:00:00,01:00:00,38.04693096,-85.8572681,1,Natural vegetation,1,Natural vegetation,1,0,0,0,0,0,FALSE,Natural-dominated
3302058,3,20,13,20,13,20:00:00,13:00:00,37.9922222,-85.9220556,1,Natural vegetation,1,Natural vegetation,0.75,0,0,0.25,0,0.25,FALSE,Natural-dominated
3303,142,28,32,4,8,04:00:00,08:00:00,32.673099,112.812864,3,Urban,2,Cropland,0,0.25,0,0.75,0,1,TRUE,Ag-dominated
3304,3,14,16,14,16,14:00:00,16:00:00,34.571616,111.478756,1,Natural vegetation,1,Natural vegetation,0.5,0,0,0.5,0,0.5,TRUE,Ag-dominated
3306,20,28,32,4,8,04:00:00,08:00:00,33.503413,114.574433,2,Cropland,2,Cropland,0,0,0,1,0,1,TRUE,Ag-dominated
3307,13,28,30,4,6,04:00:00,06:00:00,32.081175,115.421399,2,Cropland,2,Cropland,0,0,0,1,0,1,TRUE,Ag-dominated
3310,10,28,30,4,6,04:00:00,06:00:00,35.134576,114.605094,2,Cropland,2,Cropland,0,0.25,0,0.75,0,1,TRUE,Ag-dominated
3311,20,28,24,4,0,04:00:00,00:00:00,34.765515,113.753602,3,Urban,3,Urban,0,1,0,0,0,1,TRUE,Urban-dominated
3313,1,32,12,8,12,08:00:00,12:00:00,36.07964,114.135423,1,Natural vegetation,3,Urban,0,0.75,0,0.25,0,1,TRUE,Urban-dominated
3314,20,28,30,4,6,04:00:00,06:00:00,32.251659,113.979279,2,Cropland,2,Cropland,0,0,0,1,0,1,TRUE,Ag-dominated
3315,83,28,32,4,8,04:00:00,08:00:00,32.780629,114.868435,2,Cropland,2,Cropland,0,0,0,1,0,1,TRUE,Ag-dominated
3316,4,32,26,8,2,08:00:00,02:00:00,32.7135129,115.0622929,2,Cropland,2,Cropland,0,0,0,1,0,1,TRUE,Ag-dominated
3317,3,32,32,8,8,08:00:00,08:00:00,34.323191,113.778832,2,Cropland,2,Cropland,0,0,0,1,0,1,TRUE,Ag-dominated
3319,10,28,28,4,4,04:00:00,04:00:00,34.060856,112.972621,1,Natural vegetation,2,Cropland,0,0,0,1,0,1,TRUE,Ag-dominated
3320,78,20,28,20,4,20:00:00,04:00:00,32.977274,113.588091,5,Other,5,Other,0,0,1,0,0,0,FALSE,Mixed
3321,11,28,30,4,6,04:00:00,06:00:00,32.895127,114.406066,2,Cropland,2,Cropland,0,0,0,1,0,1,TRUE,Ag-dominated
3321500,43,21,21.5,21,21.5,21:00:00,21:30:00,37.8583774,-87.4097294,2,Cropland,2,Cropland,0,0,0,1,0,1,TRUE,Ag-dominated
3322,74,20,28,20,4,20:00:00,04:00:00,32.128443,115.051424,3,Urban,2,Cropland,0,0.25,0,0.75,0,1,TRUE,Ag-dominated
3323,35,28,32,4,8,04:00:00,08:00:00,35.590216,114.907187,2,Cropland,2,Cropland,0,0,0,1,0,1,TRUE,Ag-dominated
3326,2,30,30,6,6,06:00:00,06:00:00,33.722364,113.250862,3,Urban,3,Urban,0,0.75,0.25,0,0,0.75,TRUE,Urban-dominated
3327,12,28,20,4,20,04:00:00,20:00:00,34.765515,113.753602,3,Urban,3,Urban,0,1,0,0,0,1,TRUE,Urban-dominated
3328,3,32,32,8,8,08:00:00,08:00:00,33.27192,113.548952,5,Other,1,Natural vegetation,0.5,0.25,0,0.25,0,0.5,TRUE,Natural-dominated
3330,2,16,16,16,16,16:00:00,16:00:00,32.167866,114.660307,2,Cropland,2,Cropland,0,0,0,1,0,1,TRUE,Ag-dominated
3332,49,28,32,4,8,04:00:00,08:00:00,33.203367,115.151458,2,Cropland,2,Cropland,0,0,0,1,0,1,TRUE,Ag-dominated
3334,52,28,28,4,4,04:00:00,04:00:00,34.765515,113.753602,3,Urban,3,Urban,0,1,0,0,0,1,TRUE,Urban-dominated
3335,4,20,12,20,12,20:00:00,12:00:00,32.635434,113.938979,5,Other,2,Cropland,0.25,0,0.25,0.5,0,0.5,TRUE,Ag-dominated
3336,6,32,32,8,8,08:00:00,08:00:00,33.894563,114.636783,2,Cropland,2,Cropland,0,0,0,1,0,1,TRUE,Ag-dominated
3337,21,28,28,4,4,04:00:00,04:00:00,33.404611,113.899043,3,Urban,2,Cropland,0,0.25,0,0.75,0,1,TRUE,Ag-dominated
3338,151,26.25,20,2.25,20,02:15:00,20:00:00,34.878877,112.497597,2,Cropland,2,Cropland,0,0,0,1,0,1,TRUE,Ag-dominated
3339,4,22,24,22,0,22:00:00,00:00:00,34.357765,114.467138,2,Cropland,2,Cropland,0,0,0,1,0,1,TRUE,Ag-dominated
3340,23,28,32,4,8,04:00:00,08:00:00,33.823184,114.243256,2,Cropland,2,Cropland,0,0,0,1,0,1,TRUE,Ag-dominated
3341,22,28,32,4,8,04:00:00,08:00:00,32.272325,114.035868,2,Cropland,2,Cropland,0,0,0,1,0,1,TRUE,Ag-dominated
3342,1,16,16,16,16,16:00:00,16:00:00,33.308204,113.525593,2,Cropland,3,Urban,0,1,0,0,0,1,TRUE,Urban-dominated
3345,23,20,16,20,16,20:00:00,16:00:00,28.467694,119.416539,2,Cropland,2,Cropland,0,0,0,1,0,1,TRUE,Ag-dominated
3347,68,28,32,4,8,04:00:00,08:00:00,29.302339,120.08912,3,Urban,3,Urban,0,1,0,0,0,1,TRUE,Urban-dominated
3348,60,28,28,4,4,04:00:00,04:00:00,30.147737,120.407333,3,Urban,3,Urban,0,1,0,0,0,1,TRUE,Urban-dominated
3350,82,20,28,20,4,20:00:00,04:00:00,30.267446,120.152791,3,Urban,3,Urban,0,1,0,0,0,1,TRUE,Urban-dominated
3353415,134,25,29,1,5,01:00:00,05:00:00,39.88577778,-86.3554444,2,Cropland,2,Cropland,0,0.25,0,0.75,0,1,TRUE,Ag-dominated
3353420,276,27,32,3,8,03:00:00,08:00:00,39.8725833,-86.3615278,2,Cropland,2,Cropland,0,0.5,0,0.5,0,1,TRUE,Urban-dominated
3355,30,28,28,4,4,04:00:00,04:00:00,29.266018,120.051391,3,Urban,3,Urban,0,1,0,0,0,1,TRUE,Urban-dominated
3358,44,20,18,20,18,20:00:00,18:00:00,30.442504,120.070573,3,Urban,2,Cropland,0,0.5,0,0.5,0,1,TRUE,Urban-dominated
3363,11,20,16,20,16,20:00:00,16:00:00,30.225321,120.726949,5,Other,5,Other,0,0,1,0,0,0,FALSE,Mixed
3368,2,16,16,16,16,16:00:00,16:00:00,31.123297,119.902583,3,Urban,2,Cropland,0,0,0,1,0,1,TRUE,Ag-dominated
3369,2,20,20,20,20,20:00:00,20:00:00,28.670578,121.323929,3,Urban,2,Cropland,0,0,0,1,0,1,TRUE,Ag-dominated
3370,22,28,32,4,8,04:00:00,08:00:00,30.25332,119.866868,2,Cropland,1,Natural vegetation,0.75,0,0,0.25,0,0.25,FALSE,Natural-dominated
3371,9,28,28,4,4,04:00:00,04:00:00,28.276705,121.68638,5,Other,5,Other,0,0,1,0,0,0,FALSE,Mixed
3375,3,28,28,4,4,04:00:00,04:00:00,29.071266,119.671617,3,Urban,2,Cropland,0,0.5,0,0.5,0,1,TRUE,Urban-dominated
3376,14,28,28,4,4,04:00:00,04:00:00,29.772181,120.238368,2,Cropland,2,Cropland,0,0,0,1,0,1,TRUE,Ag-dominated
3377,79,20,28,20,4,20:00:00,04:00:00,29.90894,121.532765,3,Urban,3,Urban,0,1,0,0,0,1,TRUE,Urban-dominated
3378,4,16,16,16,16,16:00:00,16:00:00,28.363673,120.690527,1,Natural vegetation,1,Natural vegetation,1,0,0,0,0,0,FALSE,Natural-dominated
3378500,2,29.5,33,5.5,9,05:30:00,09:00:00,38.130879,-87.941419,2,Cropland,5,Other,0,0,1,0,0,0,FALSE,Mixed
3379,29,20,32,20,8,20:00:00,08:00:00,28.401983,121.313909,3,Urban,3,Urban,0,1,0,0,0,1,TRUE,Urban-dominated
3381,96,24,20,0,20,00:00:00,20:00:00,30.788164,121.287508,2,Cropland,2,Cropland,0,0,0,1,0,1,TRUE,Ag-dominated
3383,111,28,32,4,8,04:00:00,08:00:00,29.44436,119.931804,3,Urban,3,Urban,0,0.75,0,0.25,0,1,TRUE,Urban-dominated
3384,1,32,32,8,8,08:00:00,08:00:00,28.691077,121.480529,5,Other,1,Natural vegetation,0.25,0.25,0.25,0.25,0,0.5,TRUE,Mixed
3385,1,12,12,12,12,12:00:00,12:00:00,28.722889,119.366656,1,Natural vegetation,1,Natural vegetation,1,0,0,0,0,0,FALSE,Natural-dominated
3386,86,28,28,4,4,04:00:00,04:00:00,28.440311,119.522168,2,Cropland,2,Cropland,0,0,0,1,0,1,TRUE,Ag-dominated
3387,3,28,30,4,6,04:00:00,06:00:00,29.200956,119.492445,2,Cropland,3,Urban,0.25,0.75,0,0,0,0.75,TRUE,Urban-dominated
3389,46,20,20,20,20,20:00:00,20:00:00,28.498534,121.612773,5,Other,5,Other,0,0,1,0,0,0,FALSE,Mixed
3392,20,20,26,20,2,20:00:00,02:00:00,30.012424,122.099384,3,Urban,3,Urban,0,1,0,0,0,1,TRUE,Urban-dominated
3393,3,24,28,0,4,00:00:00,04:00:00,28.401295,119.958275,1,Natural vegetation,1,Natural vegetation,1,0,0,0,0,0,FALSE,Natural-dominated
3395,32,30,32,6,8,06:00:00,08:00:00,18.309346,109.296015,2,Cropland,5,Other,0,0,1,0,0,0,FALSE,Mixed
3397,108,28,32,4,8,04:00:00,08:00:00,18.435633,108.88035,2,Cropland,3,Urban,0,1,0,0,0,1,TRUE,Urban-dominated
3399,1,28,28,4,4,04:00:00,04:00:00,20.03468,110.341344,3,Urban,3,Urban,0,1,0,0,0,1,TRUE,Urban-dominated
3400800,17,26,24,2,0,02:00:00,00:00:00,36.75230974,-83.2574012,1,Natural vegetation,1,Natural vegetation,1,0,0,0,0,0,FALSE,Natural-dominated
3401,1,12,12,12,12,12:00:00,12:00:00,19.23792,108.90976,2,Cropland,2,Cropland,0,0,0,1,0,1,TRUE,Ag-dominated
3402,8,28,32,4,8,04:00:00,08:00:00,18.868383,110.446856,3,Urban,3,Urban,0,1,0,0,0,1,TRUE,Urban-dominated
3403,232,28,32,4,8,04:00:00,08:00:00,18.771022,110.361185,2,Cropland,2,Cropland,0,0,0,1,0,1,TRUE,Ag-dominated
3405,1,20,16,20,16,20:00:00,16:00:00,18.899736,110.478603,3,Urban,1,Natural vegetation,1,0,0,0,0,0,FALSE,Natural-dominated
3406,36,28,28,4,4,04:00:00,04:00:00,19.641482,110.90946,2,Cropland,1,Natural vegetation,0.5,0,0,0.5,0,0.5,TRUE,Ag-dominated
3407,89,28,32,4,8,04:00:00,08:00:00,18.517517,110.0638,1,Natural vegetation,2,Cropland,0,0,0.5,0.5,0,0.5,TRUE,Ag-dominated
3409,13,20,28,20,4,20:00:00,04:00:00,18.365332,109.16614,3,Urban,3,Urban,0,0.6666666666666666,0,0.3333333333333333,0,1,TRUE,Urban-dominated
3411,257,20,28,20,4,20:00:00,04:00:00,19.619,110.753577,3,Urban,2,Cropland,0,0,0,1,0,1,TRUE,Ag-dominated
3413,73,28,32,4,8,04:00:00,08:00:00,20.001319,110.372868,3,Urban,3,Urban,0,1,0,0,0,1,TRUE,Urban-dominated
3414,2,16,16,16,16,16:00:00,16:00:00,18.272081,109.575045,3,Urban,1,Natural vegetation,1,0,0,0,0,0,FALSE,Natural-dominated
3414000,10,19,22,19,22,19:00:00,22:00:00,36.88395484,-85.1394008,1,Natural vegetation,1,Natural vegetation,0.75,0,0.25,0,0,0,FALSE,Natural-dominated
3414002,2,18,19.5,18,19.5,18:00:00,19:30:00,36.88405556,-85.12963889,2,Cropland,1,Natural vegetation,1,0,0,0,0,0,FALSE,Natural-dominated
3415,47,28,32,4,8,04:00:00,08:00:00,18.299466,109.537206,3,Urban,1,Natural vegetation,0.5,0.5,0,0,0,0.5,TRUE,Urban-dominated
3416,29,28,32,4,8,04:00:00,08:00:00,19.107418,110.517393,2,Cropland,1,Natural vegetation,0.5,0,0,0.5,0,0.5,TRUE,Ag-dominated
3417,10,20,28,20,4,20:00:00,04:00:00,18.584272,109.899226,1,Natural vegetation,1,Natural vegetation,1,0,0,0,0,0,FALSE,Natural-dominated
3417500,1,31,17,7,17,07:00:00,17:00:00,36.5542507,-85.5143938,1,Natural vegetation,1,Natural vegetation,1,0,0,0,0,0,FALSE,Natural-dominated
3418420,15,27,28,3,4,03:00:00,04:00:00,36.2867558,-85.94079609,1,Natural vegetation,5,Other,0.25,0.25,0.5,0,0,0.25,FALSE,Mixed
3420,10,20,28,20,4,20:00:00,04:00:00,19.146787,110.324964,2,Cropland,1,Natural vegetation,1,0,0,0,0,0,FALSE,Natural-dominated
3429,11,28,32,4,8,04:00:00,08:00:00,30.932298,114.664435,2,Cropland,2,Cropland,0,0.25,0,0.75,0,1,TRUE,Ag-dominated
3430,2,26,12,2,12,02:00:00,12:00:00,32.479431,111.08413,1,Natural vegetation,1,Natural vegetation,1,0,0,0,0,0,FALSE,Natural-dominated
3430200,144,26,28,2,4,02:00:00,04:00:00,36.1864446,-86.6327739,3,Urban,3,Urban,0,1,0,0,0,1,TRUE,Urban-dominated
3431083,13,29.5,32,5.5,8,05:30:00,08:00:00,36.16394545,-86.699164,1,Natural vegetation,3,Urban,0,1,0,0,0,1,TRUE,Urban-dominated
3431514,7,21,22,21,22,21:00:00,22:00:00,36.1889717,-86.8283959,3,Urban,3,Urban,0,1,0,0,0,1,TRUE,Urban-dominated
3432,1,16,20,16,20,16:00:00,20:00:00,31.850714,113.318907,2,Cropland,2,Cropland,0,0,0,1,0,1,TRUE,Ag-dominated
343233905,1,28,34,4,10,04:00:00,10:00:00,35.89984185,-86.8428894,1,Natural vegetation,3,Urban,0.25,0.5,0,0.25,0,0.75,TRUE,Urban-dominated
3434,8,28,32,4,8,04:00:00,08:00:00,29.980468,113.915926,3,Urban,3,Urban,0,1,0,0,0,1,TRUE,Urban-dominated
3436,21,32,32,8,8,08:00:00,08:00:00,30.607998,114.739996,5,Other,3,Urban,0,1,0,0,0,1,TRUE,Urban-dominated
3438,14,24,30,0,6,00:00:00,06:00:00,29.77652,109.816955,1,Natural vegetation,1,Natural vegetation,1,0,0,0,0,0,FALSE,Natural-dominated
3439,45,16,20,16,20,16:00:00,20:00:00,30.926829,113.885347,3,Urban,2,Cropland,0,0.5,0,0.5,0,1,TRUE,Urban-dominated
3442,4,32,20,8,20,08:00:00,20:00:00,31.82216,112.710238,2,Cropland,2,Cropland,0,0,0,1,0,1,TRUE,Ag-dominated
3443,4,20,22,20,22,20:00:00,22:00:00,30.925216,113.588349,3,Urban,2,Cropland,0,0.25,0,0.75,0,1,TRUE,Ag-dominated
3444,128,28,20,4,20,04:00:00,20:00:00,30.725578,112.839824,2,Cropland,3,Urban,0,1,0,0,0,1,TRUE,Urban-dominated
3445,6,28,28,4,4,04:00:00,04:00:00,29.6665,113.329487,5,Other,2,Cropland,0,0,0.5,0.5,0,0.5,TRUE,Ag-dominated
3446,4,26,26,2,2,02:00:00,02:00:00,30.691979,113.943238,3,Urban,3,Urban,0,1,0,0,0,1,TRUE,Urban-dominated
3447,41,24,20,0,20,00:00:00,20:00:00,31.57971,113.115433,1,Natural vegetation,1,Natural vegetation,1,0,0,0,0,0,FALSE,Natural-dominated
3448,3,20,12,20,12,20:00:00,12:00:00,30.167878,113.345876,2,Cropland,2,Cropland,0,0,0,1,0,1,TRUE,Ag-dominated
3452,11,18,12,18,12,18:00:00,12:00:00,30.254048,114.571771,5,Other,5,Other,0,0,1,0,0,0,FALSE,Mixed
3455,6,20,14,20,14,20:00:00,14:00:00,30.205647,113.846046,5,Other,5,Other,0,0,0.5,0.25,0.25,0.25,FALSE,Mixed
3457,7,32,32,8,8,08:00:00,08:00:00,30.479428,114.441717,3,Urban,3,Urban,0,1,0,0,0,1,TRUE,Urban-dominated
3458,4,20,24,20,0,20:00:00,00:00:00,31.062773,113.791446,2,Cropland,2,Cropland,0,0.25,0,0.75,0,1,TRUE,Ag-dominated
3460,4,16,24,16,0,16:00:00,00:00:00,30.287569,108.9049,3,Urban,1,Natural vegetation,0.75,0.25,0,0,0,0.25,FALSE,Natural-dominated
3462,6,32,32,8,8,08:00:00,08:00:00,31.706189,113.357381,3,Urban,3,Urban,0,1,0,0,0,1,TRUE,Urban-dominated
3464,37,28,30,4,6,04:00:00,06:00:00,30.71412,114.353979,3,Urban,3,Urban,0,1,0,0,0,1,TRUE,Urban-dominated
3469,1,16,16,16,16,16:00:00,16:00:00,30.328291,114.606334,3,Urban,2,Cropland,0,0,0.5,0.5,0,0.5,TRUE,Ag-dominated
3470,7,28,32,4,8,04:00:00,08:00:00,31.265037,114.468486,2,Cropland,2,Cropland,0,0,0,1,0,1,TRUE,Ag-dominated
3474,114,32,16,8,16,08:00:00,16:00:00,29.936945,114.206491,4,Wetland,4,Wetland,0,0,0,0,1,0,FALSE,Mixed
3477,1,12,12,12,12,12:00:00,12:00:00,30.169848000000002,114.668405,2,Cropland,2,Cropland,0.25,0,0.25,0.5,0,0.5,TRUE,Ag-dominated
3479,1,32,16,8,16,08:00:00,16:00:00,29.689218,112.635912,2,Cropland,2,Cropland,0,0,0,1,0,1,TRUE,Ag-dominated
3480,144,28,20,4,20,04:00:00,20:00:00,30.299189,112.519313,2,Cropland,2,Cropland,0,0,0,1,0,1,TRUE,Ag-dominated
3481,16,30,18,6,18,06:00:00,18:00:00,30.958605,114.772146,2,Cropland,2,Cropland,0,0,0,1,0,1,TRUE,Ag-dominated
3482,88,28,32,4,8,04:00:00,08:00:00,30.300442,114.134789,5,Other,2,Cropland,0,0,0.5,0.5,0,0.5,TRUE,Ag-dominated
3484,11,24,28,0,4,00:00:00,04:00:00,29.90909,113.688546,3,Urban,2,Cropland,0,0,0.5,0.5,0,0.5,TRUE,Ag-dominated
3491,21,28,32,4,8,04:00:00,08:00:00,30.020142,115.315117,2,Cropland,3,Urban,0,1,0,0,0,1,TRUE,Urban-dominated
3492,30,30,30,6,6,06:00:00,06:00:00,31.121516,115.346493,1,Natural vegetation,1,Natural vegetation,0.75,0,0,0.25,0,0.25,FALSE,Natural-dominated
3493,5,20,20,20,20,20:00:00,20:00:00,32.653896,111.205815,5,Other,1,Natural vegetation,0.6666666666666666,0,0.3333333333333333,0,0,0,FALSE,Natural-dominated
3496,30,28,28,4,4,04:00:00,04:00:00,29.310533,112.849485,4,Wetland,4,Wetland,0,0,0.3333333333333333,0,0.6666666666666666,0,FALSE,Mixed
3497,2,24,26,0,2,00:00:00,02:00:00,29.254035,113.028626,5,Other,5,Other,0,0,1,0,0,0,FALSE,Mixed
3500,7,30,20,6,20,06:00:00,20:00:00,29.248398,113.492368,1,Natural vegetation,1,Natural vegetation,1,0,0,0,0,0,FALSE,Natural-dominated
3501,56,28,32,4,8,04:00:00,08:00:00,29.457415,112.76546,2,Cropland,2,Cropland,0,0,0.25,0.75,0,0.75,TRUE,Ag-dominated
3506,14,24,16,0,16,00:00:00,16:00:00,26.82305,113.156194,1,Natural vegetation,1,Natural vegetation,0.75,0,0,0.25,0,0.25,FALSE,Natural-dominated
3508,3,20,20,20,20,20:00:00,20:00:00,29.4497926,113.14871,3,Urban,5,Other,0,0.25,0.75,0,0,0.25,FALSE,Mixed
3511,23,28,32,4,8,04:00:00,08:00:00,29.206544,112.515163,5,Other,5,Other,0,0,1,0,0,0,FALSE,Mixed
3513,58,28,32,4,8,04:00:00,08:00:00,29.590311,112.238314,2,Cropland,2,Cropland,0,0,0,1,0,1,TRUE,Ag-dominated
3520,18,20,28,20,4,20:00:00,04:00:00,28.259883,113.008048,3,Urban,3,Urban,0,1,0,0,0,1,TRUE,Urban-dominated
3523,15,28,28,4,4,04:00:00,04:00:00,28.52605,112.150471,1,Natural vegetation,3,Urban,0,1,0,0,0,1,TRUE,Urban-dominated
3524,1,16,16,16,16,16:00:00,16:00:00,27.712051,109.609609,1,Natural vegetation,1,Natural vegetation,1,0,0,0,0,0,FALSE,Natural-dominated
3525,1,12,12,12,12,12:00:00,12:00:00,28.56049,112.812316,3,Urban,1,Natural vegetation,0.75,0,0,0.25,0,0.25,FALSE,Natural-dominated
3526,13,20,28,20,4,20:00:00,04:00:00,27.215471,112.885768,1,Natural vegetation,1,Natural vegetation,0.5,0,0.5,0,0,0,FALSE,Natural-dominated
3528,4,28,16,4,16,04:00:00,16:00:00,28.112444,112.98381,3,Urban,3,Urban,0,1,0,0,0,1,TRUE,Urban-dominated
3529,1,32,32,8,8,08:00:00,08:00:00,27.674002,111.421332,3,Urban,3,Urban,0,1,0,0,0,1,TRUE,Urban-dominated
3533,4,16,18,16,18,16:00:00,18:00:00,33.827571,119.307466,2,Cropland,2,Cropland,0,0,0,1,0,1,TRUE,Ag-dominated
3534,1,12,12,12,12,12:00:00,12:00:00,25.986252,109.782371,1,Natural vegetation,1,Natural vegetation,1,0,0,0,0,0,FALSE,Natural-dominated
3540,3,28,32,4,8,04:00:00,08:00:00,29.0557678,112.3110917,2,Cropland,2,Cropland,0,0,0,1,0,1,TRUE,Ag-dominated
3545,25,28,28,4,4,04:00:00,04:00:00,28.293453,112.958736,3,Urban,3,Urban,0.25,0.75,0,0,0,0.75,TRUE,Urban-dominated
3548,5,32,16,8,16,08:00:00,16:00:00,30.839666,111.06395,5,Other,1,Natural vegetation,0.75,0,0.25,0,0,0,FALSE,Natural-dominated
3551,2,26,22,2,22,02:00:00,22:00:00,27.136894,110.032419,1,Natural vegetation,1,Natural vegetation,0.5,0.25,0,0.25,0,0.5,TRUE,Natural-dominated
3553,39,28,28,4,4,04:00:00,04:00:00,25.072475,111.846913,1,Natural vegetation,1,Natural vegetation,1,0,0,0,0,0,FALSE,Natural-dominated
35541,1,21,33,21,9,21:00:00,09:00:00,35.90279958,-106.6214241,1,Natural vegetation,1,Natural vegetation,1,0,0,0,0,0,FALSE,Natural-dominated
3556,7,16,16,16,16,16:00:00,16:00:00,26.756175,112.751951,2,Cropland,2,Cropland,0,0.3333333333333333,0,0.6666666666666666,0,1,TRUE,Ag-dominated
3572,2,22,22,22,22,22:00:00,22:00:00,34.144303,104.847086,1,Natural vegetation,1,Natural vegetation,1,0,0,0,0,0,FALSE,Natural-dominated
3574,4,28,28,4,4,04:00:00,04:00:00,35.618085,103.237716,3,Urban,2,Cropland,0,0.25,0,0.75,0,1,TRUE,Ag-dominated
3583,12,20,28,20,4,20:00:00,04:00:00,38.370496,102.0513,1,Natural vegetation,1,Natural vegetation,1,0,0,0,0,0,FALSE,Natural-dominated
