Feature,mean_gain,sd_gain,selection_freq,mean_gain_pct,cum_gain_pct,rank
DO_P25,0.7084704982411139,0.04999302520460591,1,70.84704982411138,70.84704982411138,1
solar_p75,0.046744090104567794,0.02069340519771673,1,4.674409010456779,75.52145883456816,2
daylength_p75,0.03940304462373685,0.005388297187144951,1,3.9403044623736854,79.46176329694184,3
Q_p25,0.031384239890228025,0.007886082242872823,1,3.1384239890228023,82.60018728596465,4
UPLAND_SKM,0.02695729548861375,0.011090764574328536,1,2.695729548861375,85.29591683482602,5
daylength_median,0.026942144703933104,0.012004634948417614,1,2.69421447039331,87.99013130521934,6
tmp_dc_uyr,0.017887521362714466,0.006048806142526004,1,1.7887521362714467,89.77888344149078,7
WT_p75,0.016720340540822495,0.0046189771967494265,1,1.6720340540822494,91.45091749557302,8
for_pc_use,0.012231015709854777,0.004665137482672854,1,1.2231015709854778,92.6740190665585,9
hdi_ix_cav,0.011604480282844413,0.006989792246876264,1,1.1604480282844414,93.83446709484295,10
ppd_pk_uav,0.010554920163721542,0.003358691769878658,1,1.0554920163721542,94.8899591112151,11
ORD_STRA,0.010335260735687087,0.004453327162569644,1,1.0335260735687086,95.92348518478381,12
ele_mt_cav,0.010103805861130527,0.0030127712612707776,1,1.0103805861130526,96.93386577089686,13
pre_mm_uyr,0.009646020310627616,0.003169950820011966,1,0.9646020310627615,97.89846780195963,14
slp_dg_uav,0.008907026227066907,0.0029446838082669907,1,0.8907026227066908,98.78917042466631,15
crp_pc_use,0.004789223834036338,0.0014341990011361373,1,0.4789223834036338,99.26809280806995,16
urb_pc_use,0.0037974138633615627,0.0017880777143980111,1,0.3797413863361563,99.6478341944061,17
wet_pc_ug2,0.0035216580559389384,0.002275085934407396,1,0.3521658055938938,100,18
