file_name,median_hours,n_events,latitude,longitude,lc5_point,lc5_name,lc5_dom_2km,lc5_dom_name_2km,p_urban_2km,p_crop_2km,p_other_2km,p_wetland_2km,p_natural_2km,human_share,human_impacted,landuse_group
11463000,NA,0,38.87930758,-123.0535767,1,Natural vegetation,1,Natural vegetation,0,0,0,0,1,0,FALSE,Natural-dominated
11463682,NA,0,38.65820245,-122.8294009,1,Natural vegetation,2,Cropland,0,1,0,0,0,1,TRUE,Ag-dominated
11463980,NA,0,38.6329653,-122.8555494,1,Natural vegetation,3,Urban,1,0,0,0,0,1,TRUE,Urban-dominated
11465240,NA,0,38.65324355,-122.9272191,2,Cropland,1,Natural vegetation,0,0.25,0,0,0.75,0.25,FALSE,Natural-dominated
11467000,NA,0,38.50852336,-122.9277737,1,Natural vegetation,1,Natural vegetation,0,0,0,0,1,0,FALSE,Natural-dominated
11509370,5,360,42.12788298,-121.9288769,1,Natural vegetation,1,Natural vegetation,0,0,0,0,1,0,FALSE,Natural-dominated
11509500,NA,0,42.13319946,-121.9622313,1,Natural vegetation,1,Natural vegetation,0,0,0,0,1,0,FALSE,Natural-dominated
11510700,NA,0,42.0845877,-122.0733453,1,Natural vegetation,1,Natural vegetation,0,0,0,0,1,0,FALSE,Natural-dominated
11511990,NA,0,41.973,-122.3648222,1,Natural vegetation,1,Natural vegetation,0,0,0,0,1,0,FALSE,Natural-dominated
1161280,NA,0,42.6833333,-72.4719444,5,Other,1,Natural vegetation,0.25,0,0,0,0.75,0.25,FALSE,Natural-dominated
1184000,NA,0,41.9873186,-72.6053669,5,Other,1,Natural vegetation,0.5,0,0,0,0.5,0.5,TRUE,Urban-dominated
1191000,4.5,32,41.78443889,-72.7080556,3,Urban,3,Urban,1,0,0,0,0,1,TRUE,Urban-dominated
12090400,NA,0,47.1345151,-122.4151013,3,Urban,3,Urban,1,0,0,0,0,1,TRUE,Urban-dominated
12090500,NA,0,47.14590298,-122.5103822,3,Urban,5,Other,0,0,1,0,0,0,FALSE,Mixed
12098700,NA,0,47.169824,-122.0026114,1,Natural vegetation,1,Natural vegetation,0,0.5,0,0,0.5,0.5,TRUE,Ag-dominated
12100490,NA,0,47.27479497,-122.207876,1,Natural vegetation,3,Urban,0.75,0,0,0,0.25,0.75,TRUE,Urban-dominated
12101102,NA,0,47.23555556,-122.236111,3,Urban,3,Urban,1,0,0,0,0,1,TRUE,Urban-dominated
12102078,NA,0,47.2009047,-122.3417673,3,Urban,3,Urban,1,0,0,0,0,1,TRUE,Urban-dominated
12442500,NA,0,48.98460109,-119.6184098,1,Natural vegetation,1,Natural vegetation,0,0,0,0,1,0,FALSE,Natural-dominated
12492900,NA,0,46.2852222,-120.0919944,2,Cropland,2,Cropland,0,1,0,0,0,1,TRUE,Ag-dominated
12507573,1,2,46.2852222,-120.0919944,2,Cropland,2,Cropland,0,1,0,0,0,1,TRUE,Ag-dominated
12509489,NA,0,46.2124361,-119.7656833,3,Urban,2,Cropland,0.5,0.5,0,0,0,1,TRUE,Urban-dominated
12510500,NA,0,46.25346748,-119.4780794,3,Urban,1,Natural vegetation,0,0.5,0,0,0.5,0.5,TRUE,Ag-dominated
12511800,NA,0,46.2970794,-119.3333527,3,Urban,3,Urban,0.75,0.25,0,0,0,1,TRUE,Urban-dominated
