file_name,median_hours,n_events,latitude,longitude,lc5_point,lc5_name,lc5_dom_2km,lc5_dom_name_2km,p_urban_2km,p_crop_2km,p_other_2km,p_wetland_2km,p_natural_2km,human_share,human_impacted,landuse_group
2482,8,55,30.963576,120.101914,5,Other,3,Urban,1,0,0,0,0,1,TRUE,Urban-dominated
2483,12,41,30.616051,120.805238,2,Cropland,2,Cropland,0,1,0,0,0,1,TRUE,Ag-dominated
2484,16,41,28.494492,119.833412,1,Natural vegetation,1,Natural vegetation,0.5,0,0,0,0.5,0.5,TRUE,Urban-dominated
2485,4,1,30.8909035,120.1005112,3,Urban,3,Urban,1,0,0,0,0,1,TRUE,Urban-dominated
2486,8,10,28.439517,121.543023,3,Urban,2,Cropland,0.25,0.75,0,0,0,1,TRUE,Ag-dominated
2487,12,52,30.848742,120.894048,3,Urban,3,Urban,0.75,0.25,0,0,0,1,TRUE,Urban-dominated
2488,NA,0,29.767201,121.395288,3,Urban,2,Cropland,0,1,0,0,0,1,TRUE,Ag-dominated
2489,8,1,28.401886,119.538611,1,Natural vegetation,1,Natural vegetation,0,0,0,0,1,0,FALSE,Natural-dominated
2490,4,11,30.724406,120.994556,3,Urban,2,Cropland,0.5,0.5,0,0,0,1,TRUE,Urban-dominated
2491,8,1,30.736711,120.911908,2,Cropland,2,Cropland,0,1,0,0,0,1,TRUE,Ag-dominated
2492,12,19,30.939381,120.342285,3,Urban,5,Other,0,0,1,0,0,0,FALSE,Mixed
2493,NA,0,30.267446,120.152791,3,Urban,3,Urban,1,0,0,0,0,1,TRUE,Urban-dominated
2494,NA,0,29.23126,121.827794,2,Cropland,2,Cropland,0.25,0.75,0,0,0,1,TRUE,Ag-dominated
2495,NA,0,30.370015,119.538923,1,Natural vegetation,1,Natural vegetation,0,0,0,0,1,0,FALSE,Natural-dominated
2496,8,32,29.907382,120.313331,1,Natural vegetation,3,Urban,0.75,0,0,0.25,0,0.75,TRUE,Urban-dominated
2497,4,3,30.030173,120.604399,3,Urban,3,Urban,1,0,0,0,0,1,TRUE,Urban-dominated
2498,8,162,30.003568,120.801067,3,Urban,3,Urban,0.5,0.25,0,0,0.25,0.75,TRUE,Urban-dominated
2499,8,49,30.8849975,120.7095199,3,Urban,2,Cropland,0.25,0.5,0.25,0,0,0.75,TRUE,Ag-dominated
2500,12,45,30.402274,120.545629,3,Urban,3,Urban,1,0,0,0,0,1,TRUE,Urban-dominated
2501,8,21,30.856484,120.914013,3,Urban,3,Urban,1,0,0,0,0,1,TRUE,Urban-dominated
2502,4,1,30.82326,119.780421,2,Cropland,2,Cropland,0.5,0.5,0,0,0,1,TRUE,Urban-dominated
2503,12,24,30.047365,121.093727,3,Urban,1,Natural vegetation,0.5,0,0,0,0.5,0.5,TRUE,Urban-dominated
2504,16,36,28.165644,121.061852,3,Urban,2,Cropland,0.25,0.5,0.25,0,0,0.75,TRUE,Ag-dominated
2505,NA,0,29.6821828,118.7920482,1,Natural vegetation,5,Other,0,0,1,0,0,0,FALSE,Mixed
2506,6,2,29.622386,119.815549,1,Natural vegetation,1,Natural vegetation,0,0,0,0,1,0,FALSE,Natural-dominated
2507,8,8,30.301193,119.973122,2,Cropland,2,Cropland,0.5,0.5,0,0,0,1,TRUE,Urban-dominated
2508,NA,0,29.127464,118.918888,5,Other,1,Natural vegetation,0,0,0,0,1,0,FALSE,Natural-dominated
2509,8,135,30.505918,120.948956,5,Other,5,Other,0.25,0.25,0.5,0,0,0.5,TRUE,Mixed
2510,4,1,28.186588,119.602925,1,Natural vegetation,1,Natural vegetation,0,0,0,0,1,0,FALSE,Natural-dominated
2511,8,82,30.814378,121.102536,2,Cropland,2,Cropland,0,1,0,0,0,1,TRUE,Ag-dominated
2512,NA,0,28.324525,119.936074,1,Natural vegetation,1,Natural vegetation,0,0,0,0,1,0,FALSE,Natural-dominated
2513,12,3,19.624334,110.717366,2,Cropland,1,Natural vegetation,0,0.5,0,0,0.5,0.5,TRUE,Ag-dominated
2514,NA,0,19.329235,108.685071,1,Natural vegetation,2,Cropland,0,1,0,0,0,1,TRUE,Ag-dominated
2515,NA,0,18.436393,109.242338,1,Natural vegetation,1,Natural vegetation,0,0.333333333,0,0,0.666666667,0.333333333,TRUE,Natural-dominated
2516,NA,0,18.985702,109.005486,5,Other,5,Other,0,0,0.75,0,0.25,0,FALSE,Mixed
2517,NA,0,19.970869,110.397589,3,Urban,3,Urban,1,0,0,0,0,1,TRUE,Urban-dominated
2518,6,2,19.882588,110.416458,5,Other,1,Natural vegetation,0,0.25,0,0,0.75,0.25,FALSE,Natural-dominated
2519,12,19,30.359787,115.159707,5,Other,5,Other,0,0,1,0,0,0,FALSE,Mixed
2520,8,16,30.775926,113.43734,2,Cropland,2,Cropland,0,1,0,0,0,1,TRUE,Ag-dominated
2521,6,2,30.425803,115.027978,3,Urban,2,Cropland,0,0.5,0.5,0,0,0.5,TRUE,Ag-dominated
2522,4,41,32.059363,112.382843,2,Cropland,2,Cropland,0,1,0,0,0,1,TRUE,Ag-dominated
2523,6,8,30.1823,112.866681,2,Cropland,2,Cropland,0,1,0,0,0,1,TRUE,Ag-dominated
2524,12,150,31.664417,112.184187,2,Cropland,2,Cropland,0,1,0,0,0,1,TRUE,Ag-dominated
2525,16,68,30.164666,113.892022,2,Cropland,2,Cropland,0,0.5,0.5,0,0,0.5,TRUE,Ag-dominated
2526,8,7,30.278016,113.109137,2,Cropland,2,Cropland,0,1,0,0,0,1,TRUE,Ag-dominated
2527,16,139,30.264433,113.791834,2,Cropland,2,Cropland,0,0.5,0,0.25,0.25,0.5,TRUE,Ag-dominated
2528,NA,0,29.203638,109.225576,1,Natural vegetation,1,Natural vegetation,0,0,0,0,1,0,FALSE,Natural-dominated
2529,64,1,30.262804,115.423717,3,Urban,2,Cropland,0,1,0,0,0,1,TRUE,Ag-dominated
2530,NA,0,29.740766,109.085235,1,Natural vegetation,1,Natural vegetation,0,0,0,0,1,0,FALSE,Natural-dominated
2531,12,14,30.395714,114.092344,1,Natural vegetation,2,Cropland,0,1,0,0,0,1,TRUE,Ag-dominated
2532,NA,0,29.146783,113.11895,3,Urban,3,Urban,1,0,0,0,0,1,TRUE,Urban-dominated
2534,NA,0,34.532635,106.250042,2,Cropland,1,Natural vegetation,0,0.5,0,0,0.5,0.5,TRUE,Ag-dominated
2535,NA,0,24.888209,118.607392,3,Urban,3,Urban,1,0,0,0,0,1,TRUE,Urban-dominated
2536,12,79,26.433311,118.623307,5,Other,1,Natural vegetation,0,0,0.25,0,0.75,0,FALSE,Natural-dominated
2537,NA,0,24.8213,118.58747,3,Urban,3,Urban,1,0,0,0,0,1,TRUE,Urban-dominated
2538,NA,0,27.336408,118.713059,1,Natural vegetation,1,Natural vegetation,0,0,0,0,1,0,FALSE,Natural-dominated
2539,NA,0,26.7954,117.9049,5,Other,1,Natural vegetation,0,0,0,0,1,0,FALSE,Natural-dominated
2540,NA,0,26.986877,119.624264,1,Natural vegetation,1,Natural vegetation,0,0,0,0,1,0,FALSE,Natural-dominated
2541,NA,0,26.96766,119.679468,3,Urban,1,Natural vegetation,0.25,0,0.25,0,0.5,0.25,FALSE,Natural-dominated
2542,4,6,26.205703,119.555245,3,Urban,3,Urban,1,0,0,0,0,1,TRUE,Urban-dominated
2543,NA,0,27.2974,117.5617,1,Natural vegetation,1,Natural vegetation,0,0,0,0,1,0,FALSE,Natural-dominated
2544,NA,0,25.085454,118.534895,2,Cropland,2,Cropland,0,1,0,0,0,1,TRUE,Ag-dominated
2545,NA,0,29.438186,90.954869,1,Natural vegetation,1,Natural vegetation,0,0,0.25,0,0.75,0,FALSE,Natural-dominated
2546,NA,0,24.930468,105.034115,5,Other,1,Natural vegetation,0,0,0,0,1,0,FALSE,Natural-dominated
2547,NA,0,26.8793,107.450544,3,Urban,2,Cropland,0,0.75,0,0,0.25,0.75,TRUE,Ag-dominated
2548,NA,0,25.74035,108.90642,1,Natural vegetation,1,Natural vegetation,0,0,0,0,1,0,FALSE,Natural-dominated
2549,NA,0,26.627461,106.675106,3,Urban,1,Natural vegetation,0,0,0,0,1,0,FALSE,Natural-dominated
2550,NA,0,27.504242,108.684432,1,Natural vegetation,1,Natural vegetation,0,0,0,0,1,0,FALSE,Natural-dominated
2551,NA,0,24.978988,104.75777,1,Natural vegetation,1,Natural vegetation,0,0.25,0,0,0.75,0.25,FALSE,Natural-dominated
2552,NA,0,27.66309,105.55528,2,Cropland,2,Cropland,0,1,0,0,0,1,TRUE,Ag-dominated
2553,NA,0,27.458087,106.232531,2,Cropland,1,Natural vegetation,0,0,0,0,1,0,FALSE,Natural-dominated
2554,4,1,27.017328,108.63525,1,Natural vegetation,1,Natural vegetation,0,0,0,0,1,0,FALSE,Natural-dominated
2555,4,1,26.768079,107.879014,2,Cropland,1,Natural vegetation,0,0.5,0,0,0.5,0.5,TRUE,Ag-dominated
2556,8,1,25.282076,105.533786,1,Natural vegetation,1,Natural vegetation,0,0.333333333,0,0,0.666666667,0.333333333,TRUE,Natural-dominated
2557,NA,0,41.81237,123.581661,3,Urban,3,Urban,0.75,0,0.25,0,0,0.75,TRUE,Urban-dominated
2558,NA,0,40.1170344,124.3886435,3,Urban,3,Urban,1,0,0,0,0,1,TRUE,Urban-dominated
2559,20,8,41.251133,122.63783,3,Urban,2,Cropland,0,1,0,0,0,1,TRUE,Ag-dominated
2560,4,6,41.265244,123.704185,3,Urban,1,Natural vegetation,0.5,0,0,0,0.5,0.5,TRUE,Urban-dominated
2561,4,1,40.544025,120.708427,5,Other,3,Urban,0.5,0,0.5,0,0,0.5,TRUE,Urban-dominated
2562,NA,0,40.611139,120.702485,3,Urban,3,Urban,0.75,0.25,0,0,0,1,TRUE,Urban-dominated
2563,NA,0,40.894132,121.842831,3,Urban,5,Other,0,0.25,0.5,0.25,0,0.25,FALSE,Mixed
2564,4,1,40.317253,124.659946,2,Cropland,1,Natural vegetation,0,0.5,0,0,0.5,0.5,TRUE,Ag-dominated
2565,NA,0,41.940288,123.71503,2,Cropland,2,Cropland,0,1,0,0,0,1,TRUE,Ag-dominated
2566,8,4,41.003403,122.507547,2,Cropland,2,Cropland,0,1,0,0,0,1,TRUE,Ag-dominated
2567,4,39,41.864105,123.868182,3,Urban,3,Urban,1,0,0,0,0,1,TRUE,Urban-dominated
2568,NA,0,41.8888159,124.0940416,5,Other,1,Natural vegetation,0.5,0,0,0,0.5,0.5,TRUE,Urban-dominated
2569,NA,0,42.431383,123.890069,3,Urban,2,Cropland,0,1,0,0,0,1,TRUE,Ag-dominated
2570,4,14,40.619733,119.485351,2,Cropland,2,Cropland,0,1,0,0,0,1,TRUE,Ag-dominated
2571,8,5,42.2059018,123.5529584,2,Cropland,2,Cropland,0,1,0,0,0,1,TRUE,Ag-dominated
2572,4,2,41.599141,120.69456,2,Cropland,1,Natural vegetation,0,0.25,0,0,0.75,0.25,FALSE,Natural-dominated
2573,4,1,40.607377,120.762881,3,Urban,3,Urban,0.75,0,0.25,0,0,0.75,TRUE,Urban-dominated
2574,NA,0,41.370208,123.90975,1,Natural vegetation,1,Natural vegetation,0.5,0,0,0,0.5,0.5,TRUE,Urban-dominated
2575,4,2,40.6805983,122.217647,3,Urban,3,Urban,0.75,0,0,0,0.25,0.75,TRUE,Urban-dominated
2576,8,7,41.835441,123.42944,3,Urban,3,Urban,1,0,0,0,0,1,TRUE,Urban-dominated
2577,4,35,41.433116,122.753617,2,Cropland,2,Cropland,0.5,0.5,0,0,0,1,TRUE,Urban-dominated
2578,NA,0,41.124616,121.388707,2,Cropland,2,Cropland,0,1,0,0,0,1,TRUE,Ag-dominated
2579,NA,0,30.933451,107.950317,1,Natural vegetation,1,Natural vegetation,0,0.5,0,0,0.5,0.5,TRUE,Ag-dominated
2580,16,1,48.258915,134.6728087,4,Wetland,5,Other,0,0,1,0,0,0,FALSE,Mixed
2581,NA,0,47.6425983,132.4690226,5,Other,3,Urban,1,0,0,0,0,1,TRUE,Urban-dominated
2582,NA,0,47.684003,131.062156,5,Other,3,Urban,1,0,0,0,0,1,TRUE,Urban-dominated
2583,12,7,46.003555,126.646118,3,Urban,3,Urban,1,0,0,0,0,1,TRUE,Urban-dominated
2584,106,2,53.480873,122.3556112,3,Urban,1,Natural vegetation,0.25,0,0,0,0.75,0.25,FALSE,Natural-dominated
2585,NA,0,45.979708,133.676903,4,Wetland,4,Wetland,0,0,0,0.75,0.25,0,FALSE,Mixed
2586,8,118,31.392691,121.522058,5,Other,5,Other,0.333333333,0,0.666666667,0,0,0.333333333,TRUE,Mixed
2587,16,16,30.924535,121.571838,3,Urban,2,Cropland,0.25,0.75,0,0,0,1,TRUE,Ag-dominated
2588,4,1,31.032082,120.872697,3,Urban,2,Cropland,0,1,0,0,0,1,TRUE,Ag-dominated
2589,8,69,31.241434,121.476553,3,Urban,3,Urban,1,0,0,0,0,1,TRUE,Urban-dominated
2590,24,1,25.045806,102.710002,3,Urban,3,Urban,1,0,0,0,0,1,TRUE,Urban-dominated
2591,8,314,24.946646,102.706839,3,Urban,3,Urban,0.75,0,0.25,0,0,0.75,TRUE,Urban-dominated
2592,4,1,27.17941,99.151708,1,Natural vegetation,1,Natural vegetation,0,0,0,0,1,0,FALSE,Natural-dominated
2593,8,8,24.195343,103.108814,1,Natural vegetation,1,Natural vegetation,0,0,0,0,1,0,FALSE,Natural-dominated
2594,NA,0,25.72075,98.561684,1,Natural vegetation,1,Natural vegetation,0,0,0,0,1,0,FALSE,Natural-dominated
2595,4,3,26.341758,103.264753,2,Cropland,1,Natural vegetation,0,0,0,0,1,0,FALSE,Natural-dominated
2596,8,8,27.188602,100.904089,1,Natural vegetation,1,Natural vegetation,0,0.25,0,0,0.75,0.25,FALSE,Natural-dominated
2597,NA,0,21.675541,101.13535,1,Natural vegetation,1,Natural vegetation,0,0,0,0,1,0,FALSE,Natural-dominated
2598,NA,0,21.91636,101.247382,1,Natural vegetation,1,Natural vegetation,0,0,0,0,1,0,FALSE,Natural-dominated
2599,NA,0,23.980477,98.971934,1,Natural vegetation,1,Natural vegetation,0,0,0,0,1,0,FALSE,Natural-dominated
2600,NA,0,23.435832,105.258513,1,Natural vegetation,1,Natural vegetation,0,0,0,0,1,0,FALSE,Natural-dominated
2601,4,28,26.861431,100.220307,3,Urban,1,Natural vegetation,0.25,0.25,0,0,0.5,0.5,TRUE,Natural-dominated
2602,NA,0,25.09684,102.686743,3,Urban,3,Urban,1,0,0,0,0,1,TRUE,Urban-dominated
2603,NA,0,24.553494,100.489424,1,Natural vegetation,1,Natural vegetation,0,0,0,0,1,0,FALSE,Natural-dominated
2604,4,4,25.568941,100.178267,1,Natural vegetation,1,Natural vegetation,0,0,0,0,1,0,FALSE,Natural-dominated
2605,4,37,24.200715,102.4234,1,Natural vegetation,1,Natural vegetation,0,0,0,0,1,0,FALSE,Natural-dominated
2606,NA,0,23.603082,99.614273,1,Natural vegetation,1,Natural vegetation,0,0,0,0,1,0,FALSE,Natural-dominated
2607,12,230,24.824166,102.7676,3,Urban,3,Urban,0.5,0,0.5,0,0,0.5,TRUE,Urban-dominated
2608,12,49,25.59304,100.221316,3,Urban,1,Natural vegetation,0.25,0,0.25,0,0.5,0.25,FALSE,Natural-dominated
2609,4,3,27.795905,99.813832,1,Natural vegetation,1,Natural vegetation,0,0,0,0,1,0,FALSE,Natural-dominated
2610,NA,0,25.045806,102.710002,3,Urban,3,Urban,1,0,0,0,0,1,TRUE,Urban-dominated
2611,NA,0,23.589496,99.077975,3,Urban,3,Urban,1,0,0,0,0,1,TRUE,Urban-dominated
2612,NA,0,22.683623,103.058091,1,Natural vegetation,1,Natural vegetation,0,0,0,0,1,0,FALSE,Natural-dominated
2613,8,156,24.924339,102.725061,5,Other,3,Urban,1,0,0,0,0,1,TRUE,Urban-dominated
2614,4,24,25.220989,102.505553,3,Urban,3,Urban,1,0,0,0,0,1,TRUE,Urban-dominated
2615,NA,0,23.532261,102.341173,1,Natural vegetation,1,Natural vegetation,0,0,0,0,1,0,FALSE,Natural-dominated
2616,4,1,23.262287,99.676621,1,Natural vegetation,1,Natural vegetation,0,0,0,0,1,0,FALSE,Natural-dominated
2617,12,104,25.337579,103.233232,2,Cropland,1,Natural vegetation,0,0.25,0,0,0.75,0.25,FALSE,Natural-dominated
2618,8,5,28.598761,103.971257,3,Urban,1,Natural vegetation,0,0,0.25,0.25,0.5,0,FALSE,Natural-dominated
2619,NA,0,25.03425,101.54699,3,Urban,3,Urban,0.75,0,0,0,0.25,0.75,TRUE,Urban-dominated
2620,NA,0,22.49637,100.58072,5,Other,1,Natural vegetation,0,0,0,0,1,0,FALSE,Natural-dominated
2621,NA,0,21.69394,100.048093,3,Urban,3,Urban,1,0,0,0,0,1,TRUE,Urban-dominated
2622,NA,0,24.572973,102.964021,1,Natural vegetation,1,Natural vegetation,0,0,0.333333333,0,0.666666667,0,FALSE,Natural-dominated
2623,NA,0,26.865534,98.871293,1,Natural vegetation,1,Natural vegetation,0,0,0,0,1,0,FALSE,Natural-dominated
2624,4,12,26.743353,103.505731,1,Natural vegetation,1,Natural vegetation,0,0,0,0,1,0,FALSE,Natural-dominated
2625,NA,0,26.493989,99.1566,1,Natural vegetation,1,Natural vegetation,0,0,0,0,1,0,FALSE,Natural-dominated
2626,4,26,24.992944,102.654327,3,Urban,3,Urban,0.5,0,0,0.5,0,0.5,TRUE,Urban-dominated
2627,NA,0,24.8974354,102.7598514,5,Other,3,Urban,0.5,0.25,0.25,0,0,0.75,TRUE,Urban-dominated
2628,NA,0,25.648198,102.646816,1,Natural vegetation,1,Natural vegetation,0,0,0,0,1,0,FALSE,Natural-dominated
2629,NA,0,25.045806,102.710002,3,Urban,3,Urban,1,0,0,0,0,1,TRUE,Urban-dominated
2630,8,1,24.111735,102.75097,3,Urban,3,Urban,1,0,0,0,0,1,TRUE,Urban-dominated
2631,NA,0,27.330165,103.460126,2,Cropland,2,Cropland,0,1,0,0,0,1,TRUE,Ag-dominated
2632,8,123,24.155922,102.446686,3,Urban,1,Natural vegetation,0,0,0,0,1,0,FALSE,Natural-dominated
2633,NA,0,27.731131,103.897452,2,Cropland,1,Natural vegetation,0,0,0,0,1,0,FALSE,Natural-dominated
2634,8,275,26.943372,100.620865,1,Natural vegetation,1,Natural vegetation,0,0,0,0,1,0,FALSE,Natural-dominated
2635,NA,0,25.858054,101.532609,1,Natural vegetation,1,Natural vegetation,0,0,0,0,1,0,FALSE,Natural-dominated
2636,6,2,25.717534,100.238235,1,Natural vegetation,5,Other,0,0,1,0,0,0,FALSE,Mixed
2637,NA,0,27.662574,100.781291,1,Natural vegetation,5,Other,0,0,1,0,0,0,FALSE,Mixed
2638,NA,0,24.997978,102.682596,3,Urban,3,Urban,1,0,0,0,0,1,TRUE,Urban-dominated
2639,NA,0,24.426243,99.31376,1,Natural vegetation,1,Natural vegetation,0,0,0,0,1,0,FALSE,Natural-dominated
2640,NA,0,24.656413,102.641488,1,Natural vegetation,1,Natural vegetation,0,0,0,0,1,0,FALSE,Natural-dominated
2641,NA,0,25.045806,102.710002,3,Urban,3,Urban,1,0,0,0,0,1,TRUE,Urban-dominated
2642,4,30,25.041489,102.748474,3,Urban,3,Urban,1,0,0,0,0,1,TRUE,Urban-dominated
2643,4,1,25.211904,102.47833,1,Natural vegetation,1,Natural vegetation,0.25,0,0,0,0.75,0.25,FALSE,Natural-dominated
2644,NA,0,24.219417,103.10624,3,Urban,1,Natural vegetation,0,0.25,0,0,0.75,0.25,FALSE,Natural-dominated
2645,4,20,24.448543,103.436917,2,Cropland,1,Natural vegetation,0.25,0,0,0,0.75,0.25,FALSE,Natural-dominated
2646,8,12,26.890883,100.219753,3,Urban,1,Natural vegetation,0.5,0,0,0,0.5,0.5,TRUE,Urban-dominated
2647,4,1,24.85047,101.999503,1,Natural vegetation,1,Natural vegetation,0,0,0,0,1,0,FALSE,Natural-dominated
2648,12,35,25.019045,102.682976,3,Urban,3,Urban,1,0,0,0,0,1,TRUE,Urban-dominated
2649,4,14,24.666808,98.233033,2,Cropland,1,Natural vegetation,0,0.25,0,0,0.75,0.25,FALSE,Natural-dominated
2650,4,1,25.771733,103.920583,5,Other,1,Natural vegetation,0.25,0,0,0,0.75,0.25,FALSE,Natural-dominated
2651,4,11,26.588653,100.188942,3,Urban,2,Cropland,0,1,0,0,0,1,TRUE,Ag-dominated
2652,8,38,23.255495,104.487444,1,Natural vegetation,1,Natural vegetation,0,0,0,0,1,0,FALSE,Natural-dominated
2653,8,20,23.018383,103.344087,3,Urban,1,Natural vegetation,0,0.25,0,0,0.75,0.25,FALSE,Natural-dominated
2654,NA,0,24.648205,100.228662,1,Natural vegetation,1,Natural vegetation,0,0,0,0,1,0,FALSE,Natural-dominated
2655,8,92,25.029147,102.678433,3,Urban,3,Urban,0.75,0,0,0.25,0,0.75,TRUE,Urban-dominated
2656,NA,0,24.985816,102.470948,1,Natural vegetation,1,Natural vegetation,0.25,0,0,0,0.75,0.25,FALSE,Natural-dominated
2657,NA,0,22.42942,101.412186,1,Natural vegetation,1,Natural vegetation,0,0,0,0,1,0,FALSE,Natural-dominated
2658,20,22,23.900462,106.15664,5,Other,1,Natural vegetation,0,0,0,0,1,0,FALSE,Natural-dominated
2659,NA,0,25.588742,100.21412,3,Urban,1,Natural vegetation,0,0,0,0,1,0,FALSE,Natural-dominated
2660,6,8,27.559972,99.035696,1,Natural vegetation,1,Natural vegetation,0,0,0,0,1,0,FALSE,Natural-dominated
2661,4,34,24.876459,102.477035,1,Natural vegetation,2,Cropland,0,1,0,0,0,1,TRUE,Ag-dominated
2662,NA,0,24.977869,102.6957,3,Urban,3,Urban,1,0,0,0,0,1,TRUE,Urban-dominated
2663,NA,0,27.3077,100.250903,1,Natural vegetation,1,Natural vegetation,0,0.5,0,0,0.5,0.5,TRUE,Ag-dominated
2664,NA,0,24.912227,103.00313,5,Other,1,Natural vegetation,0.25,0,0,0,0.75,0.25,FALSE,Natural-dominated
2665,12,3,24.396192,98.518682,3,Urban,2,Cropland,0.5,0.5,0,0,0,1,TRUE,Urban-dominated
2666,NA,0,24.573611,99.942277,3,Urban,1,Natural vegetation,0,0,0,0,1,0,FALSE,Natural-dominated
2667,NA,0,26.022763,103.862648,1,Natural vegetation,1,Natural vegetation,0,0,0,0,1,0,FALSE,Natural-dominated
2668,NA,0,25.385831,102.202822,1,Natural vegetation,1,Natural vegetation,0,0,0,0,1,0,FALSE,Natural-dominated
2669,4,30,25.090788,103.134416,1,Natural vegetation,1,Natural vegetation,0,0,0,0,1,0,FALSE,Natural-dominated
2670,4,6,26.93877,100.061806,1,Natural vegetation,5,Other,0,0,1,0,0,0,FALSE,Mixed
2671,NA,0,40.299739,107.041572,2,Cropland,1,Natural vegetation,0,0.25,0.25,0,0.5,0.25,FALSE,Natural-dominated
2672,NA,0,40.953413,112.436578,1,Natural vegetation,1,Natural vegetation,0,0,0,0,1,0,FALSE,Natural-dominated
2673,6,2,40.819102,111.664859,3,Urban,3,Urban,1,0,0,0,0,1,TRUE,Urban-dominated
2674,NA,0,40.545734,110.022067,5,Other,3,Urban,1,0,0,0,0,1,TRUE,Urban-dominated
2675,NA,0,42.632207,117.396207,1,Natural vegetation,1,Natural vegetation,0,0,0,0,1,0,FALSE,Natural-dominated
2676,NA,0,40.875904,110.464922,1,Natural vegetation,1,Natural vegetation,0,0,0,0,1,0,FALSE,Natural-dominated
2677,NA,0,40.869045,111.695348,3,Urban,3,Urban,1,0,0,0,0,1,TRUE,Urban-dominated
2678,NA,0,50.14466,124.283193,2,Cropland,1,Natural vegetation,0,0,0,0,1,0,FALSE,Natural-dominated
2679,NA,0,38.288916,104.435185,1,Natural vegetation,1,Natural vegetation,0,0,0,0,1,0,FALSE,Natural-dominated
2680,NA,0,40.893181,108.334851,2,Cropland,2,Cropland,0,1,0,0,0,1,TRUE,Ag-dominated
2681,8,21,39.673915,116.526519,2,Cropland,2,Cropland,0.25,0.75,0,0,0,1,TRUE,Ag-dominated
2682,NA,0,39.890237,116.187123,3,Urban,3,Urban,1,0,0,0,0,1,TRUE,Urban-dominated
2683,NA,0,40.319538,116.633775,3,Urban,3,Urban,1,0,0,0,0,1,TRUE,Urban-dominated
2684,NA,0,40.563889,116.803076,1,Natural vegetation,1,Natural vegetation,0,0,0,0,1,0,FALSE,Natural-dominated
2685,8,15,39.834406,116.425261,3,Urban,3,Urban,1,0,0,0,0,1,TRUE,Urban-dominated
2686,NA,0,40.517502,116.913914,5,Other,5,Other,0,0,0.75,0,0.25,0,FALSE,Mixed
2687,4,60,39.735711,116.903395,2,Cropland,2,Cropland,0.25,0.75,0,0,0,1,TRUE,Ag-dominated
2688,4,1,39.899404,116.44061,3,Urban,3,Urban,1,0,0,0,0,1,TRUE,Urban-dominated
2689,4,1,40.309662,116.592811,5,Other,5,Other,0,0,1,0,0,0,FALSE,Mixed
2690,8,17,39.907408,116.618333,3,Urban,3,Urban,1,0,0,0,0,1,TRUE,Urban-dominated
2691,8,16,39.7572,116.03895,3,Urban,3,Urban,1,0,0,0,0,1,TRUE,Urban-dominated
2692,8,96,40.026901,116.349049,3,Urban,3,Urban,1,0,0,0,0,1,TRUE,Urban-dominated
2693,8,5,39.941767,116.32528,3,Urban,3,Urban,1,0,0,0,0,1,TRUE,Urban-dominated
2694,16,54,40.412399,116.305631,1,Natural vegetation,1,Natural vegetation,0.25,0,0,0,0.75,0.25,FALSE,Natural-dominated
2695,12,94,39.654948,116.574886,3,Urban,2,Cropland,0,1,0,0,0,1,TRUE,Ag-dominated
2696,4,50,39.977668,116.365688,3,Urban,3,Urban,1,0,0,0,0,1,TRUE,Urban-dominated
2697,4,1,40.430962,115.959848,2,Cropland,3,Urban,1,0,0,0,0,1,TRUE,Urban-dominated
2698,8,3,40.094418,116.298616,3,Urban,3,Urban,1,0,0,0,0,1,TRUE,Urban-dominated
2699,4,7,39.956847,116.39537,3,Urban,3,Urban,1,0,0,0,0,1,TRUE,Urban-dominated
2700,NA,0,42.838181,130.308639,2,Cropland,2,Cropland,0,1,0,0,0,1,TRUE,Ag-dominated
2701,4,2,41.722564,125.941497,3,Urban,3,Urban,1,0,0,0,0,1,TRUE,Urban-dominated
2702,4,5,44.682265,123.168748,2,Cropland,2,Cropland,0,1,0,0,0,1,TRUE,Ag-dominated
2703,NA,0,43.77763,126.618421,3,Urban,2,Cropland,0.5,0.5,0,0,0,1,TRUE,Urban-dominated
2704,30,2,44.598827,125.944944,2,Cropland,2,Cropland,0,1,0,0,0,1,TRUE,Ag-dominated
2705,10,32,44.758751,125.680294,2,Cropland,2,Cropland,0,0.75,0,0.25,0,0.75,TRUE,Ag-dominated
2706,NA,0,44.046496,126.474419,3,Urban,2,Cropland,0,1,0,0,0,1,TRUE,Ag-dominated
2707,12,13,43.252547,124.374963,2,Cropland,2,Cropland,0,1,0,0,0,1,TRUE,Ag-dominated
2708,NA,0,43.624848,124.689359,2,Cropland,2,Cropland,0,1,0,0,0,1,TRUE,Ag-dominated
2709,4,2,43.667467,126.657307,1,Natural vegetation,1,Natural vegetation,0,0,0,0,1,0,FALSE,Natural-dominated
2710,NA,0,44.885737,124.850294,2,Cropland,2,Cropland,0,1,0,0,0,1,TRUE,Ag-dominated
2711,NA,0,42.05251,126.687582,1,Natural vegetation,1,Natural vegetation,0,0,0,0,1,0,FALSE,Natural-dominated
2712,NA,0,45.186471,124.792848,3,Urban,3,Urban,1,0,0,0,0,1,TRUE,Urban-dominated
2713,12,1,43.804344,125.902096,2,Cropland,2,Cropland,0,1,0,0,0,1,TRUE,Ag-dominated
2714,6,2,44.42767,126.363826,2,Cropland,2,Cropland,0,1,0,0,0,1,TRUE,Ag-dominated
2715,NA,0,42.891255,129.508946,3,Urban,3,Urban,1,0,0,0,0,1,TRUE,Urban-dominated
