gauge_id,mean_intensity,UPLAND_SKM,ORD_STRA,ele_mt_cav,slp_dg_uav,tmp_dc_uyr,pre_mm_uyr,ari_ix_uav,wet_pc_ug2,for_pc_use,crp_pc_use,ppd_pk_uav,rdd_mk_uav,hdi_ix_cav,DO_P25,WT_p75,Q_p25,daylength_median,daylength_p75,solar_p75
405091285515090_,0.731818182,108.6,2,30,61,141,1779,180,0,33,1,841.94,4204,903,10.7,10.1,119.9995575,10.96,11.68055556,13.08
405091285515110_,0.25,1989.7,4,4,139,124,2203,227,0,77,1,385.408,2201,897,7.8,21.7,42.33867455,12.16152778,13.77381944,18.255
405091285515170_,1.308695652,266.5,3,28,85,137,1825,187,0,49,4,402.465,3706,903,10.5,9.125,180.4957809,11.23888889,11.71416667,14.09
405111285514021_,3,560.4,4,2,107,138,2044,207,0,76,5,368.935,2004,903,8.4,23.2,10.24973679,12.24944444,13.71833333,19.54
405131285514021_,2.791666667,777.3,4,29,181,138,2541,266,0,97,2,87.283,968,903,8.4,21.7,18.12750626,12.24833333,13.74055556,19.51
406021286614020_,2.588865546,10.1,1,291,85,143,1974,195,0,28,14,137.303,3651,887,8.3,21.3,14.41721916,12.30166667,13.83527778,19.61
406021286614090_,1.21318029,1616.3,4,52,154,133,2131,228,0,79,5,156.664,1863,886,10.8,12.4,33.04637718,10.66777778,11.84125,13.795
406021286614111_,1.409812099,1721.5,4,65,148,134,2099,224,0,76,5,248.278,1918,901,8,23.3,39.47349167,12.32875,13.75618056,19.58
406031286607040_,1.098305471,714.7,5,141,58,147,1741,163,0,21,6,1400.239,5219,888,6.8,25.2,10.68836975,12.16194444,13.74777778,18.95
406031286607060_,1.47222455,969.5,5,71,69,145,1757,167,0,26,6,1457.145,4765,909,7.6,24.4,14.47365212,12.19583333,13.735,19.06
406031286607070_,0.537430556,1086,5,13,62,146,1740,166,0,23,6,1978.324,5053,909,10.6,13,13.9047823,10.49333333,10.97069444,14.985
406041286603170_,0.46015625,117,3,153,132,126,1882,202,2,75,3,245.631,2177,913,7.9,23.2,2.000447989,12.09694444,13.72416667,18.26
406041286603270_,2.188914027,3388.8,5,83,90,132,1888,198,5,49,8,304.825,2321,913,8.2,24.2,80.73058319,12.26402778,13.80472222,18.1775
406041286603390_,0.478433141,42.9,2,82,42,143,1735,168,11,15,5,816.838,3046,913,10.8,9.9,1.167447805,10.72972222,11.91388889,12.16
406041286603430_,0.7125,12.7,1,193,81,142,1705,163,21,31,12,899.256,2590,912,8,24.9,100.8979797,12.37277778,13.83979167,18.8275
406041286603450_,0.385551247,3584.8,5,86,88,133,1879,196,6,47,8,364.497,2397,913,5.6,24.8,98.35810089,11.26138889,12.55944444,16.33
406041286603500_,0.423261183,438,4,84,168,118,2111,237,3,80,2,216.649,1527,913,7.6,20.7,4.39868629,11.55055556,13.326875,17.55
406041286603520_,0.606712963,395.8,4,93,76,134,1737,175,1,44,8,364.119,2819,913,7.3,12.4,5.042747974,12.61444444,12.77763889,18.505
406041286606050_,2.047428436,7076.1,6,14,92,134,1834,187,3,55,7,582.436,2707,904,7.8,25,136.990921,12.29972222,13.78722222,19.33
406041286606060_,2.854722222,7244,6,11,91,135,1828,186,3,54,7,664.672,2776,909,7.6,24.7,166.8925934,12.35055556,13.81569444,19.41
406041286606190_,1.080751629,7076.1,6,14,92,134,1834,187,3,55,7,582.436,2707,904,10.7,10.3,25.36375141,10.22694444,11.11486111,11.8
406041286606240_,1.951767677,1168.6,4,18,122,136,1771,179,0,72,4,1215.16,3358,904,7.7,23.5,14.80016613,12.28861111,13.77652778,19.305
406041286608010_,2.7475,267.4,4,131,118,140,1628,164,0,61,7,837.212,3334,904,8.7,22.4,2.06166029,12.26027778,13.77944444,19.2
406041286608040_,0.794265775,367.9,4,10,107,142,1614,162,0,54,6,1545.234,4870,908,7.7,22.3,2.656551242,12.25041667,13.78048611,19.14
406041286618020_,1.4,4034.4,5,245,87,133,1860,193,6,48,8,400.197,2390,904,10.8,11,126.2093124,11.34972222,12.66576389,17.325
406041286618030_,1.679703812,4076.5,5,211,88,133,1858,193,6,48,8,399.852,2392,904,7.9,24.2,107.2194595,12.25083333,13.81319444,19.935
406051286611030_,1.006972919,937.6,4,107,140,136,1652,166,0,64,8,156.37,1909,899,7.3,20.6,12.65677834,12.22555556,13.74583333,19.88
406051286611060_,2.233868267,1686.2,4,44,106,140,1570,157,0,50,10,430.443,2677,899,7.3,23.9,20.54637432,12.075,13.61513889,19.6025
406061286611050_,1.597576123,803.4,4,14,162,125,1677,172,0,80,3,248.831,1405,899,7.6,21.9,14.23316431,12.38972222,13.78368056,20.3125
406071286601060_,1.752947516,1285.1,5,27,134,127,2361,255,0,75,7,279.411,513,910,7.5,22.2,34.92830086,12.18277778,13.78819444,18.2375
406091286605020_,2.036229088,857.8,4,87,156,129,1849,193,0,97,2,84.015,578,904,7.9,21.8,13.75676012,12.99527778,14.11597222,19.99
406091286605050_,2.798512658,1609.2,4,84,142,134,1802,183,0,90,4,105.26,602,904,8.2,22.6,27.69475937,12.25861111,13.83013889,18.1875
406101286610020_,1.149279165,1194.4,4,11,157,127,1881,190,0,84,6,90.519,452,899,7.9,22.7,22.68161964,12.29527778,13.80666667,18.2
407041287705100_,1.707944956,1320.7,4,9,92,130,1856,194,7,73,8,151.201,506,894,11.2,8.9,49.25250053,10.68111111,11.56486111,11.8
407051287711030_,1.9,2007.5,5,208,107,121,1710,182,0,90,4,53.522,600,906,9.5,20.8,19.7707119,12.15305556,13.70972222,18.9
407091287712070_,1.61975867,1214,4,134,149,113,1925,218,0,97,1,436.248,1305,906,8.3,20.9,16.27460861,12.36,13.82666667,19.185
408011288805002_,1.536356711,475.1,3,20,130,138,1713,178,0,69,6,660.559,513,893,1,26.7,5.244037747,13.05111111,13.69729167,20.6925
4085108,0.425080009,154.7,2,211,11,68,754,86,38,11,43,134.728,1526,945,5.675,18.175,0.101715984,12.00569444,14.38090278,19.7425
4087119,0.367857143,26.2,1,232,8,83,823,92,37,0,0,2234.678,9301,945,8.241666667,18.08333333,0.056185211,12.22902778,14.37951389,20.955
40871488,0.635051841,40.7,1,208,10,83,820,93,19,4,1,2422.411,10777,945,7.933333333,15.36666667,0.701112032,12.20305556,14.113125,16.6375
409003,1.455779262,1546.7,4,95,2,161,443,32,24,12,12,4.462,138,954,10.439,12.325,0.208047532,10.00694444,10.58166667,12.135
409005,1.423580192,57159.4,6,81,68,130,885,77,2,48,7,7.333,169,954,10.575,13.563,109.5430164,10.09916667,10.71104167,12.8175
409013,1.579387624,6027,5,66,0,162,394,29,41,2,21,0.349,148,954,3.1,17.663,0.652348951,10.23763889,11.16840278,14.3475
409014,1.932644607,23348.9,5,70,5,161,479,35,4,2,14,1.061,164,954,10.474,12.975,3.966181636,10.22027778,10.97722222,13.715
409025,1.880338761,26129.1,6,130,101,120,1041,93,0,70,2,6.747,139,953,10.13575,13.131,124.2050571,10.30277778,11.18048611,13.9625
409036,1.578024492,317.5,2,69,1,164,365,26,1,0,29,0.393,113,954,10.563,12.4,0.047848332,10.14486111,10.64902778,12.29
409044,1.67584481,192.8,1,75,1,162,385,28,63,3,12,1.39,154,954,10.414,11.9,0.007206452,10.10166667,10.75347222,12.9525
409047,2.031216236,280.3,3,98,4,159,426,31,74,48,5,2.675,121,954,10.344,12.5,0.156748381,10.03569444,10.53979167,12.3275
409048,1.243832073,183.5,1,75,0,164,387,28,100,0,19,0.193,147,954,10.38,11.7,0.016702788,10.17333333,10.82388889,13.08
409061289901500_,2.36071325,1972.9,5,11,107,132,2256,231,0,77,7,193.077,1767,893,8.3,23,29.21009159,12.21777778,13.67944444,19.1875
409062,1.741182337,3254.1,4,72,0,160,407,30,28,4,18,0.329,157,954,10.21,12.863,0.228562236,10.37027778,11.15131944,15.0675
409086,1.576010903,1048.3,4,69,0,164,381,27,73,1,21,0.331,146,954,10.365,12.863,0.044501878,10.1975,10.84791667,13.505
410040,0.588455336,39345.8,6,78,49,135,756,62,1,28,12,14.082,166,954,10.527,12.6,38.52380753,10.39972222,11.20555556,15.56
410130,1.331370832,120042.5,7,64,27,152,611,47,3,15,21,5.71,160,954,10.234,14.04425,63.05638218,10.25666667,11.05680556,14.81
412005,0.363045267,54876.3,6,93,22,157,605,44,0,11,26,1.694,168,954,3.5525,19.26925,6.832211971,14.39472222,14.39472222,23.85
412011,1.346815524,44011.2,6,162,26,153,644,48,0,10,28,2.03,178,954,2.623,24.416,6.08e-4,14.34611111,14.34805556,31.89
4121660,0.33910426,4658.4,4,273,11,63,798,87,27,73,16,24.799,323,944,8.2,19.425,24.54559898,12.05055556,14.32361111,19.86
4121680,1.080970345,4943.4,4,270,12,64,802,87,28,74,15,24.534,313,944,5.8,18.23333333,26.87946892,12.11388889,14.28305556,19.6525
4121970,0.16980464,5969.7,5,257,11,66,811,88,29,69,18,25.647,299,944,7.8,19.6,32.00181246,12.42986111,14.361875,20.4875
4165500,0.274872449,1881,5,182,7,89,789,83,9,13,20,660.563,5570,944,7.2,20.2,3.703261495,12.21805556,14.26208333,19.975
4166500,0.621419218,928.8,3,191,10,89,789,83,20,18,1,767.636,7535,944,6.7,19.525,0.344144166,12.405,14.39833333,20.42
4168400,0.467346874,294.2,3,196,6,93,795,83,0,6,5,872.048,7349,944,6.775,20.66666667,0.136866797,13.89708333,14.88131944,22.6575
4183038,0.590711927,26.3,1,237,4,95,878,85,0,0,81,29.41,298,921,6.85,20.075,0.001635843,11.74527778,14.01305556,19.46
4188496,0.568545728,122,1,262,5,98,896,89,0,3,66,52.887,689,925,5.375,21.4,0.03040994,12.13583333,14.03722222,20.26
42071,1.65883168,9889.1,6,1306,44,59,599,61,11,67,4,5.611,105,928,4.1,18.55,24.74996185,9.784166667,15.10361111,25.23
425003,1.384577541,391770.4,8,108,15,185,588,38,0,18,11,1.497,126,954,1.2805,28.688,17.61429405,14.06388889,14.0825,33.58
45301,0.314433578,4.4,1,68,20,113,996,101,0,3,14,1884.314,6398,928,5.15,19,0.066769771,12.405,14.6125,20.255
50048565,0.593709766,7.9,1,31,17,255,1810,122,0,0,4,2397.282,20341,832,6.725,27.975,0.195116475,12.09888889,12.85611111,22.19
50048580,1.325425965,7.9,1,31,17,255,1810,122,0,0,4,2397.282,20341,832,1.85,28.775,0.158434376,12.20305556,12.9025,22.49
5054000,0.2609375,17403.3,5,275,5,53,560,62,31,23,72,12.771,246,941,7.55,21.25,12.83171749,12.19347222,14.68104167,20.4725
5057000,1.129884036,7033.9,4,423,8,42,447,50,38,0,64,1.094,80,929,7.225,20.2,0.51663211,12.23930556,14.75027778,20.71
5114000,0.935556182,21956.1,5,533,4,30,398,48,38,1,70,2.159,98,916,6.5,21.925,3.68403399,13.66347222,15.698125,23.55
5124000,2.295733652,42407.1,6,443,5,33,410,48,38,4,70,3.291,113,903,2.225,20.45,11.66330671,14.08833333,15.71194444,24.38
5435943,0.602885661,51.6,2,302,20,75,823,87,0,6,40,817.366,4336,945,7.75,16.56666667,0.065520154,12.24680556,14.36375,20.61
5435950,0.183910534,222.7,3,291,24,75,828,87,0,20,40,244.768,1992,945,8.675,16.6,0.476019807,12.38513889,14.42736111,20.97
5515500,0.285890728,1312.1,3,206,6,97,993,100,37,20,56,75.664,766,921,7.725,19.225,8.570406675,12.26680556,14.210625,20.13
5524500,0.045,1456.8,4,200,2,97,961,92,0,20,76,13.267,241,921,7.075,21.45,4.775023222,12.43361111,14.28388889,21.11
5537980,0.862196115,2199.7,4,191,7,90,905,95,0,22,13,963.678,7212,950,7.3,22.875,0.462575316,12.04055556,14.13444444,19.9
5558300,0.219359935,33618,6,154,5,94,931,92,6,14,64,173.07,1523,950,7.475,25,95.40273666,13.47222222,14.73652778,23.35
5586300,0.16348128,67843.7,7,146,6,101,937,90,4,11,69,103.459,1006,950,6.55,24.5,225.86026,12.17972222,14.05194444,21.3
5599490,0.776190813,5595.8,5,123,8,128,1087,93,14,10,56,38.405,567,950,4.725,24.85,7.708634734,11.74875,13.60944444,20.53
613,1.974128788,20193.4,6,370,55,73,921,128,0,41,25,156.617,1432,955,9.375,16.8,208.1481628,12.175,14.79722222,17.63
616,1.993869732,37598.1,6,327,49,74,841,115,0,45,29,135.003,1370,917,8.2,19.025,297.0695801,12.565,14.81166667,18.18
6711565,0.466311027,8804.2,5,1626,86,28,468,54,6,75,4,68.449,581,951,7.575,18.05,3.857283235,12.07166667,13.94152778,21.86
6800500,0.728689065,17914.9,5,354,11,90,652,61,8,1,69,7.154,133,939,7.55,25.25,23.44241333,13.9,14.80166667,24.925
6805000,0.605034115,4194.9,4,331,14,103,763,70,0,3,78,73.034,654,939,6.95,24.95,5.327887774,13.9625,14.82277778,25.135
6805500,0.604861111,219089.8,7,330,28,75,473,45,6,14,28,20.91,225,939,7.7,25.625,187.436058,13.79611111,14.735,24.785
6818000,0.221740818,1059606,8,266,32,65,447,45,9,13,32,7.464,125,906,7,24.55,998.7641296,12.90833333,14.33430556,22.955
6892518,0.3125,154796.8,7,265,11,109,615,52,1,2,61,7.391,155,934,7.8,25.5,64.19920349,12.14472222,13.88722222,21.62
6893620,0.382059574,24.7,1,284,22,125,971,87,0,0,8,1103.324,10117,906,6.6,21.05,0.234844223,12.34305556,14.07395833,22.2575
6893820,0.496291209,257.4,2,274,18,123,973,87,0,8,26,490.342,6151,906,7.2,23.025,0.08945854,12.15583333,13.98972222,21.63
6934500,0.344837791,1322641,8,182,28,74,512,50,7,13,37,9.258,155,906,6.7,25.4,1729.427765,12.79666667,14.24694444,22.82
7049691,0.697550143,3103,4,367,59,138,1169,96,0,72,23,30.054,392,797,6.825,10.2,9.156259537,12.39527778,14.20868056,23.0575
7054501,0.563226829,15612,6,207,48,135,1123,91,0,63,24,37.15,450,797,6.7,14.1,43.41132545,12.32847222,14.17840278,22.58
7061270,1.200992063,67.3,1,380,64,126,1112,91,0,100,2,2.861,9,906,8.65,21.26666667,0.010747439,12.30444444,13.9625,21.73
7061290,0.7055806,247.2,3,269,69,127,1116,91,0,100,2,2.293,22,906,6.65,23.85,0.031695008,12.1825,13.92215278,21.5375
7075270,0.43841924,186.6,2,325,78,143,1256,99,0,100,7,1.147,84,797,7.375,22.4,0.027629888,12.06527778,13.63215278,21.4975
7076000,0.676833333,2982.9,4,170,63,144,1265,99,0,91,12,10.623,206,797,7.025,11.2,7.787172318,12.37916667,14.04486111,22.98
7099400,0.89931547,11937.7,5,1504,105,38,438,51,8,76,4,8.389,147,951,7.1,16.6,7.969306111,12.22763889,14.06486111,24.0725
7109500,0.675,132.5,2,1428,12,112,318,24,0,2,12,2.554,91,951,7.5,18.425,9.591369867,12.17680556,13.95791667,24.07
7164500,0.287990196,187152.1,6,215,19,117,551,44,3,12,44,13.473,197,809,7.5,24.95,57.20121002,11.95083333,13.80861111,22.765
7177500,0.475,2358.7,4,195,21,149,963,74,0,18,9,13.076,216,809,7.75,22.85,1.668796211,12.15541667,13.81840278,22.72
7178200,0.108333333,2934.2,4,201,20,150,969,74,0,16,11,89.437,1092,809,7.375,25.55,2.876961231,11.84777778,13.47111111,21.1
7198000,0.517131921,4214.4,4,195,30,146,1156,92,0,54,30,76.548,679,809,6.5,17.65,10.23406792,12.11166667,13.73277778,22.78
7239000,0.840565505,33536.8,5,506,8,134,490,36,10,1,46,2.992,114,809,5.85,18.95,1.707387924,11.16111111,13.32638889,20.88
7239450,0.727439187,34787.4,5,422,8,134,499,37,9,1,46,3.165,115,809,7.65,24.75,2.018323421,11.9875,13.74305556,23.9
7241000,1.039012419,35351.2,5,393,8,135,504,37,9,1,47,4.857,133,809,7.25,25,2.300226152,12.02263889,13.67520833,22.635
7241520,0.608815641,35872.3,5,359,8,135,509,38,9,1,46,14.014,212,809,7.7,23.7,3.636223316,11.705,13.63,22.22
7241550,0.973519201,36071.2,5,346,8,135,511,38,9,1,46,14.704,219,809,7.75,23.85,3.381364822,11.87305556,13.69277778,22.84
7263296,0.348771642,239,3,158,53,160,1325,99,0,99,6,3.802,152,797,5.625,25.125,0.342054725,12.18277778,13.78055556,22.325
72632966,0.507479857,239,3,158,53,160,1325,99,0,99,6,3.802,152,797,7.075,27.35,0.368031777,12.27527778,13.745,22.42
7332622,0.402685183,967.7,3,165,8,170,1093,80,0,19,48,22.969,360,908,6.725,26.15,1.113562137,12.19319444,13.75611111,23.1625
8048000,0.791862401,1343,4,196,15,180,832,58,0,6,24,185.08,1764,908,7,28.075,5.47097826,12.24416667,13.70361111,23.84
8049500,0.39327381,7934.7,5,149,14,179,823,57,0,10,23,201.073,1761,908,7.225,28.225,4.237555265,12.12791667,13.57611111,23.48
8052700,0.64662098,194.3,2,182,7,176,986,71,0,1,45,29.168,332,908,6.125,25.275,0.13960389,12.11402778,13.66145833,23.275
8052745,0.711828216,112.7,2,172,6,178,980,70,9,0,41,105.06,1910,908,7.025,26.125,0.075454487,12.31513889,13.78104167,23.7275
8057000,0.201037649,15804.5,6,138,12,179,870,61,0,8,27,234.667,2052,908,7.3,27.175,19.35059786,11.78513889,13.38305556,22.1025
8057410,0.517969704,16230.1,6,128,12,179,872,62,0,8,26,273.371,2291,908,6.75,27.9,21.05600548,12.36861111,13.68361111,23.41
8065350,0.492154072,36031.8,6,60,10,182,933,65,1,11,30,182.571,1581,908,6.8,28.5,45.11290646,12.20416667,13.52756944,23.34
8068000,0.447026644,2162.5,4,53,12,196,1132,77,0,71,12,65.178,612,908,6.825,27.7,2.928957582,12.23694444,13.49986111,22.9
8068500,0.402781723,973.6,3,39,7,198,1126,77,0,80,10,213.758,1728,908,6.8,27.975,1.26285544,12.08472222,13.43770833,22.7925
8069500,0.580345712,4628,5,27,8,198,1139,78,0,65,14,200.355,1609,908,6.7,29,6.617686391,12.18444444,13.47694444,23.08
8070200,1.569848138,1022.7,3,36,11,192,1216,83,0,98,8,26.13,297,908,6.8,26.6,1.402723312,12.14444444,13.47277778,22.98
8181500,0.576940025,3335,4,160,32,196,730,48,0,58,15,164.53,1065,908,6.65,28.275,1.150067121,12.17319444,13.41597222,23.8275
8181800,1.085193568,4551.1,5,148,27,198,731,48,0,53,14,352.664,2329,908,6.8,29,1.426934838,12.12972222,13.40909722,23.7225
8188060,0.938888889,9288.3,5,77,19,201,743,49,0,33,23,204.24,1436,908,7,29.15,3.204545975,12.20027778,13.41166667,23.81
8211200,0.144791667,43270.7,6,21,13,209,614,38,1,24,14,4.558,129,908,6.625,29.1,4.68856442,12.15013889,13.34569444,23.7175
8371500,0.841181062,103224.8,6,790,56,96,356,32,3,37,4,35.034,294,752,6.15,24.9,50.25267029,11.62416667,13.12111111,25.82
8374200,0.90292226,175200.3,7,819,56,126,388,30,2,28,5,29.187,305,892,7.3,26.3,66.93392181,11.81611111,13.25194444,25.82
8374510,0.81918207,185887.9,7,758,56,129,384,29,1,27,5,27.525,294,815,6.9,25.1,80.9867115,11.78847222,13.10069444,25.43
8375300,1.05942975,196974.7,7,619,55,133,377,29,1,25,4,25.985,285,908,6.3,29.15,76.41338921,11.91375,13.27,25.2125
8377200,0.881488328,219103.3,7,446,55,138,374,28,1,23,4,23.371,264,907,7.1,27.325,80.38669586,12.07111111,13.34777778,24.8675
8412500,0.972815033,56661.5,6,840,29,135,353,25,1,18,2,3.136,87,908,6.7,24.225,9.287875891,11.83305556,13.331875,25.6675
8437710,1.213528694,76652,6,753,26,145,344,24,2,16,2,2.619,83,908,5.1,25.7,9.088606834,12.18083333,13.51708333,26.125
8446500,1.103498524,85598.7,6,705,25,148,345,24,2,15,2,2.671,86,908,4.75,26.175,8.689651489,12.14833333,13.50805556,26.13
8447000,0.562555918,92094.3,6,664,25,151,347,24,2,14,2,2.535,86,908,6.925,27,10.51415634,12.27083333,13.55625,25.46
9041400,0.263201058,723.1,3,2422,75,20,468,53,7,71,10,0.423,81,951,8.3,10.225,0.626070261,12.18138889,14.10111111,22.93
9406000,0.092261905,2439.3,4,1101,119,88,410,35,0,57,3,0.905,102,925,8.05,20.125,1.505838394,12.1675,13.88111111,25.9575
A2390542,1.802845473,670.5,4,73,4,143,561,44,0,1,29,4.547,229,950,0.626979167,19.01864583,0.016447915,13.27986111,13.49208333,24.465
A2391077,1.247191276,49.8,1,4,5,144,697,67,0,14,5,0.532,316,950,8.813020834,18.88354167,0.147653118,11.96333333,13.65638889,22.945
A2391078,0.965570738,49.8,1,4,5,144,697,67,0,14,5,0.532,316,950,6.766666667,19.2353125,0.149954621,12.29180556,13.79659722,23.3125
A2391081,2.836669655,213.9,3,26,10,150,550,45,1,10,9,0.143,127,950,11.98833333,14.70179888,0.001395319,11.54083333,13.41881944,22.0975
A2391082,0.354583333,151.5,2,14,8,150,544,46,5,0,5,0.129,182,950,9.476145834,17.51239583,0.004724544,11.48555556,12.71847222,20.3525
A2391085,2.115353969,289.3,2,30,7,148,601,48,0,3,13,1.248,195,950,0.16,31.3414558,0.008809352,11.10638889,12.51145833,18.395
A2391086,2.629875394,2623.5,4,35,6,146,559,44,1,0,23,2.285,227,950,0.07,18.49854167,0.065471768,11.32444444,12.97319444,19.065
A2391140,1.063645833,1293.3,3,27,8,149,573,46,0,1,14,0.5,155,950,12.62360719,19.9184375,0.052648223,12.01430556,12.76236111,15.07
A2391152,0.932010313,19.2,1,21,9,152,516,42,0,18,6,0.128,45,950,8.119479167,19.17270833,0.005356894,11.81166667,13.71375,23.7625
A4260580,1.914439934,55.9,2,30,4,174,257,17,66,0,0,0.016,160,950,10.489,14.355,0.007582664,10.34555556,10.90444444,14.27
A4260594,0.721157239,761788.9,9,28,18,174,569,40,4,18,13,2.616,133,950,8.085,23.29135196,231.2173462,12.24611111,13.72625,26.165
A4260644,1.452627685,121.2,1,43,6,171,268,18,8,0,85,0.693,139,950,10.135,18.57940677,0.112602517,10.35833333,11.17194444,13.92
A4260703,1.328377149,759427.8,9,40,18,175,570,40,4,18,13,2.587,133,950,7.872026741,22.8396875,227.41436,12.01333333,13.53319444,25.71
A4261022,0.608789878,758540.8,9,34,18,175,570,40,4,18,13,2.59,133,950,8.223333333,23.7209375,237.7554016,11.92638889,13.51277778,26.41
A4261023,0.899604927,759706,9,21,18,175,570,40,4,18,13,2.598,133,950,8.380416667,22.73679701,232.4299164,11.89694444,13.43916667,25.53
A4261024,0.709578666,760329,9,29,18,175,569,40,4,18,13,2.61,133,950,8.583333333,22.10354167,230.4858398,11.84083333,13.54472222,25.65
A4261107,0.467348209,33.5,1,42,7,173,256,17,54,0,0,0.008,133,950,10.2603125,13.18125,0.011654756,10.33180556,10.88798611,14.28
A4261108,0.841840693,62,1,28,8,170,259,18,84,4,12,14.036,268,950,8.220833333,22.8975,232.9969101,12.03777778,13.60604167,26.2925
A4261139,1.676135644,51.1,1,239,42,147,593,49,0,0,23,7.377,282,950,0.67,17.8,0.001633479,12.15625,13.69833333,24.415
A4261168,0.93619647,759142.8,9,25,18,175,570,40,4,18,13,2.588,133,950,8.487406855,23.38833333,239.8147316,12.09986111,13.58472222,26.0975
A4261173,1.113542293,618.7,3,52,38,146,571,46,0,2,21,39.56,288,950,1.4109375,23.1246875,0.041131549,14.45305556,14.51375,30.13
A4261224,0.420831727,34.4,1,33,6,173,255,17,94,0,0,0.008,95,950,8.171968107,24.05798183,0.005923134,12.40486111,13.78875,27.3
A4261255,1.139127889,62,1,28,8,170,259,18,84,4,12,14.036,268,950,10.41546604,18.55072917,2.76e-6,10.47944444,11.70208333,17.875
A4261263,0.430517142,760403.6,9,31,18,175,569,40,4,18,13,2.61,133,950,8.374166667,23.49848849,231.5677643,11.91416667,13.55944444,25.68
A4261264,0.592697788,62,1,28,8,170,259,18,84,4,12,14.036,268,950,3.424270834,19.66052083,4.31e-6,11.20083333,12.51305556,20.86
A4261265,0.767277911,760023.6,9,30,18,175,570,40,4,18,13,2.603,133,950,2.107239279,20.00853468,220.7429657,11.91013889,13.68340278,25.92
A4261270,1.515773344,33.7,1,30,4,172,264,18,63,21,98,18.431,249,950,11.07208333,19.84166667,227.2075958,11.14861111,12.96833333,21.72
A4261271,2.700002845,33.7,1,30,4,172,264,18,63,21,98,18.431,249,950,0.1,23.611875,769.2543945,14.39111111,14.42611111,32.19
A5011036,1.591586872,110.1,2,154,54,148,747,72,0,47,12,3.79,202,950,0.2425,19.8140625,0.006678211,13.26416667,14.20444444,27.01
A5011038,1.998324289,196.1,2,69,52,149,718,70,0,27,10,11.246,223,950,0.16,24.6,0.019171551,13.50305556,14.40888889,27.5
Caversham,0.226691729,26.1,1,109,19,96,712,102,0,3,42,520.136,2959,941,7.1,13,15.76743507,12.43083333,15.27361111,16.355
Charpassonne la Valette,1.091636029,54.6,1,629,80,92,821,100,0,12,7,67.597,1121,930,7.471875,17.62125,0.013693215,12.27472222,14.29041667,22.075
Charpassonne Moulin de Ronzy,0.3321875,54.6,1,629,80,92,821,100,0,12,7,67.597,1121,930,7.415,16.1975,0.013693215,12.275,14.29194444,22.075
Doise,1.384627332,28.2,1,558,63,97,801,95,0,0,14,53.806,886,930,7.05625,16.88,0.006501594,12.38083333,14.33416667,22.225
FP01,2.58876085,31.3,1,54,18,101,775,109,0,39,20,62.48,1232,921,0.120257215,13.45,0.237039968,12.33305556,15.04069444,18.385
FP02,2.621111957,381.5,3,43,36,94,840,126,0,0,44,106.288,706,916,10.76833238,9.3,2.816004455,9.876944444,11.47388889,9.0575
FP06,2.728937905,15.6,1,130,38,93,839,125,0,0,53,35.386,317,916,0.025334227,14.075,0.248226538,11.09083333,13.655,14.19
FP11,2.947526125,402.3,3,29,36,94,839,126,0,1,43,103.918,712,916,0.030851823,10.15,1.671880841,10.85694444,13.60958333,14.165
FP12,2.496276143,208.4,3,76,45,91,857,130,0,0,46,96.731,681,916,11.01917534,10.175,1.78614819,9.431388889,11.62305556,8.9
FP15,2.688041355,35.1,2,147,40,89,868,133,0,0,36,26.331,442,916,11.08292976,10.125,0.304577887,10.30236111,12.53326389,11.04
FP21,2.851017402,185.2,3,26,36,94,828,123,0,1,49,54.523,501,916,0.020636315,12.1,1.189840347,10.89236111,13.55138889,14.515
FP22,2.632630123,119.4,3,57,38,93,833,124,0,0,51,32.681,450,916,5.00584501,13.95,0.548534989,12.42916667,15.18861111,17.81
FP23,2.654266797,39.9,1,140,47,92,847,128,0,0,53,27.144,483,916,0.129105797,11,0.561068058,10.28916667,12.73222222,11.53
FP26,2.700544496,25.8,1,168,60,90,867,132,0,0,53,22.05,678,916,0.15727434,12.85,0.210418731,12.06472222,14.96527778,17.22
FP31,2.639871775,88.6,3,143,45,89,871,134,0,0,35,33.302,469,916,11.20051415,9.95,0.261372127,9.963055556,12.278125,10.6575
Loise Essertine en Donzy,1.878867241,41.5,2,522,68,94,814,97,0,0,7,70.675,942,930,5.774375,15.625,0.005990588,12.22166667,14.62555556,21.93
Mare Pont du diable,1.926336001,115.9,2,463,68,87,779,96,0,44,31,64.281,804,930,8.4475,17.035,0.134737931,12.29944444,14.21076389,20.5825
PL09,2.592017287,154,2,136,32,92,704,104,0,0,71,47.95,524,941,0.098578767,11.85,0.851762727,12.70958333,15.26548611,16.4425
PL15,1.753645777,237.7,2,97,28,93,706,104,0,0,70,64.979,685,941,8.981426171,14.2,1.008866787,12.64972222,15.23861111,16.1
PL17,2.307771421,124.6,2,113,27,95,708,104,0,0,62,70.421,790,941,1.804493184,14.1,0.736786976,12.40555556,15.33548611,16.0925
PL18,2.433218634,124.6,2,113,27,95,708,104,0,0,62,70.421,790,941,0.344767315,14.045,0.797689736,11.77472222,15.08625,15.275
PL19,2.509090659,172.2,2,77,26,95,709,103,0,0,58,89.658,917,941,6.417103246,13.7,0.74113059,12.24930556,15.17423611,15.7775
PL20,2.43273046,124.6,2,113,27,95,708,104,0,0,62,70.421,790,941,8.506858514,12.1,0.722760156,12.63347222,15.39416667,16.7
