gauge_id,mean_intensity,UPLAND_SKM,ORD_STRA,ele_mt_cav,slp_dg_uav,tmp_dc_uyr,pre_mm_uyr,ari_ix_uav,wet_pc_ug2,for_pc_use,crp_pc_use,urb_pc_use,ppd_pk_uav,rdd_mk_uav,hdi_ix_cav,DO_P25,WT_median,WT_mean,WT_p75,Q_median,Q_p25,daylength_median,daylength_p75,solar_median,solar_p75
406031286607070_,0.537430556,1086,5,13,62,146,1740,166,0,23,6,64,1978.324,5053,909,10.6,10.1,11.7989726,13,23.13981819,13.9047823,10.49333333,10.97069444,10.43,14.985
406041286603170_,0.46015625,117,3,153,132,126,1882,202,2,75,3,17,245.631,2177,913,7.9,15.9,16.83903491,23.2,3.334375381,2.000447989,12.09694444,13.72416667,12.22,18.26
406041286603270_,2.188914027,3388.8,5,83,90,132,1888,198,5,49,8,22,304.825,2321,913,8.2,17.3,17.68983229,24.2,126.2289963,80.73058319,12.26402778,13.80472222,11.65,18.1775
406041286603390_,0.478433141,42.9,2,82,42,143,1735,168,11,15,5,41,816.838,3046,913,10.8,7.6,8.45572648,9.9,1.619539022,1.167447805,10.72972222,11.91388889,8,12.16
406041286603430_,0.7125,12.7,1,193,81,142,1705,163,21,31,12,84,899.256,2590,912,8,18.1,17.9077292,24.9,147.2111511,100.8979797,12.37277778,13.83979167,11.94,18.8275
406041286603450_,0.385551247,3584.8,5,86,88,133,1879,196,6,47,8,24,364.497,2397,913,5.6,14.4,16.1238809,24.8,143.8577576,98.35810089,11.26138889,12.55944444,10.09,16.33
406041286603500_,0.423261183,438,4,84,168,118,2111,237,3,80,2,14,216.649,1527,913,7.6,15,14.71796149,20.7,6.893743277,4.39868629,11.55055556,13.326875,11.55,17.55
406041286603520_,0.606712963,395.8,4,93,76,134,1737,175,1,44,8,34,364.119,2819,913,7.3,12.1,12.05964912,12.4,6.335324287,5.042747974,12.61444444,12.77763889,14.97,18.505
406041286606050_,2.047428436,7076.1,6,14,92,134,1834,187,3,55,7,24,582.436,2707,904,7.8,19.2,18.79963746,25,204.7101898,136.990921,12.29972222,13.78722222,13.29,19.33
406041286606060_,2.854722222,7244,6,11,91,135,1828,186,3,54,7,25,664.672,2776,909,7.6,18.4,18.04477455,24.7,246.2512665,166.8925934,12.35055556,13.81569444,13.385,19.41
406041286606190_,1.080751629,7076.1,6,14,92,134,1834,187,3,55,7,24,582.436,2707,904,10.7,8.1,9.201156419,10.3,40.23133087,25.36375141,10.22694444,11.11486111,9.09,11.8
406041286606240_,1.951767677,1168.6,4,18,122,136,1771,179,0,72,4,24,1215.16,3358,904,7.7,18.7,18.38395661,23.5,24.3229599,14.80016613,12.28861111,13.77652778,13.37,19.305
406041286608010_,2.7475,267.4,4,131,118,140,1628,164,0,61,7,23,837.212,3334,904,8.7,16.4,16.48870966,22.4,4.331899643,2.06166029,12.26027778,13.77944444,13.22,19.2
406041286608040_,0.794265775,367.9,4,10,107,142,1614,162,0,54,6,32,1545.234,4870,908,7.7,16.8,16.71294493,22.3,5.409373999,2.656551242,12.25041667,13.78048611,13.185,19.14
406041286618020_,1.4,4034.4,5,245,87,133,1860,193,6,48,8,24,400.197,2390,904,10.8,8.3,9.28158157,11,163.9433594,126.2093124,11.34972222,12.66576389,11.19,17.325
406041286618030_,1.679703812,4076.5,5,211,88,133,1858,193,6,48,8,24,399.852,2392,904,7.9,16.9,17.07971014,24.2,152.1723633,107.2194595,12.25083333,13.81319444,13.12,19.935
406051286611030_,1.006972919,937.6,4,107,140,136,1652,166,0,64,8,14,156.37,1909,899,7.3,17.9,17.06451336,20.6,22.41292953,12.65677834,12.22555556,13.74583333,13.57,19.88
406051286611060_,2.233868267,1686.2,4,44,106,140,1570,157,0,50,10,24,430.443,2677,899,7.3,17.6,17.38121782,23.9,36.94425011,20.54637432,12.075,13.61513889,13.285,19.6025
406061286611050_,1.597576123,803.4,4,14,162,125,1677,172,0,80,3,16,248.831,1405,899,7.6,16.2,16.01156512,21.9,23.16231441,14.23316431,12.38972222,13.78368056,13.885,20.3125
406071286601060_,1.752947516,1285.1,5,27,134,127,2361,255,0,75,7,19,279.411,513,910,7.5,15.8,15.53568744,22.2,70.30496597,34.92830086,12.18277778,13.78819444,11.725,18.2375
406091286605020_,2.036229088,857.8,4,87,156,129,1849,193,0,97,2,4,84.015,578,904,7.9,17.2,16.56668545,21.8,26.79008102,13.75676012,12.99527778,14.11597222,14.19,19.99
406091286605050_,2.798512658,1609.2,4,84,142,134,1802,183,0,90,4,5,105.26,602,904,8.2,16.4,16.06722913,22.6,52.87176514,27.69475937,12.25861111,13.83013889,11.76,18.1875
406101286610020_,1.149279165,1194.4,4,11,157,127,1881,190,0,84,6,6,90.519,452,899,7.9,17.2,16.5982523,22.7,43.04292679,22.68161964,12.29527778,13.80666667,11.89,18.2
407041287705100_,1.707944956,1320.7,4,9,92,130,1856,194,7,73,8,11,151.201,506,894,11.2,6.7,7.349405594,8.9,63.8212738,49.25250053,10.68111111,11.56486111,7.6,11.8
407051287711030_,1.9,2007.5,5,208,107,121,1710,182,0,90,4,3,53.522,600,906,9.5,15.2,14.94808093,20.8,33.22651291,19.7707119,12.15305556,13.70972222,12.81,18.9
407091287712070_,1.61975867,1214,4,134,149,113,1925,218,0,97,1,6,436.248,1305,906,8.3,15.2,15.16554713,20.9,25.36708641,16.27460861,12.36,13.82666667,12.91,19.185
408011288805002_,1.536356711,475.1,3,20,130,138,1713,178,0,69,6,26,660.559,513,893,1,24.3,21.29578252,26.7,6.906990051,5.244037747,13.05111111,13.69729167,16.525,20.6925
4085108,0.425080009,154.7,2,211,11,68,754,86,38,11,43,11,134.728,1526,945,5.675,11.3,10.78803019,18.175,0.410848409,0.101715984,12.00569444,14.38090278,11.865,19.7425
4087119,0.367857143,26.2,1,232,8,83,823,92,37,0,0,100,2234.678,9301,945,8.241666667,10.49166667,10.73988224,18.08333333,0.223122299,0.056185211,12.22902778,14.37951389,13.41,20.955
40871488,0.635051841,40.7,1,208,10,83,820,93,19,4,1,100,2422.411,10777,945,7.933333333,8.5,9.607001687,15.36666667,1.269623339,0.701112032,12.20305556,14.113125,9.905,16.6375
409003,1.455779262,1546.7,4,95,2,161,443,32,24,12,12,0,4.462,138,954,10.439,10.6,11.63995323,12.325,0.515462518,0.208047532,10.00694444,10.58166667,10.33,12.135
409005,1.423580192,57159.4,6,81,68,130,885,77,2,48,7,0,7.333,169,954,10.575,11.088,12.15097759,13.563,165.6317902,109.5430164,10.09916667,10.71104167,10.515,12.8175
409013,1.579387624,6027,5,66,0,162,394,29,41,2,21,0,0.349,148,954,3.1,11.688,13.9414538,17.663,1.040186524,0.652348951,10.23763889,11.16840278,10.8,14.3475
409014,1.932644607,23348.9,5,70,5,161,479,35,4,2,14,0,1.061,164,954,10.474,11,12.30008851,12.975,9.440722466,3.966181636,10.22027778,10.97722222,10.7,13.715
409025,1.880338761,26129.1,6,130,101,120,1041,93,0,70,2,0,6.747,139,953,10.13575,11.413,11.93312229,13.131,167.4511871,124.2050571,10.30277778,11.18048611,9.935,13.9625
409036,1.578024492,317.5,2,69,1,164,365,26,1,0,29,0,0.393,113,954,10.563,10.975,11.86593085,12.4,0.100941688,0.047848332,10.14486111,10.64902778,10.4,12.29
409044,1.67584481,192.8,1,75,1,162,385,28,63,3,12,0,1.39,154,954,10.414,10.488,11.82549206,11.9,0.015528224,0.007206452,10.10166667,10.75347222,10.46,12.9525
409047,2.031216236,280.3,3,98,4,159,426,31,74,48,5,0,2.675,121,954,10.344,10.563,11.93765821,12.5,0.3169453,0.156748381,10.03569444,10.53979167,10.485,12.3275
409048,1.243832073,183.5,1,75,0,164,387,28,100,0,19,0,0.193,147,954,10.38,10.538,11.55943534,11.7,0.053412069,0.016702788,10.17333333,10.82388889,10.5,13.08
409061289901500_,2.36071325,1972.9,5,11,107,132,2256,231,0,77,7,13,193.077,1767,893,8.3,18.1,17.74433178,23,46.81075096,29.21009159,12.21777778,13.67944444,12.955,19.1875
409062,1.741182337,3254.1,4,72,0,160,407,30,28,4,18,0,0.329,157,954,10.21,10.8,12.63831935,12.863,0.414197698,0.228562236,10.37027778,11.15131944,11.015,15.0675
409086,1.576010903,1048.3,4,69,0,164,381,27,73,1,21,0,0.331,146,954,10.365,10.913,12.44490838,12.863,0.101903975,0.044501878,10.1975,10.84791667,10.72,13.505
410040,0.588455336,39345.8,6,78,49,135,756,62,1,28,12,1,14.082,166,954,10.527,11.137,11.79163549,12.6,62.10894775,38.52380753,10.39972222,11.20555556,11.67,15.56
410130,1.331370832,120042.5,7,64,27,152,611,47,3,15,21,0,5.71,160,954,10.234,11.1,13.11904556,14.04425,99.93824005,63.05638218,10.25666667,11.05680556,11.365,14.81
412005,0.363045267,54876.3,6,93,22,157,605,44,0,11,26,0,1.694,168,954,3.5525,10.9,14.68806569,19.26925,6.832211971,6.832211971,14.39472222,14.39472222,23.85,23.85
412011,1.346815524,44011.2,6,162,26,153,644,48,0,10,28,0,2.03,178,954,2.623,12.394,16.56421375,24.416,6.09E-04,6.08E-04,14.34611111,14.34805556,30.44,31.89
4121660,0.33910426,4658.4,4,273,11,63,798,87,27,73,16,1,24.799,323,944,8.2,10.26666667,10.93457354,19.425,36.04572678,24.54559898,12.05055556,14.32361111,11.09,19.86
4121680,1.080970345,4943.4,4,270,12,64,802,87,28,74,15,1,24.534,313,944,5.8,11.275,11.04787493,18.23333333,38.18737793,26.87946892,12.11388889,14.28305556,10.96,19.6525
4121970,0.16980464,5969.7,5,257,11,66,811,88,29,69,18,0,25.647,299,944,7.8,11.25,11.45925894,19.6,45.38022423,32.00181246,12.42986111,14.361875,11.78,20.4875
4165500,0.274872449,1881,5,182,7,89,789,83,9,13,20,52,660.563,5570,944,7.2,12,12.20704585,20.2,9.491407394,3.703261495,12.21805556,14.26208333,12.41,19.975
4166500,0.621419218,928.8,3,191,10,89,789,83,20,18,1,77,767.636,7535,944,6.7,12.225,11.87195118,19.525,2.135614157,0.344144166,12.405,14.39833333,13.14,20.42
4168400,0.467346874,294.2,3,196,6,93,795,83,0,6,5,70,872.048,7349,944,6.775,17.275,15.39717068,20.66666667,0.842227757,0.136866797,13.89708333,14.88131944,17.645,22.6575
4183038,0.590711927,26.3,1,237,4,95,878,85,0,0,81,0,29.41,298,921,6.85,11.2,11.89935872,20.075,0.061298497,0.001635843,11.74527778,14.01305556,12.16,19.46
4188496,0.568545728,122,1,262,5,98,896,89,0,3,66,3,52.887,689,925,5.375,14.225,13.48087649,21.4,0.366342604,0.03040994,12.13583333,14.03722222,13.25,20.26
42071,1.65883168,9889.1,6,1306,44,59,599,61,11,67,4,0,5.611,105,928,4.1,11.9,11.7676229,18.55,36.40925217,24.74996185,9.784166667,15.10361111,8.83,25.23
425003,1.384577541,391770.4,8,108,15,185,588,38,0,18,11,0,1.497,126,954,1.2805,25.6065,22.88799949,28.688,20.10840225,17.61429405,14.06388889,14.0825,32.41,33.58
45301,0.314433578,4.4,1,68,20,113,996,101,0,3,14,100,1884.314,6398,928,5.15,13.35,13.73619247,19,0.543343067,0.066769771,12.405,14.6125,11.88,20.255
50048565,0.593709766,7.9,1,31,17,255,1810,122,0,0,4,100,2397.282,20341,832,6.725,27.2,27.12043301,27.975,0.956493676,0.195116475,12.09888889,12.85611111,19.22,22.19
50048580,1.325425965,7.9,1,31,17,255,1810,122,0,0,4,100,2397.282,20341,832,1.85,28.05,27.99717268,28.775,0.586165845,0.158434376,12.20305556,12.9025,19.27,22.49
5054000,0.2609375,17403.3,5,275,5,53,560,62,31,23,72,1,12.771,246,941,7.55,9.725,10.85102058,21.25,26.11011219,12.83171749,12.19347222,14.68104167,13,20.4725
5057000,1.129884036,7033.9,4,423,8,42,447,50,38,0,64,0,1.094,80,929,7.225,8.8,10.27998869,20.2,2.557525516,0.51663211,12.23930556,14.75027778,12.87,20.71
5114000,0.935556182,21956.1,5,533,4,30,398,48,38,1,70,0,2.159,98,916,6.5,16.475,14.61462138,21.925,6.199075937,3.68403399,13.66347222,15.698125,14.285,23.55
5124000,2.295733652,42407.1,6,443,5,33,410,48,38,4,70,0,3.291,113,903,2.225,11.85,11.06634513,20.45,24.67609787,11.66330671,14.08833333,15.71194444,17.43,24.38
5435943,0.602885661,51.6,2,302,20,75,823,87,0,6,40,60,817.366,4336,945,7.75,12.2,12.23414116,16.56666667,0.574842036,0.065520154,12.24680556,14.36375,13.21,20.61
5435950,0.183910534,222.7,3,291,24,75,828,87,0,20,40,18,244.768,1992,945,8.675,11.2,10.91784388,16.6,1.795012355,0.476019807,12.38513889,14.42736111,13.575,20.97
5515500,0.285890728,1312.1,3,206,6,97,993,100,37,20,56,4,75.664,766,921,7.725,12.6,12.72206039,19.225,14.23864126,8.570406675,12.26680556,14.210625,12.585,20.13
5524500,0.045,1456.8,4,200,2,97,961,92,0,20,76,1,13.267,241,921,7.075,12.8,13.2102319,21.45,8.285007477,4.775023222,12.43361111,14.28388889,13.33,21.11
5537980,0.862196115,2199.7,4,191,7,90,905,95,0,22,13,70,963.678,7212,950,7.3,14.225,14.85134348,22.875,0.964631259,0.462575316,12.04055556,14.13444444,11.69,19.9
5558300,0.219359935,33618,6,154,5,94,931,92,6,14,64,13,173.07,1523,950,7.475,14.7,15.21662248,25,197.151413,95.40273666,13.47222222,14.73652778,15.89,23.35
5586300,0.16348128,67843.7,7,146,6,101,937,90,4,11,69,8,103.459,1006,950,6.55,14.7,14.69909005,24.5,356.7110901,225.86026,12.17972222,14.05194444,13.62,21.3
5599490,0.776190813,5595.8,5,123,8,128,1087,93,14,10,56,2,38.405,567,950,4.725,16.025,15.90521937,24.85,18.44102001,7.708634734,11.74875,13.60944444,13.245,20.53
613,1.974128788,20193.4,6,370,55,73,921,128,0,41,25,7,156.617,1432,955,9.375,11.3,11.34985391,16.8,289.8878784,208.1481628,12.175,14.79722222,9.98,17.63
616,1.993869732,37598.1,6,327,49,74,841,115,0,45,29,6,135.003,1370,917,8.2,12.15,12.26453812,19.025,450.1018066,297.0695801,12.565,14.81166667,10.87,18.18
6711565,0.466311027,8804.2,5,1626,86,28,468,54,6,75,4,5,68.449,581,951,7.575,11.25,11.61894562,18.05,7.304889679,3.857283235,12.07166667,13.94152778,16.57,21.86
6800500,0.728689065,17914.9,5,354,11,90,652,61,8,1,69,0,7.154,133,939,7.55,21.375,20.02141967,25.25,45.40285492,23.44241333,13.9,14.80166667,20.18,24.925
6805000,0.605034115,4194.9,4,331,14,103,763,70,0,3,78,5,73.034,654,939,6.95,21.2,20.07510602,24.95,11.06834698,5.327887774,13.9625,14.82277778,20.1,25.135
6805500,0.604861111,219089.8,7,330,28,75,473,45,6,14,28,1,20.91,225,939,7.7,21.625,20.28321792,25.625,323.0704956,187.436058,13.79611111,14.735,19.94,24.785
6818000,0.221740818,1059606,8,266,32,65,447,45,9,13,32,0,7.464,125,906,7,16.575,15.75931293,24.55,1741.299316,998.7641296,12.90833333,14.33430556,16.04,22.955
6892518,0.3125,154796.8,7,265,11,109,615,52,1,2,61,0,7.391,155,934,7.8,17.25,16.61104209,25.5,131.9004211,64.19920349,12.14472222,13.88722222,14.22,21.62
6893620,0.382059574,24.7,1,284,22,125,971,87,0,0,8,99,1103.324,10117,906,6.6,13.72916667,13.51050347,21.05,0.860939115,0.234844223,12.34305556,14.07395833,15.005,22.2575
6893820,0.496291209,257.4,2,274,18,123,973,87,0,8,26,46,490.342,6151,906,7.2,14.55,14.21160079,23.025,0.512405813,0.08945854,12.15583333,13.98972222,14.12,21.63
6934500,0.344837791,1322641,8,182,28,74,512,50,7,13,37,1,9.258,155,906,6.7,17.6,16.81636325,25.4,2894.245728,1729.427765,12.79666667,14.24694444,15.89,22.82
7049691,0.697550143,3103,4,367,59,138,1169,96,0,72,23,1,30.054,392,797,6.825,9.3,9.507474164,10.2,15.09635735,9.156259537,12.39527778,14.20868056,16.55,23.0575
7054501,0.563226829,15612,6,207,48,135,1123,91,0,63,24,2,37.15,450,797,6.7,12.4,12.39143648,14.1,62.43366623,43.41132545,12.32847222,14.17840278,16.4,22.58
7061270,1.200992063,67.3,1,380,64,126,1112,91,0,100,2,0,2.861,9,906,8.65,14.675,14.85630866,21.26666667,0.798586726,0.010747439,12.30444444,13.9625,15.19,21.73
7061290,0.7055806,247.2,3,269,69,127,1116,91,0,100,2,0,2.293,22,906,6.65,15.35,15.80737527,23.85,1.268821299,0.031695008,12.1825,13.92215278,14.82,21.5375
7075270,0.43841924,186.6,2,325,78,143,1256,99,0,100,7,0,1.147,84,797,7.375,14.825,15.50148144,22.4,1.041689038,0.027629888,12.06527778,13.63215278,14.94,21.4975
7076000,0.676833333,2982.9,4,170,63,144,1265,99,0,91,12,0,10.623,206,797,7.025,10.2,10.23907404,11.2,16.01671028,7.787172318,12.37916667,14.04486111,16.65,22.98
7099400,0.89931547,11937.7,5,1504,105,38,438,51,8,76,4,0,8.389,147,951,7.1,10.6,11.17318516,16.6,14.50646734,7.969306111,12.22763889,14.06486111,18.295,24.0725
7109500,0.675,132.5,2,1428,12,112,318,24,0,2,12,0,2.554,91,951,7.5,12.4,12.43176282,18.425,17.549263,9.591369867,12.17680556,13.95791667,18.215,24.07
7164500,0.287990196,187152.1,6,215,19,117,551,44,3,12,44,1,13.473,197,809,7.5,17,16.92134856,24.95,123.085968,57.20121002,11.95083333,13.80861111,15.62,22.765
7177500,0.475,2358.7,4,195,21,149,963,74,0,18,9,0,13.076,216,809,7.75,17.15,16.17526953,22.85,4.728952169,1.668796211,12.15541667,13.81840278,15.455,22.72
7178200,0.108333333,2934.2,4,201,20,150,969,74,0,16,11,8,89.437,1092,809,7.375,18.8,18.15593068,25.55,8.722118378,2.876961231,11.84777778,13.47111111,13.85,21.1
7198000,0.517131921,4214.4,4,195,30,146,1156,92,0,54,30,7,76.548,679,809,6.5,14.2,13.90605144,17.65,24.05002403,10.23406792,12.11166667,13.73277778,15.56,22.78
7239000,0.840565505,33536.8,5,506,8,134,490,36,10,1,46,0,2.992,114,809,5.85,13.65,14.4070873,18.95,4.119651794,1.707387924,11.16111111,13.32638889,13.62,20.88
7239450,0.727439187,34787.4,5,422,8,134,499,37,9,1,46,0,3.165,115,809,7.65,16.6,16.61977858,24.75,4.793367863,2.018323421,11.9875,13.74305556,16.88,23.9
7241000,1.039012419,35351.2,5,393,8,135,504,37,9,1,47,0,4.857,133,809,7.25,17.1,16.67228163,25,5.387342215,2.300226152,12.02263889,13.67520833,15.86,22.635
7241520,0.608815641,35872.3,5,359,8,135,509,38,9,1,46,1,14.014,212,809,7.7,15.65,16.26630873,23.7,8.102361679,3.636223316,11.705,13.63,15.38,22.22
7241550,0.973519201,36071.2,5,346,8,135,511,38,9,1,46,1,14.704,219,809,7.75,16.3,16.84617224,23.85,7.908939838,3.381364822,11.87305556,13.69277778,16.06,22.84
7263296,0.348771642,239,3,158,53,160,1325,99,0,99,6,0,3.802,152,797,5.625,17.475,17.41930388,25.125,1.848031163,0.342054725,12.18277778,13.78055556,15.93,22.325
72632966,0.507479857,239,3,158,53,160,1325,99,0,99,6,0,3.802,152,797,7.075,18.55,18.75094829,27.35,1.989300311,0.368031777,12.27527778,13.745,16.14,22.42
7332622,0.402685183,967.7,3,165,8,170,1093,80,0,19,48,1,22.969,360,908,6.725,18.85,18.32202195,26.15,2.327479482,1.113562137,12.19319444,13.75611111,16.03,23.1625
8048000,0.791862401,1343,4,196,15,180,832,58,0,6,24,12,185.08,1764,908,7,21.675,20.93596166,28.075,14.32575703,5.47097826,12.24416667,13.70361111,17.26,23.84
8049500,0.39327381,7934.7,5,149,14,179,823,57,0,10,23,16,201.073,1761,908,7.225,22.15,21.95813842,28.225,10.49686241,4.237555265,12.12791667,13.57611111,17.095,23.48
8052700,0.64662098,194.3,2,182,7,176,986,71,0,1,45,0,29.168,332,908,6.125,19.1,18.24466756,25.275,0.323650509,0.13960389,12.11402778,13.66145833,16.5,23.275
8052745,0.711828216,112.7,2,172,6,178,980,70,9,0,41,6,105.06,1910,908,7.025,20.4,19.61332784,26.125,0.382197082,0.075454487,12.31513889,13.78104167,17.305,23.7275
8057000,0.201037649,15804.5,6,138,12,179,870,61,0,8,27,19,234.667,2052,908,7.3,21.4,21.38226687,27.175,41.59868622,19.35059786,11.78513889,13.38305556,15.265,22.1025
8057410,0.517969704,16230.1,6,128,12,179,872,62,0,8,26,21,273.371,2291,908,6.75,21.8,21.7430318,27.9,48.54483414,21.05600548,12.36861111,13.68361111,17.29,23.41
8065350,0.492154072,36031.8,6,60,10,182,933,65,1,11,30,14,182.571,1581,908,6.8,21.1,21.04072071,28.5,83.96660614,45.11290646,12.20416667,13.52756944,17.355,23.34
8068000,0.447026644,2162.5,4,53,12,196,1132,77,0,71,12,4,65.178,612,908,6.825,22.74166667,22.27565964,27.7,6.306919098,2.928957582,12.23694444,13.49986111,17.07,22.9
8068500,0.402781723,973.6,3,39,7,198,1126,77,0,80,10,20,213.758,1728,908,6.8,23.06666667,22.4315991,27.975,2.584165573,1.26285544,12.08472222,13.43770833,17.005,22.7925
8069500,0.580345712,4628,5,27,8,198,1139,78,0,65,14,18,200.355,1609,908,6.7,23.6,22.9697112,29,13.61367702,6.617686391,12.18444444,13.47694444,17.17,23.08
8070200,1.569848138,1022.7,3,36,11,192,1216,83,0,98,8,1,26.13,297,908,6.8,21.2,20.75649803,26.6,3.663623095,1.402723312,12.14444444,13.47277778,17.1,22.98
8181500,0.576940025,3335,4,160,32,196,730,48,0,58,15,10,164.53,1065,908,6.65,24.225,23.83571398,28.275,2.885340571,1.150067121,12.17319444,13.41597222,17.895,23.8275
8181800,1.085193568,4551.1,5,148,27,198,731,48,0,53,14,23,352.664,2329,908,6.8,24.9,24.5825357,29,3.377293825,1.426934838,12.12972222,13.40909722,17.785,23.7225
8188060,0.938888889,9288.3,5,77,19,201,743,49,0,33,23,13,204.24,1436,908,7,24.275,23.46215191,29.15,7.452239037,3.204545975,12.20027778,13.41166667,17.93,23.81
8211200,0.144791667,43270.7,6,21,13,209,614,38,1,24,14,0,4.558,129,908,6.625,24.625,23.53125712,29.1,11.77555704,4.68856442,12.15013889,13.34569444,18.13,23.7175
8371500,0.841181062,103224.8,6,790,56,96,356,32,3,37,4,2,35.034,294,752,6.15,18,18.4533088,24.9,66.99528503,50.25267029,11.62416667,13.12111111,19.97,25.82
8374200,0.90292226,175200.3,7,819,56,126,388,30,2,28,5,1,29.187,305,892,7.3,20.36666667,20.42687971,26.3,97.91249847,66.93392181,11.81611111,13.25194444,20.07,25.82
8374510,0.81918207,185887.9,7,758,56,129,384,29,1,27,5,1,27.525,294,815,6.9,19.375,19.43161199,25.1,135.1641235,80.9867115,11.78847222,13.10069444,19.54,25.43
8375300,1.05942975,196974.7,7,619,55,133,377,29,1,25,4,1,25.985,285,908,6.3,25.225,24.406442,29.15,125.8488693,76.41338921,11.91375,13.27,19.48,25.2125
8377200,0.881488328,219103.3,7,446,55,138,374,28,1,23,4,1,23.371,264,907,7.1,22.85,21.91668967,27.325,134.3122787,80.38669586,12.07111111,13.34777778,18.85,24.8675
8412500,0.972815033,56661.5,6,840,29,135,353,25,1,18,2,0,3.136,87,908,6.7,16.9,17.34693189,24.225,12.60346842,9.287875891,11.83305556,13.331875,18.235,25.6675
8437710,1.213528694,76652,6,753,26,145,344,24,2,16,2,0,2.619,83,908,5.1,20.55,19.53424831,25.7,14.44611645,9.088606834,12.18083333,13.51708333,20.66,26.125
8446500,1.103498524,85598.7,6,705,25,148,345,24,2,15,2,0,2.671,86,908,4.75,20.5125,19.70318788,26.175,13.8647604,8.689651489,12.14833333,13.50805556,20.03,26.13
8447000,0.562555918,92094.3,6,664,25,151,347,24,2,14,2,0,2.535,86,908,6.925,21.9,20.9251242,27,15.82548714,10.51415634,12.27083333,13.55625,19.37,25.46
9041400,0.263201058,723.1,3,2422,75,20,468,53,7,71,10,0,0.423,81,951,8.3,7.075,7.212128092,10.225,2.117474556,0.626070261,12.18138889,14.10111111,16.31,22.93
9406000,0.092261905,2439.3,4,1101,119,88,410,35,0,57,3,0,0.905,102,925,8.05,12.85,13.87070595,20.125,2.449432731,1.505838394,12.1675,13.88111111,19.38,25.9575
A2390542,1.802845473,670.5,4,73,4,143,561,44,0,1,29,0,4.547,229,950,0.626979167,16.625,17.14254702,19.01864583,0.020771572,0.016447915,13.27986111,13.49208333,23.395,24.465
A2391077,1.247191276,49.8,1,4,5,144,697,67,0,14,5,0,0.532,316,950,8.813020834,15.86354167,15.91374682,18.88354167,0.236541376,0.147653118,11.96333333,13.65638889,14.99,22.945
A2391078,0.965570738,49.8,1,4,5,144,697,67,0,14,5,0,0.532,316,950,6.766666667,16.15833333,16.46679949,19.2353125,0.226227984,0.149954621,12.29180556,13.79659722,16.05,23.3125
A2391081,2.836669655,213.9,3,26,10,150,550,45,1,10,9,0,0.143,127,950,11.98833333,4.694097581,8.11747539,14.70179888,0.007646358,0.001395319,11.54083333,13.41881944,13.95,22.0975
A2391082,0.354583333,151.5,2,14,8,150,544,46,5,0,5,0,0.129,182,950,9.476145834,12.55291667,13.58410814,17.51239583,0.00993301,0.004724544,11.48555556,12.71847222,12.635,20.3525
A2391085,2.115353969,289.3,2,30,7,148,601,48,0,3,13,0,1.248,195,950,0.16,19.379375,20.068337,31.3414558,0.01982047,0.008809352,11.10638889,12.51145833,11.855,18.395
A2391086,2.629875394,2623.5,4,35,6,146,559,44,1,0,23,0,2.285,227,950,0.07,16.275625,16.45284864,18.49854167,0.09965457,0.065471768,11.32444444,12.97319444,10.86,19.065
A2391140,1.063645833,1293.3,3,27,8,149,573,46,0,1,14,0,0.5,155,950,12.62360719,15.76416667,17.07322126,19.9184375,0.100860387,0.052648223,12.01430556,12.76236111,12.79,15.07
A2391152,0.932010313,19.2,1,21,9,152,516,42,0,18,6,0,0.128,45,950,8.119479167,15.02041666,15.84450085,19.17270833,0.011949816,0.005356894,11.81166667,13.71375,15.145,23.7625
A4260580,1.914439934,55.9,2,30,4,174,257,17,66,0,0,0,0.016,160,950,10.489,12.45766808,13.19370252,14.355,0.015813442,0.007582664,10.34555556,10.90444444,11.63,14.27
A4260594,0.721157239,761788.9,9,28,18,174,569,40,4,18,13,0,2.616,133,950,8.085,19.19291667,18.79161361,23.29135196,310.3262634,231.2173462,12.24611111,13.72625,18.34,26.165
A4260644,1.452627685,121.2,1,43,6,171,268,18,8,0,85,0,0.693,139,950,10.135,13.18379293,15.05636967,18.57940677,0.172391251,0.112602517,10.35833333,11.17194444,11.23,13.92
A4260703,1.328377149,759427.8,9,40,18,175,570,40,4,18,13,0,2.587,133,950,7.872026741,18.99083333,18.53294876,22.8396875,298.4831238,227.41436,12.01333333,13.53319444,17.82,25.71
A4261022,0.608789878,758540.8,9,34,18,175,570,40,4,18,13,0,2.59,133,950,8.223333333,18.95818479,18.72662798,23.7209375,305.5174561,237.7554016,11.92638889,13.51277778,18.23,26.41
A4261023,0.899604927,759706,9,21,18,175,570,40,4,18,13,0,2.598,133,950,8.380416667,18.80284455,18.29762999,22.73679701,305.7113647,232.4299164,11.89694444,13.43916667,17.11,25.53
A4261024,0.709578666,760329,9,29,18,175,569,40,4,18,13,0,2.61,133,950,8.583333333,18.37083333,18.061921,22.10354167,308.7460938,230.4858398,11.84083333,13.54472222,16.91,25.65
A4261107,0.467348209,33.5,1,42,7,173,256,17,54,0,0,0,0.008,133,950,10.2603125,12.011875,13.02696907,13.18125,0.022222476,0.011654756,10.33180556,10.88798611,11.63,14.28
A4261108,0.841840693,62,1,28,8,170,259,18,84,4,12,0,14.036,268,950,8.220833333,17.91382098,18.24159822,22.8975,303.2791138,232.9969101,12.03777778,13.60604167,17.855,26.2925
