gauge_id,mean_intensity,UPLAND_SKM,ORD_STRA,ele_mt_cav,slp_dg_uav,tmp_dc_uyr,pre_mm_uyr,ari_ix_uav,wet_pc_ug2,for_pc_use,crp_pc_use,urb_pc_use,ppd_pk_uav,rdd_mk_uav,hdi_ix_cav,DO_P25,WT_median,WT_mean,WT_p75,Q_median,Q_p25,daylength_median,daylength_p75,solar_median,solar_p75
2358000,0.09,44606.1,6,35,18,175,1314,93,2,59,22,8,85.336,877,892,7.025,22.1,21.85030736,27.975,481.5818176,317.110466,12.20916667,13.64458333,17.075,21.9675
2359170,2.102734852,49882.4,6,12,17,177,1331,94,5,59,21,7,78.376,817,892,5.4,23,22.48186113,28,514.8808594,351.6599274,12.2675,13.59930556,17.92,23.09
2394682,0.28587963,19,1,264,24,154,1337,101,0,71,31,0,59.504,570,921,7.9,16.075,16.45006315,21.775,1.307207227,0.231960721,12.38402778,13.87395833,17.37,22.5925
2423571,0.76606154,130,1,236,42,163,1438,107,0,34,2,58,548.508,7528,803,7.45,18.325,17.83609174,23.55,1.592486382,0.659814715,12.43888889,13.78638889,17.06,22.84
29033,2.606158553,494.8,3,76,58,73,1036,177,0,0,17,4,54.295,417,929,9.446844802,10.15,10.28750825,14.85,6.822356224,2.70443368,12.49361111,15.4825,8.35,15.08
29040,3,1939.2,4,7,32,89,732,118,0,2,53,2,51.148,446,918,9.219014904,9.7,9.67678696,14.15,13.02196312,7.02941072,11.23416667,14.52451389,6.68,12.9925
29041,1.884181431,1974.1,5,9,43,88,959,153,0,0,22,48,1041.222,3206,929,5.864488766,9.9,10.85513255,15.25,28.22689819,12.98152113,10.96333333,14.53583333,6.22,12.97
29043,2.331504024,8114.4,5,12,24,92,749,114,0,1,39,27,691.911,2378,895,7.627703233,11,11.32558233,15.85,55.38407516,33.0585146,11.21472222,14.87166667,6.73,13.48
29044,0.539180888,959.1,4,23,50,89,977,156,0,0,23,50,905.212,3150,890,5.189481114,10.5,11.09605485,15.55,14.01830053,6.654341936,11.63222222,15.19083333,7.39,14.135
3123499,0.324444444,20.7,1,149,8,131,1132,96,0,10,2,100,1899.968,8892,826,6.1,28.175,26.84781212,29.22708333,7.32E-04,3.50E-10,12.74694444,13.5225,18.89,21.79
3219500,0.390910446,1662,3,278,4,98,922,89,0,1,76,2,44.359,575,925,6,18.85,17.32405115,22.7,5.835819006,2.152095199,13.39458333,14.57,16.79,22.66
3254520,1.115960239,9293.7,5,204,45,120,1149,99,0,61,39,1,23.726,323,814,7.4,15.5,15.36178935,23.45,52.17969131,26.36360693,12.10930556,13.98354167,13.94,20.85
3284533,0.7972512,52.1,2,296,13,126,1172,103,0,6,32,49,619.71,4054,814,5.6,12.1375,14.74804706,22.675,0.122467726,7.36E-04,11.895,13.65222222,16.1,22.08
3287590,0.649548852,12.7,1,304,12,125,1164,103,0,0,37,52,475.305,1794,814,4.7,17.6625,15.53858995,22,0.010135639,4.32E-07,12.10444444,13.735,14.22,21.82
3289193,0.5515625,27.2,2,281,12,126,1159,102,0,0,2,91,1471.101,7661,814,7.4,15,14.97570292,19.25,0.669681787,0.391319692,12.2475,13.99,13.56,20.97
3289200,0.309375,96.2,2,273,13,126,1152,101,0,5,26,65,934.619,5137,814,6.725,18.8,17.8092559,22.275,0.500056982,0.157233894,12.33972222,13.93555556,13.93,21.14
3290500,1.323958333,211.6,2,220,31,123,1158,99,0,75,28,0,11.463,346,814,7.6,16.6,16.84459814,24.2,156.5801468,69.37585068,11.36583333,13.59958333,12.445,19.2275
3292470,0.535827851,177.3,2,210,22,124,1160,100,0,17,33,4,85.347,879,820,7.625,14.225,14.36570441,22.4,0.876748532,0.196776036,11.83388889,13.72895833,13.32,20.095
3292474,0.454847828,18.2,1,206,10,127,1160,99,0,8,4,95,774.934,6838,814,7.4,13.95,14.33119492,20.275,0.278453901,0.060387151,12.05152778,13.85430556,13.095,20.6075
3292475,0.372596154,29.3,1,188,15,128,1152,98,0,20,3,75,729.251,7182,814,7.75,14.4,14.24333725,20.55,0.226465128,0.010850418,12.20597222,13.98333333,14.03,20.86
3292480,0.351666667,29.3,1,188,15,128,1152,98,0,20,3,75,729.251,7182,814,7.95,14.4,14.17858711,20.5,0.244314596,0.018519353,12.05611111,13.99972222,13.54,20.91
3292500,0.736262608,33.4,1,168,8,130,1147,97,0,8,2,100,1634.753,8806,814,6.2,16.35,15.87752121,22.725,0.477022827,0.230871432,12.00861111,13.83333333,13.62,20.165
3293000,0.350782077,88.8,2,161,9,129,1152,98,0,8,4,99,1091.036,7709,834,7.3,15.525,15.74071143,21.9,0.370678335,0.110114872,12.12583333,13.86861111,13.66,20.83
3293500,0.644668146,88.8,2,161,9,129,1152,98,0,8,4,99,1091.036,7709,834,5.65,15.25,15.45463928,22.175,0.392977536,0.148339868,12.12055556,13.94763889,13.55,20.865
3293510,0.926408666,88.8,2,161,9,129,1152,98,0,8,4,99,1091.036,7709,834,4.375,14.2,14.55900409,21.2,0.997507453,0.574727923,11.41305556,13.29902778,12.35,19.075
3293530,0.45890129,235021.7,7,145,61,104,1093,101,1,74,23,4,64.961,675,921,6.4,14.6,14.39274278,20.875,3040.028442,1491.263763,12.20125,13.96416667,13.735,21.12
3294570,0.776236769,275.5,3,137,18,132,1149,97,0,23,7,75,841.579,5856,814,6.3,13.65,13.57460867,21.3,0.246157631,0.014661716,12.0625,13.895,13.42,20.84
3297800,0.370279223,31.6,2,163,28,132,1198,99,0,13,19,0,51.434,292,814,7.85,13.825,13.78295882,20.75,0.496760935,0.188122496,12.09069444,13.95729167,14.1,21.25
3297900,0.416136717,247.8,3,217,17,124,1167,100,0,4,39,16,156.417,1610,814,6.35,13.725,13.8762674,21.4,1.872201979,0.924493954,12.12944444,13.84909722,13.815,20.38
3298135,0.83550131,43.4,1,208,18,128,1169,99,0,26,10,73,582.853,4853,814,7.725,15.25,15.06435422,21.175,0.305007532,0.059122422,12.0675,13.84909722,13.865,20.24
3298150,0.515306122,43.4,1,208,18,128,1169,99,0,26,10,73,582.853,4853,814,7.75,15.65,15.38991285,22.35,0.309094459,0.071723819,12.08972222,13.9225,13.58,20.75
3298200,0.697932331,587.7,3,190,20,126,1171,99,0,21,31,19,173.706,1891,814,7.533333333,14.45,14.64512846,22.65,4.090788841,2.309108138,11.54694444,13.30819444,12.78,19.275
3298250,0.964160034,33.9,1,203,14,130,1173,99,0,14,17,61,629.643,4466,814,7.55,15.1,15.14225948,21,0.683069348,0.378774822,12.1525,13.90055556,13.92,21.16
3298300,0.66695702,19.9,1,193,11,130,1170,99,0,2,15,59,658.846,5496,814,6.25,14.3,14.40097173,21.6,0.701384783,0.384382419,12.0775,13.96680556,13.66,20.7175
3301940,0.589709842,44.6,1,179,10,131,1157,98,0,0,8,95,1096.247,6570,814,7.275,15.4,15.61429308,22.725,0.475684494,0.234744556,11.89666667,13.96958333,13.22,20.295
3302000,0.771056951,256.4,3,166,16,132,1149,97,0,18,6,78,874.587,6175,814,6.525,15.725,16.08368886,24.625,1.749668956,0.770906091,11.80222222,13.87,13.49,20.38
3302030,0.912871737,26,1,176,46,132,1155,99,0,82,16,13,119.234,816,814,6.525,14.825,14.98087449,23.025,1.944380164,0.983211845,11.73888889,13.67611111,13.155,19.8225
3302050,0.410189547,26,1,176,46,132,1155,99,0,82,16,13,119.234,816,814,5.75,13.725,13.96171915,20.725,1.950152278,1.060578912,12.08263889,13.89048611,13.425,20.665
3321500,0.272009608,23713,6,116,26,135,1277,105,5,36,43,1,27.545,378,821,6.625,16.925,17.17168672,25.2,185.3710022,105.2861595,12.13652778,13.85368056,14.34,21.3075
3353415,0.747436561,28.2,1,271,2,107,1028,96,0,47,39,30,318.653,3639,921,6.05,12.525,12.88547439,19.775,0.943044841,0.204453163,12.56166667,14.22388889,14.78,21.25
3353420,0.709561288,28.2,1,271,2,107,1028,96,0,47,39,30,318.653,3639,921,6.525,13.375,13.15972664,19.725,0.885298193,0.274703756,12.31444444,14.12916667,13.91,20.875
3400800,0.556568458,153.1,2,478,141,117,1299,113,0,100,2,0,7.793,219,841,7.4,19.125,18.34289711,22.6,1.576436281,0.092093576,13.58444444,14.37208333,19.62,23.565
3414000,0.258560606,14915.4,6,218,84,125,1314,111,0,79,15,1,25.36,322,814,6.2,11.7,11.79382447,14.1,155.5521393,85.80792618,11.97972222,13.60736111,14.72,21.705
3417500,0.265,18810.9,6,186,79,127,1324,111,0,79,15,0,22.495,297,810,8.4,14.85,14.2211244,16.4,158.0858154,101.7047482,13.33458333,14.24777778,19.185,23.51
3418420,0.947986111,20908,6,192,78,128,1330,111,0,78,17,0,23,305,810,7.8,18.8,17.88950791,20.5,164.8522949,110.0528336,13.4775,14.30354167,19.6,24.15
3430200,0.563167134,72.8,2,143,22,144,1231,98,0,22,15,72,626.278,3764,810,6.5,16.9,16.72369873,23,22.33067322,11.54203367,12.20055556,13.83361111,15.13,21.695
3431083,0.281550265,284.3,3,144,29,144,1238,98,0,40,10,63,660.826,4535,810,7.275,16.85,17.09719963,23.8,2.146509647,0.23560138,12.16055556,13.82333333,14.86,21.6275
3431514,0.841547619,33339.1,6,143,64,132,1351,111,0,67,21,3,51.204,532,810,7.5,16.9,17.16566949,24,376.0967255,219.5274582,12.23125,13.86902778,15.345,21.75
38171,0.324444444,235778.3,7,138,61,104,1093,101,1,74,23,4,65.995,682,921,6.1,28.175,26.84781212,29.22708333,1324.608765,791.8582764,12.74861111,13.52611111,18.89,21.79
401011281104040_,3,2912.2,5,104,95,46,1216,178,1,84,3,1,22.362,147,897,9.7,7.4,9.098100835,16.5,73.0447998,43.81476212,12.26666667,14.52111111,10.16,16.21
401031281101050_,2.975538657,12802.6,6,8,90,53,1260,176,0,74,11,4,85.208,423,897,8.6,8.6,9.566034012,17.6,326.6028748,213.8250198,12.34888889,14.32527778,10.04,17.08
401031281104010_,1.88244302,1471.5,4,132,128,28,1359,213,1,64,16,1,19.088,140,897,10.4,7.3,8.285905738,14.3,32.19961166,19.2612381,12.22972222,14.49194444,10.48,16.68
401061281105020_,2.50882243,1230,4,8,120,57,1293,179,0,95,3,0,8.528,165,897,9.7,9.2,9.83600075,17.3,26.92367172,17.98624706,12.22652778,14.30402778,10.675,16.7875
401081281107070_,1.277421903,2850.1,4,37,94,45,1552,219,0,51,22,3,39.1,183,897,8.4,9.1,9.181394193,14.5,54.91722488,36.68301487,12.13611111,14.27013889,11.185,16.9875
401081281107090_,1.82,8243.7,6,12,90,46,1340,191,0,62,19,2,38.473,166,897,9.3,8.8,9.101067,15.4,150.4498444,104.3165436,12.13694444,14.31861111,11.1,17.08
401101281108051_,2.743357038,8.2,1,70,62,61,831,124,0,87,35,0,106.678,277,897,8,9.8,10.07832083,19.1,19.82024574,12.23942947,12.29763889,14.45604167,10.87,16.55
402011282206020_,2.932857143,4148.3,5,156,79,107,1355,149,0,61,17,14,255.02,985,895,8.7,14.2,14.15159079,21.2,65.30478287,47.69096756,12.35944444,13.98805556,11.795,17.5075
402011282218040_,2.978571429,1875.1,5,228,61,108,1371,149,0,47,28,14,228.323,1239,895,11.5,5.8,6.334754192,8.5,30.03769684,21.79284859,10.3025,11.21194444,9.16,11.86
402011282218070_,2.357142857,2930.8,5,151,66,108,1352,148,0,54,22,13,240.638,1028,895,8.8,12.9,13.22201521,19.8,39.04228592,26.27924919,12.34916667,13.95972222,12.23,18.505
402011282218090_,2.464130435,4089.9,5,149,78,107,1356,149,0,60,17,14,257.707,964,895,8.2,13.8,14.16100823,20.4,68.14478683,48.33202553,12.13416667,14.03388889,11.5,17.16
402011282228040_,1.910882353,199.8,3,412,75,102,1394,159,0,54,11,6,91.92,693,895,9.1,13,12.83719642,18.9,2.956929684,1.936480045,12.51722222,13.98277778,12.43,18.7
402011282228070_,2.357142857,4.6,1,391,58,110,1310,142,0,0,20,0,309.755,396,895,8.8,12.9,13.22201521,19.8,2.956929684,1.940077305,12.34638889,13.93708333,12.23,18.505
402011282228160_,0.95,199.8,3,412,75,102,1394,159,0,54,11,6,91.92,693,895,8.5,13.8,13.42384253,19.6,2.992724657,1.951928854,12.44611111,13.98722222,12.48,18.69
402021282206050_,2.48125,309.7,3,92,124,97,1427,168,0,81,2,17,1311.491,2551,895,11.7,6.8,7.654586802,9.7,8.765777588,6.639416695,10.59638889,12.13,8.14,12.2
402031282207080_,2.550978261,789,4,22,67,103,1400,163,0,65,16,10,95.176,1776,895,9.3,11,12.43275755,19.4,19.87651062,13.18030119,12.06638889,13.95263889,11.35,17.205
402031282207090_,2.131571613,1295,4,19,58,108,1344,156,0,60,17,11,158.233,2295,895,8,13.8,13.69907769,20.7,29.79056358,20.47101021,12.13027778,13.97388889,11.44,17.17
402041282204010_,1.291666667,1076.9,5,225,86,75,1469,185,0,86,4,3,121.675,457,889,10,10.5,10.94762713,16.4,23.78829098,14.68111444,12.20777778,14.10048611,11.14,16.69
402041282204050_,1.695310134,2634.4,5,121,94,80,1467,180,0,72,7,8,167.352,451,889,9.2,12,12.1382107,18.2,65.72269821,41.33529568,12.47527778,14.20527778,11.8,17.48
402041282204090_,2.96969697,5531.6,5,48,103,83,1467,179,0,65,10,6,124.175,451,889,9,12.3,12.34197493,18.8,143.6332626,92.94828415,12.30138889,14.09645833,11.49,17.1275
402041282204110_,2.365854323,7098.5,5,118,98,85,1450,175,0,60,11,7,122.872,464,889,9.2,12.6,12.62395629,19,187.0564575,124.9507675,12.11722222,14.01083333,11.81,17.78
402041282207090_,2.956481481,10016.4,5,4,89,90,1415,170,0,56,13,7,125.696,519,895,8.6,13,13.088774,20.1,47.56441116,31.96204424,12.16055556,14.01256944,11.55,17.28
402041282220220_,2.878571429,1076.9,5,225,86,75,1469,185,0,86,4,3,121.675,457,889,11.2,6.6,7.738811007,10.8,20.98626137,11.46877027,11.14263889,13.09333333,10.185,14.9775
402051282201010_,2.002642185,1873.1,4,89,103,82,1379,171,0,85,3,3,57.885,495,878,9.2,11.7,11.72001415,18.4,40.35551643,28.08848667,12.43847222,14.26284722,10.81,16.8225
402071282201010_,0.462333333,19.2,1,285,128,93,1427,177,0,75,1,6,348.188,264,878,9.1,12.9,12.24073195,18.5,18.35852814,10.82577848,13.18611111,14.5475,12.06,18.875
402071282201080_,0.918098219,1456.6,5,9,108,87,1438,181,0,75,3,14,176.914,458,878,7.5,11.2,12.01945479,18.7,64.63172913,40.48130608,12.35694444,14.22388889,10.63,17.21
402081282211040_,2.902364228,3750.2,5,83,129,87,1538,190,0,92,2,3,46.671,422,885,9.9,9.7,10.89321412,17.4,144.6192322,99.93135262,11.99472222,13.96395833,9.995,16.5725
402091282209020_,3,4026.2,5,23,110,92,1669,198,0,71,10,4,85.59,419,885,9.2,13.4,13.10224509,19.8,177.3401794,115.0380363,12.45569444,14.21902778,10.74,16.79
402101282209020_,2.685714286,863.6,4,12,103,96,1835,217,0,86,4,0,71.897,440,885,9.3,11.9,12.14047483,18.7,48.27568817,30.42672348,12.32694444,14.15055556,10.6,16.89
402111282214070_,2.96,3516.1,5,84,123,96,1596,182,0,68,9,11,192.352,421,892,9.2,9.8,11.27569781,18,130.541008,85.00365448,12.19444444,13.93770833,10.73,16.25
402111282216010_,0.747727273,36.9,2,96,106,102,1744,194,0,97,0,0,51.457,335,892,9.3,11.7,12.83669277,20,163.4664307,103.210434,12.31638889,14.01833333,11.45,17.34
403011283322030_,0.54812253,10.7,1,27,10,138,1424,144,0,0,4,44,560.835,5501,896,11.1,6.3,6.988517469,8.7,20.99757385,13.84288025,10.20416667,11.04055556,10.68,13.2
403021283322090_,1.178231293,2496.5,5,34,77,113,1528,164,0,52,33,9,158.276,2602,896,8.4,15.5,15.07717359,20.7,40.02291679,25.45155811,12.17777778,13.83256944,12.82,18.5625
403031283301050_,2.313834429,9.4,1,20,0,145,1293,122,0,0,5,100,1266.953,6366,894,7.7,13.5,13.9801482,19.9,2.104919553,1.111174822,11.96277778,13.68201389,11.99,17.0925
403031283301060_,2.114950807,8931.3,6,15,112,108,1504,164,0,56,15,28,387.405,2817,888,7.7,14.9,15.19246185,21.3,152.9283752,95.2112484,12.21277778,13.821875,12.35,17.37
403031283301222_,0.317258852,1265.5,4,17,128,116,1580,169,0,56,19,26,454.05,2651,900,6.6,20.3,19.06500064,25.6,1.663020551,0.867562443,12.78097222,14.05298611,11.685,17.4675
403031283302041_,3,12338.6,6,6,100,111,1524,166,0,48,17,33,443.109,3079,896,10.8,7.2,7.78092962,9.6,149.4913788,104.1728134,10.23472222,11.06638889,10.61,13.02
403031283302051_,2.980219713,12523.2,6,7,98,111,1521,165,0,47,17,34,477.12,3126,896,11,6.8,6.425447427,9.7,150.6725769,104.2168655,10.15194444,10.94097222,10.35,12.395
403031283302091_,1.451827485,37.2,2,11,24,145,1471,157,0,14,50,20,376.008,3516,893,11,6.6,7.129471545,9.125,0.625600338,0.35631822,10.68277778,11.92513889,11.795,14.1575
403031283302231_,2.213939322,73.1,2,14,9,148,1364,136,0,0,2,100,4066.334,7943,893,11.6,7.8,9.159924558,12.1,1.696504474,1.065992832,10.45972222,11.49722222,10.72,13.7
403031283303010_,1.591891955,262.8,3,11,53,135,1344,132,6,35,23,21,441.484,4163,896,11.2,8.6,9.532071396,11.9,2.436559558,1.595512092,10.34888889,11.47548611,10.88,14.1325
403031283303071_,2.592857143,84.4,2,2,8,141,1348,135,23,4,45,31,396.068,2146,896,10.9,8.1,8.492133275,10.7,12.44932175,8.163015604,10.24611111,11.32631944,10.595,13.42
403031283303091_,3,21.4,1,0,0,144,1421,148,57,0,41,36,241.964,1471,896,10.8,7.3,7.915688623,9.8,23.71018219,16.40445709,10.34694444,11.305,10.29,12.69
403031283303100_,2.2,1459.4,4,3,27,138,1349,134,11,17,35,36,477.513,3822,896,7.8,17.4,16.77715371,23.6,24.22872162,16.46840477,12.11833333,13.83916667,12.19,18.38
403031283303160_,2.349408602,12.3,1,36,13,140,1431,149,0,37,85,0,249.807,3487,896,11,9.4,11.01694729,13.4,5.991753578,3.867899776,10.64805556,12.015,11.39,15.54
403031283303181_,2.986666667,321.7,3,4,12,140,1400,143,0,6,57,22,280.245,3474,896,11.1,8.4,9.666846746,11.6,6.905592918,4.42092824,10.63277778,12.01875,11.2,15.985
403031283303191_,3,5,1,29,22,144,1478,160,0,0,36,72,718.487,5843,896,10.8,8.2,8.590946502,10.5,7.009287596,4.561619759,10.42638889,11.54611111,10.51,13.3375
403031283305030_,0.65,9.4,1,11,8,149,1371,136,0,0,0,100,4267.397,9360,888,7.4,19.7,18.99175976,23.8,1.427385509,0.733126283,13.05041667,14.19381944,13.82,19.975
403031283305120_,0.238117785,462.7,3,3,2,148,1354,131,0,0,6,99,2800.095,7015,912,5.4,16.8,16.30347481,22.3,10.17344618,5.905864716,11.87194444,13.625,12.495,18.205
403031283305140_,0.233552211,634.5,3,4,2,148,1365,133,0,0,4,99,4039.995,7606,936,4.2,18.4,18.04099515,23.8,12.60688972,7.472467184,12.14638889,13.8175,12.9,18.545
403031283305470_,0.809568785,79,2,10,8,150,1385,138,0,0,0,100,6724.524,11213,934,2,22.8,20.59515366,26.6,3.653287172,2.312812805,13.80194444,14.45493056,14.675,20.3475
403031283306041_,1.062074128,727,3,69,162,101,1720,194,0,74,19,12,347.685,1649,900,7.9,16.4,15.77700885,21.4,11.85726738,6.484699607,12.30805556,13.865625,12.85,18.765
403031283307130_,3,602.6,4,25,18,135,1386,135,0,18,49,41,410.78,4006,896,7.4,17.2,16.53920889,22.1,8.015565872,4.606760383,12.23652778,13.87986111,12.085,17.5375
403031283323030_,2.601144023,1356.7,4,64,114,117,1236,123,0,68,9,23,400.77,3159,901,6.6,17.8,17.06952941,20.6,12.30165911,7.031222105,12.64194444,14.01645833,12.935,18.25
403041283309010_,0.855987375,2533,5,11,99,128,1414,142,0,49,7,49,1797.594,4466,901,5.6,18,17.55572214,22.7,37.27471924,23.01680946,12.15611111,13.86694444,12.71,18.67
403051283310040_,1.579238784,715.4,4,112,202,103,1589,170,0,88,6,13,483.176,1264,936,6.7,16.3,15.11441986,20.8,12.84837246,8.476384163,12.46777778,13.97472222,13.42,19.06
403051283310050_,2.821571031,761.6,4,82,191,106,1583,168,0,83,5,19,756.658,1626,936,7.2,15.3,14.72055916,21.1,13.91767836,9.159784079,12.12569444,13.80861111,12.89,18.625
403051283310100_,0.65,1206,4,23,135,120,1549,160,0,59,5,44,3094.326,4607,926,4.6,22.4,23.30564815,25.8,29.86570168,14.93949509,14.48194444,14.53861111,20.22,23.43
403051283310180_,0.746381739,156.3,3,101,81,136,1511,147,0,50,9,65,3435.776,5858,936,6.7,17.3,16.78385348,21.1,2.434782028,1.454030067,12.12083333,13.84340278,12.845,18.32
403061283310030_,1.248736985,253.8,3,6,23,151,1494,148,0,3,0,100,8263.519,11404,903,2.4,19.8,19.48022017,24.025,5.854908943,3.200655699,12.23472222,13.81305556,12.91,18.64
403071283310010_,1.53170904,1657.4,4,10,143,112,1677,176,0,73,10,22,893.122,1928,903,6.7,19.4,19.06637718,23,33.14653397,21.16367435,12.18805556,13.89986111,12.745,18.5425
403081283324004_,2.912318779,2179.5,5,322,146,95,1579,176,0,74,10,18,277.899,390,902,7.3,15.1,15.32559807,21,32.90749931,21.02941942,12.12069444,13.72583333,13.15,17.93
403081283324009_,2.72498864,955.3,4,267,142,99,1571,172,0,74,7,24,413.161,399,902,7.4,15.8,15.04384998,20.6,12.68805122,7.779923439,12.28305556,13.83666667,13.25,17.97
404021284402300_,2.82124183,7473.6,6,2,154,91,1709,201,1,76,11,4,67.795,432,899,9,11.2,11.62269052,17.9,301.7005157,207.3520775,12.14916667,13.88770833,10.73,17.09
404021284415300_,2.61838596,958,4,181,154,86,1636,194,0,92,4,3,66.956,494,895,8.3,12.8,12.64665431,18.7,25.50749683,17.47698784,12.15805556,13.89951389,10.83,17.3875
404031284401300_,2.651556568,1216.2,4,-1,76,120,2001,218,0,53,16,31,473.009,559,899,7.9,14.1,13.9533082,20.8,76.50057602,44.31828117,12.32152778,14.02638889,11.035,17.5825
404031284403300_,2.448011603,10291.5,6,19,150,88,1613,187,0,69,14,12,177.923,474,899,9.3,12.2,12.8377683,19.6,347.4830933,247.6644058,12.3425,14.00222222,11.17,18.03
404031284416160_,2.082706637,624.2,4,627,150,88,1445,161,0,68,7,24,222.336,456,907,10.1,14.7,14.39626338,18,9.361384869,6.350890517,12.68847222,14.06270833,12.23,17.8125
404031284416300_,1.90785835,2546.4,5,372,126,82,1417,164,0,75,13,14,178.099,516,907,9.5,14.2,13.19121706,19.9,34.51384163,21.79824877,12.28902778,13.91694444,12.615,17.895
404031284416310_,2.238888889,624.2,4,627,150,88,1445,161,0,68,7,24,222.336,456,907,10.2,13.4,13.34547675,16.9,9.516695023,5.583678007,12.03111111,13.76111111,10.85,16.575
404071284408030_,3,382.9,4,133,201,68,1902,244,0,56,39,8,273.762,447,909,8.8,11.9,12.83468383,18.6,16.09191704,10.30237389,12.2325,13.83805556,11.84,17.32
404081284408040_,1.791911765,2756.4,5,4,169,89,1952,225,0,85,10,9,116.565,325,909,8.5,12.9,13.05135846,18.3,119.2968445,79.18717575,12.21388889,13.90444444,11.61,17.24
404101284408300_,1.9,600.1,4,8,77,128,2371,251,0,54,23,34,288.432,660,909,10.7,6.2,6.39807581,7.4,63.96093178,47.53366947,10.05666667,10.65256944,5.89,7.925
404121284412020_,2.9,204.8,3,19,132,122,2436,263,0,94,3,4,291.843,456,907,8.5,14.1,13.9724368,18.4,11.53190804,5.386778712,12.25875,13.86972222,11.59,17.565
405011285508040_,1.790244291,848.6,4,18,94,134,2065,218,0,72,7,25,512.277,664,910,8.2,17.1,16.87625728,20.7,23.30940151,13.39978456,12.10708333,13.66291667,12.99,17.67
405061285512050_,3,8.1,1,15,4,158,1801,177,0,0,9,100,1163.302,5298,916,10.8,8.3,8.956092022,10.4,16.36758232,10.44587564,10.33777778,11.16034722,11.16,14.2175
405071285512021_,1.754545455,1367.5,4,46,110,125,2084,214,0,90,2,9,322.407,1832,916,8.6,16,15.68774832,21.6,39.73329544,23.55601788,12.28833333,13.75791667,13.67,19.47
405071285512040_,3,1835.2,4,9,100,131,2006,204,0,82,2,18,494.945,2633,916,10.8,8.2,8.680837881,10.5,36.84076309,24.65932989,10.34402778,11.06923611,11.18,14.01
405081285505031_,0.762824675,5.3,1,511,70,126,2140,212,0,73,6,55,210.155,1746,897,8.5,13.5,12.96528708,18.5,2.316740394,1.429823816,12.32402778,13.80444444,13.685,19.45
405081285505035_,1.839921053,49,2,534,70,124,2131,211,0,74,15,10,111.044,2597,897,8.2,13.6,13.38669442,19.7,2.232853174,1.410853863,12.35666667,13.78166667,13.69,19.59
405081285511070_,1.15122549,887.1,4,5,51,145,1891,180,0,42,5,58,1892.979,5747,916,7.3,19.4,19.19481344,24.8,18.71987343,11.08316326,12.50805556,13.88944444,13.07,19.64
405091285502090_,0.185,1944.5,4,6,142,123,2211,228,0,79,1,19,369.461,2091,897,8.4,17.1,16.40012572,22.1,60.89340019,38.41383553,12.18777778,13.766875,12.19,18.22
405091285502120_,2.420833333,1989.7,4,4,139,124,2203,227,0,77,1,21,385.408,2201,897,8,16.4,16.24040095,21.5,73.5357666,46.68394089,12.17027778,13.77583333,12.29,18.695
405091285502200_,0.670555556,1649.1,5,1,175,120,2127,234,0,79,2,17,227.159,2253,897,6.4,18,17.31615792,22.7,66.45882797,40.45900822,12.31958333,13.85270833,12.445,18.58
405091285515010_,1,7115.6,5,1,153,106,2037,220,0,83,4,13,248.765,1404,910,8.4,16.9,16.31079074,21.7,136.988327,91.44568825,12.1675,13.78527778,12.275,18.2125
405091285515070_,1.0675,1756.6,5,26,170,122,2110,231,0,77,3,18,236.999,2417,897,7.7,16.4,15.8840808,21.5,68.6888504,42.03432465,12.3325,13.83444444,12.52,18.4
405091285515090_,0.731818182,108.6,2,30,61,141,1779,180,0,33,1,61,841.94,4204,903,10.7,8.9,9.291998978,10.1,163.5891113,119.9995575,10.96,11.68055556,8.94,13.08
405091285515110_,0.25,1989.7,4,4,139,124,2203,227,0,77,1,21,385.408,2201,897,7.8,17,16.41444206,21.7,67.13305664,42.33867455,12.16152778,13.77381944,12.16,18.255
405091285515170_,1.308695652,266.5,3,28,85,137,1825,187,0,49,4,40,402.465,3706,903,10.5,8.2,8.594122024,9.125,277.5682678,180.4957809,11.23888889,11.71416667,11.29,14.09
405111285514021_,3,560.4,4,2,107,138,2044,207,0,76,5,14,368.935,2004,903,8.4,17.3,17.09570384,23.2,17.29795074,10.24973679,12.24944444,13.71833333,13.5,19.54
405131285514021_,2.791666667,777.3,4,29,181,138,2541,266,0,97,2,3,87.283,968,903,8.4,17.2,17.12534293,21.7,32.0164299,18.12750626,12.24833333,13.74055556,13.45,19.51
406021286614020_,2.588865546,10.1,1,291,85,143,1974,195,0,28,14,42,137.303,3651,887,8.3,16.1,15.8105344,21.3,22.51224709,14.41721916,12.30166667,13.83527778,13.51,19.61
406021286614090_,1.21318029,1616.3,4,52,154,133,2131,228,0,79,5,12,156.664,1863,886,10.8,9.2,10.53027715,12.4,54.14075851,33.04637718,10.66777778,11.84125,9.79,13.795
406021286614111_,1.409812099,1721.5,4,65,148,134,2099,224,0,76,5,15,248.278,1918,901,8,17.4,17.40796965,23.3,63.13897705,39.47349167,12.32875,13.75618056,13.355,19.58
406031286607040_,1.098305471,714.7,5,141,58,147,1741,163,0,21,6,65,1400.239,5219,888,6.8,19.5,19.02302871,25.2,17.44871521,10.68836975,12.16194444,13.74777778,13.14,18.95
406031286607060_,1.47222455,969.5,5,71,69,145,1757,167,0,26,6,60,1457.145,4765,909,7.6,18.9,18.61557053,24.4,24.57221794,14.47365212,12.19583333,13.735,13.16,19.06
