file_name,latitude,longitude
3512,25.854236,113.327856
3535,26.790429,113.204597
3547,25.072475,111.846913
4077,26.152492,112.693809
3510,27.490188,111.383624
3545,28.293453,112.958736
3550,26.894641,113.189857
3531,27.937483,112.980792
3537,27.305029,112.934515
3507,27.747428,111.305717
3518,26.542749,112.194302
3546,25.540421,113.706965
3553,25.072475,111.846913
3560,28.112444,112.98381
6424,27.7081,109.4626
6329,27.0753,109.4803
3519,27.111289,109.62923
3505,26.746337,112.685627
2113,27.094325,109.614806
3548,30.839666,111.06395
3564,27.32822,109.08309
3536,28.452749,110.38956
3499,28.445534,110.375592
3551,27.136894,110.032419
3498,29.042992,111.655849
3555,25.962041,112.48946
3538,27.603169,111.449612
3509,26.991688,111.276184
3542,26.288739,110.791755
4082,27.190669,111.536969
3543,26.743028,110.072736
2153,28.047798,113.201759
3522,27.211791,111.440175
3533,33.827571,119.307466
3556,26.756175,112.751951
4076,27.730519,112.077081
3529,27.674002,111.421332
3502,28.700937,110.007623
6252,28.705,109.5954
3559,28.787386,109.298786
3532,28.665556,112.450578
3527,25.278395,112.579064
3511,29.206544,112.515163
6251,29.063,112.2989
3494,28.81482,112.406512
3514,28.844937,112.324734
3540,29.0557678,112.3110917
4080,29.398746,112.329403
3506,26.82305,113.156194
3523,28.52605,112.150471
6250,28.6168,112.3867
3539,28.6460477,112.4147437
3544,26.296705,111.288738
3504,25.961503,111.67281
3557,26.197088,111.623754
3497,29.254035,113.028626
2532,29.146783,113.11895
6247,29.1541,112.9886
3515,29.3929733,113.0886216
3516,29.1535674,113.0019857
3501,29.457415,112.76546
3503,28.835372,113.085455
3554,29.35625,112.899042
3525,28.56049,112.812316
3500,29.248398,113.492368
3508,29.4497926,113.14871
3549,27.867778,110.390846
3528,28.112444,112.98381
3520,28.259883,113.008048
3496,29.310533,112.849485
2173,27.878331,111.357444
3524,27.712051,109.609609
3561,28.3590072,112.8521403
3521,27.965494,113.011588
3558,27.737731,113.65048
3534,25.986252,109.782371
3530,27.572029,111.489179
3562,27.852961,113.047794
3825,43.7374789,128.6907286
3833,44.8669638,125.755027
2236,46.2972086,123.8481347
2716,45.704479,124.033104
3832,45.163371,124.857942
2711,42.05251,126.687582
2730,41.782451,126.939949
2735,43.889729,125.302278
2232,41.734149,126.7420146
2237,41.4121428,128.1863241
2713,43.804344,125.902096
2728,44.348903,126.741232
2731,42.764315,126.309242
2709,43.667467,126.657307
2111,43.628448,126.308376
2721,43.477863,126.909932
2714,44.42767,126.363826
2725,44.381638,126.52318
2724,41.997573,127.333863
2703,43.77763,126.618421
2110,41.274287,126.145747
2706,44.046496,126.474419
3829,44.3011504,126.488645
3830,44.628169,127.180088
2723,41.470043,126.137606
2722,44.835289,126.530466
2708,43.624848,124.689359
2707,43.252547,124.374963
2717,43.342228,125.288981
3831,44.623803,122.961691
2702,44.682265,123.168748
2718,45.211133,124.425027
2712,45.186471,124.792848
6337,45.3245,124.7062
2234,45.3558586,124.7198445
2104,44.069265,127.331612
2238,41.0538998,126.1257127
2729,40.904959,125.986323
2701,41.722564,125.941497
2704,44.598827,125.944944
2719,43.70963,128.659731
2720,45.33234,124.435076
2732,43.559974,128.493479
2726,43.829095,126.56626
6372,42.8658,129.6342
2715,42.891255,129.508946
2700,42.838181,130.308639
2710,44.885737,124.850294
3826,42.095669,129.0034
6207,42.565,130.5272
3827,42.2662772,129.2105461
2233,42.5684939,130.5272044
2727,43.896536,125.32599
2235,44.7605131,125.9212005
2733,44.846837,125.299937
3834,43.387278,125.029958
3828,43.716348,125.37562
2181,45.618322,122.829592
2705,44.758751,125.680294
2734,43.651058,125.886685
3945,33.0408499,118.4779172
3192,31.830233,119.607156
3932,33.187639,119.393936
3138,31.306263,119.239627
3176,31.346315,119.223289
6328,31.955,119.9805
2429,34.00457,118.417778
3157,33.121895,118.750332
