file,longitude,latitude,total_days,days_with_DO_below_3,days_11am_DO_below_3,per
2936,118.517796,31.630932,809,96,42,56.25
2937,115.595644,32.658297,674,60,25,58.33333333
2938,118.521306,31.71867,661,146,64,56.16438356
2939,115.867791,32.912195,650,27,10,62.96296296
2940,117.271944,31.589232,652,1,0,100
2941,116.332494,31.539384,658,1,0,100
2943,117.926587,30.934479,667,31,9,70.96774194
2944,116.423277,31.449897,667,37,24,35.13513514
2946,116.466746,29.992903,803,21,14,33.33333333
2947,117.545139,31.657076,726,1,1,0
2948,116.867173,33.103036,684,106,57,46.22641509
2949,115.966227,29.905695,797,1,0,100
2951,116.827792,35.545375,720,189,11,94.17989418
2952,117.065407,36.665194,307,9,6,33.33333333
2953,118.753745,36.074312,764,3,1,66.66666667
2954,118.710756,34.764207,582,6,2,66.66666667
2956,118.909417,38.018599,750,16,3,81.25
2957,118.106575,36.94308,348,7,2,71.42857143
2959,117.237479,34.90613,801,15,2,86.66666667
2960,118.818401,35.496218,786,134,5,96.26865672
2961,119.454681,35.341198,781,76,11,85.52631579
2962,119.51198,36.467925,576,1,0,100
2963,116.317671,37.41156,811,18,5,72.22222222
2964,117.86615,37.505466,723,30,17,43.33333333
2965,115.927885,36.748637,534,8,1,87.5
2966,116.839637,36.665439,799,88,51,42.04545455
2967,116.593313,35.389133,809,6,5,16.66666667
2968,121.025384,36.584928,712,160,89,44.375
2969,116.999244,35.104323,299,13,9,30.76923077
2970,116.390365,35.093029,305,11,4,63.63636364
2971,112.369528,36.007278,789,1,0,100
2972,111.311222,35.6432,742,3,2,33.33333333
2974,112.7273,39.385192,822,14,4,71.42857143
2975,110.638294,37.391903,201,3,0,100
2976,112.928209,39.046414,745,9,0,100
2977,112.904166,36.851836,813,39,0,100
2979,113.436835,39.881319,761,36,0,100
2980,112.659155,37.011252,823,14,3,78.57142857
2982,111.84924,37.061278,777,15,6,60
2984,112.091637,35.804568,717,49,10,79.59183673
2985,112.893756,36.262111,773,143,84,41.25874126
2988,110.611691,35.721123,825,26,7,73.07692308
2989,112.970149,38.507979,554,20,2,90
2990,112.325978,35.802291,578,1,0,100
2991,110.350121,34.827824,701,34,8,76.47058824
2992,111.790879,38.204692,792,16,3,81.25
2993,112.313511,40.248502,644,38,0,100
2994,111.938469,37.116438,302,3,2,33.33333333
2996,114.26629,40.527234,774,7,3,57.14285714
2997,111.885129,38.08174,510,2,0,100
2998,111.933908,37.394505,557,6,0,100
2999,112.623635,37.545849,599,2,1,50
3001,113.648897,37.848604,725,9,1,88.88888889
3002,110.89649,38.602968,752,3,0,100
3004,112.736862,38.349717,335,11,2,81.81818182
3005,112.760715,38.437547,690,14,5,64.28571429
3007,112.332332,37.473111,613,28,8,71.42857143
3008,110.666933,36.451597,592,1,0,100
3009,110.74778,34.787733,773,6,0,100
3012,117.010667,23.663332,823,133,28,78.94736842
3013,113.299762,23.103511,818,1,0,100
3014,115.670252,22.888408,723,96,10,89.58333333
3015,110.065695,20.874187,804,97,32,67.01030928
3017,113.573502,23.557082,757,1,0,100
3018,111.940695,21.788581,794,2,1,50
3019,113.804508,23.123124,793,21,10,52.38095238
3020,113.3708,22.528784,669,15,7,53.33333333
3021,110.797865,21.426139,327,2,0,100
3022,114.043419,23.6177,799,77,27,64.93506494
3024,112.20793,21.817654,764,43,13,69.76744186
3025,116.084536,23.624911,785,50,25,50
3027,110.292455,21.912125,769,10,4,60
3029,115.691944,23.031892,785,28,13,53.57142857
3031,114.078428,22.926477,788,77,28,63.63636364
3032,114.127158,22.761322,346,52,36,30.76923077
3034,114.144205,22.548277,809,15,3,80
3035,113.604057,22.9081,746,142,63,55.63380282
3036,115.33408,22.909763,782,12,3,75
3037,116.624073,23.216101,703,96,40,58.33333333
3038,114.620918,22.504472,194,31,14,54.83870968
3039,110.314917,21.704117,801,26,7,73.07692308
3040,112.661708,21.833564,743,215,98,54.41860465
3041,114.111006,22.928083,634,227,112,50.66079295
3042,113.529852,22.202501,791,221,150,32.12669683
3044,110.48836,21.222112,784,39,25,35.8974359
3045,110.800196,21.914394,789,23,6,73.91304348
3047,119.30373,26.040433,728,15,3,80
3048,111.599009,21.899485,776,26,2,92.30769231
3051,114.198587,22.819872,593,82,63,23.17073171
3054,110.84747,22.043911,803,32,6,81.25
3057,107.00286,22.32444,769,5,3,40
3062,110.154484,22.62867,619,7,0,100
3064,111.315001,23.496188,798,4,2,50
3067,109.487331,21.49836,794,11,0,100
3078,108.925424,22.80351,643,1,0,100
3080,109.187354,21.661164,763,153,94,38.5620915
3082,109.088091,21.478081,805,10,1,90
3083,107.052149,22.658889,795,8,4,50
3084,108.629303,21.952482,558,3,0,100
3087,107.640959,23.271717,659,3,0,100
3090,109.204224,23.750608,682,4,0,100
3091,108.367836,22.821797,797,302,116,61.58940397
3106,90.201337,42.871439,536,1,0,100
3107,81.158159,44.487779,261,1,1,0
3114,118.826554,32.009033,810,37,11,70.27027027
3115,118.294211,33.909789,635,9,5,44.44444444
3117,118.925481,33.700643,634,134,94,29.85074627
3118,119.733919,31.581693,784,34,5,85.29411765
3119,118.304098,33.311428,815,10,3,70
3120,120.010409,31.547984,802,29,12,58.62068966
3121,120.026617,32.002485,800,16,14,12.5
3122,120.154207,31.678267,634,14,8,42.85714286
3123,118.897236,33.597258,757,6,1,83.33333333
3124,119.89146,31.211617,671,1,0,100
3125,119.396018,32.328114,784,55,33,40
3126,120.945333,32.598956,782,80,37,53.75
3128,118.763232,32.061707,791,30,6,80
3129,116.715063,34.639856,789,1,1,0
3130,120.304898,31.488754,775,49,33,32.65306122
3131,118.983374,33.268901,809,144,119,17.36111111
3132,121.022964,31.816204,819,7,3,57.14285714
3133,121.822913,31.930388,771,106,58,45.28301887
3134,120.412665,32.056126,729,23,17,26.08695652
3135,121.591802,32.05804,812,61,43,29.50819672
3136,119.506363,31.635595,754,17,7,58.82352941
3137,120.288398,32.090435,766,5,0,100
3138,119.239627,31.306263,730,49,21,57.14285714
3140,121.373409,32.171928,791,115,55,52.17391304
3143,120.135477,31.405592,740,5,3,40
3144,120.252139,31.953122,790,4,0,100
3145,118.503297,32.099615,821,24,8,66.66666667
3146,120.00259,31.758783,798,15,5,66.66666667
3147,120.062543,31.908105,800,73,44,39.7260274
3148,120.427174,31.452117,732,1,0,100
3149,119.949664,32.570502,776,87,0,100
3150,117.249737,34.217261,736,2,1,50
3151,119.850415,31.22454,764,1,0,100
3152,119.50462,32.492358,790,7,6,14.28571429
3153,120.810987,31.768555,800,31,13,58.06451613
3154,119.560684,32.410881,694,17,2,88.23529412
3155,119.959148,32.538861,771,53,35,33.96226415
3156,121.035126,31.547747,703,70,57,18.57142857
3157,118.750332,33.121895,700,42,12,71.42857143
3158,121.276419,31.515118,739,90,56,37.77777778
3159,119.87053,32.485833,772,36,28,22.22222222
3160,119.911408,32.245055,755,15,0,100
3162,118.532748,31.925323,735,33,25,24.24242424
3163,119.182933,33.301657,772,114,65,42.98245614
3164,120.661595,31.191479,748,12,6,50
3165,118.882541,31.46746,298,3,0,100
3166,120.845123,32.375163,733,13,3,76.92307692
3167,120.646561,32.07894,796,30,15,50
3168,119.893747,32.421756,811,70,42,40
3169,119.265049,32.427353,763,6,4,33.33333333
3170,120.87278,31.260263,809,93,38,59.13978495
3171,118.752935,32.032782,680,5,1,80
3172,120.558677,30.831855,796,4,0,100
3173,117.9285451,34.5227503,740,5,2,60
3174,121.193199,32.302834,660,13,4,69.23076923
3175,120.315457,32.945673,672,90,70,22.22222222
3176,119.223289,31.346315,290,5,4,20
3177,118.736352,33.104157,736,5,2,60
3178,120.284393,31.554449,732,3,2,33.33333333
3179,120.875192,31.433021,743,38,22,42.10526316
3180,120.973408,31.388542,810,88,50,43.18181818
3181,119.57278,32.123444,822,15,7,53.33333333
3182,120.32641,31.910246,799,29,22,24.13793103
3183,120.556522,31.577007,653,3,2,33.33333333
3186,120.204109,31.907854,797,2,1,50
3187,120.869564,31.460995,755,10,3,70
3188,118.394022,32.065877,740,87,52,40.22988506
3189,118.763232,32.061707,801,7,4,42.85714286
3192,119.607156,31.830233,805,58,38,34.48275862
3193,118.538133,33.401736,583,2,0,100
3195,115.874299,28.251621,660,1,0,100
3199,115.795165,29.287166,761,23,17,26.08695652
3200,116.263514,28.904167,368,69,19,72.46376812
3202,115.826974,29.007762,711,14,7,50
3204,116.71726,28.694779,711,1,1,0
3207,116.62703,29.406277,706,2,1,50
3208,114.968562,27.809566,806,1,0,100
3210,116.780174,28.540289,599,1,0,100
3212,115.507866,27.286929,666,2,0,100
3214,117.805492,29.348431,753,1,1,0
3215,115.212355,26.807029,668,8,2,75
3216,117.517337,28.330102,746,1,0,100
3218,115.077844,25.283983,574,1,0,100
3225,114.492474,26.235491,794,1,0,100
3226,115.935611,28.549469,335,1,0,100
3229,116.433667,28.712683,747,17,6,64.70588235
3231,114.504463,26.887366,795,7,3,57.14285714
3234,115.909228,28.675696,676,2,0,100
3236,114.51329,26.584506,743,2,1,50
3237,116.185114,29.819033,582,155,95,38.70967742
3238,116.767532,29.573067,530,3,0,100
3241,113.666161,27.678079,778,2,0,100
3246,115.733224,26.294256,663,8,1,87.5
3247,117.774843,40.616037,728,2,0,100
3248,116.535515,39.58526,597,71,15,78.87323944
3250,117.961347,41.014807,758,1,1,0
3252,115.653094,38.879094,700,125,42,66.4
3254,116.028691,38.897404,473,95,57,40
3255,118.599514,40.772528,770,9,0,100
3256,115.765844,39.223947,571,2,0,100
3257,116.04779,37.513177,498,145,108,25.51724138
3259,115.091033,37.319989,680,44,8,81.81818182
3260,114.468664,38.037057,809,10,4,60
3261,116.131193,37.905393,755,25,9,64
3262,117.821479,41.673671,701,22,18,18.18181818
3263,117.542157,38.477117,791,10,3,70
3264,115.813964,37.865007,505,7,3,57.14285714
3268,116.73027,39.44595,622,49,14,71.42857143
3269,116.73027,39.44595,168,6,2,66.66666667
3270,118.664147,40.963671,732,108,59,45.37037037
3272,115.818382,38.866844,813,65,44,32.30769231
3273,115.982251,38.041596,776,24,17,29.16666667
3274,114.171204,36.29222,684,1,0,100
3276,114.17444,38.269558,719,1,0,100
3277,119.450936,39.802411,811,11,2,81.81818182
3278,114.95768,36.766382,689,14,2,85.71428571
3280,115.117539,38.379485,806,78,34,56.41025641
3281,118.20546,39.615082,792,2,0,100
3282,119.576813,39.906055,781,9,3,66.66666667
3283,119.421414,39.776323,621,11,1,90.90909091
3284,118.04918,39.227626,780,74,43,41.89189189
3285,115.373872,40.349608,722,1,0,100
3286,118.773574,39.750631,809,6,1,83.33333333
3287,115.991458,38.962979,481,28,11,60.71428571
3288,116.931147,39.743079,294,49,39,20.40816327
3291,114.879227,40.762463,401,68,3,95.58823529
3292,115.76742,38.87054,671,49,27,44.89795918
3293,115.075585,37.518685,722,39,14,64.1025641
3294,116.024029,38.823736,574,17,6,64.70588235
3295,119.223129,39.678461,722,48,8,83.33333333
3296,113.779832,33.877112,708,10,2,80
3297,113.949926,33.93393,719,8,0,100
3298,114.105024,32.089061,624,236,213,9.745762712
3299,113.457855,35.222893,727,1,0,100
3300,113.753602,34.765515,649,12,5,58.33333333
3302,115.06861,36.108471,657,9,6,33.33333333
3303,112.812864,32.673099,623,166,79,52.40963855
3304,111.478756,34.571616,388,3,2,33.33333333
3306,114.574433,33.503413,731,20,6,70
3307,115.421399,32.081175,791,13,5,61.53846154
3310,114.605094,35.134576,775,13,6,53.84615385
3311,113.753602,34.765515,696,18,9,50
3313,114.135423,36.07964,782,1,1,0
3314,113.979279,32.251659,528,27,11,59.25925926
3315,114.868435,32.780629,757,93,31,66.66666667
3316,115.0622929,32.7135129,634,4,2,50
3317,113.778832,34.323191,771,3,1,66.66666667
3319,112.972621,34.060856,424,10,0,100
3320,113.588091,32.977274,776,101,26,74.25742574
3321,114.406066,32.895127,351,13,1,92.30769231
3322,115.051424,32.128443,762,120,69,42.5
3323,114.907187,35.590216,761,65,44,32.30769231
3326,113.250862,33.722364,711,2,0,100
3327,113.753602,34.765515,667,13,9,30.76923077
3328,113.548952,33.27192,657,3,0,100
3330,114.660307,32.167866,740,2,0,100
3332,115.151458,33.203367,734,60,18,70
3333,113.763482,33.606101,788,1,0,100
3334,113.753602,34.765515,766,60,14,76.66666667
3335,113.938979,32.635434,619,4,3,25
3336,114.636783,33.894563,719,7,2,71.42857143
3337,113.899043,33.404611,655,23,10,56.52173913
3338,112.497597,34.878877,539,340,291,14.41176471
3339,114.467138,34.357765,711,4,1,75
3340,114.243256,33.823184,729,35,17,51.42857143
3341,114.035868,32.272325,723,23,1,95.65217391
3342,113.525593,33.308204,706,1,0,100
3345,119.416539,28.467694,767,22,12,45.45454545
3347,120.08912,29.302339,786,76,20,73.68421053
3348,120.407333,30.147737,782,133,99,25.56390977
3350,120.152791,30.267446,680,157,103,34.39490446
3355,120.051391,29.266018,793,30,10,66.66666667
3358,120.070573,30.442504,691,60,38,36.66666667
3363,120.726949,30.225321,755,9,5,44.44444444
3368,119.902583,31.123297,797,2,0,100
3369,121.323929,28.670578,347,1,1,0
3370,119.866868,30.25332,791,24,8,66.66666667
3371,121.68638,28.276705,838,8,2,75
3375,119.671617,29.071266,745,3,0,100
3376,120.238368,29.772181,784,15,6,60
3377,121.532765,29.90894,789,85,40,52.94117647
3378,120.690527,28.363673,711,4,1,75
3379,121.313909,28.401983,808,34,4,88.23529412
3381,121.287508,30.788164,675,146,103,29.45205479
3383,119.931804,29.44436,794,110,1,99.09090909
3384,121.480529,28.691077,718,1,0,100
3385,119.366656,28.722889,648,1,1,0
3386,119.522168,28.440311,733,83,12,85.54216867
3387,119.492445,29.200956,825,2,1,50
3389,121.612773,28.498534,768,43,16,62.79069767
3390,120.991562,29.432919,639,1,1,0
3392,122.099384,30.012424,835,43,28,34.88372093
3393,119.958275,28.401295,797,3,0,100
3395,109.296015,18.309346,772,32,8,75
3397,108.88035,18.435633,754,111,15,86.48648649
3399,110.341344,20.03468,803,1,0,100
3401,108.90976,19.23792,785,1,1,0
3402,110.446856,18.868383,786,8,0,100
3403,110.361185,18.771022,807,309,176,43.0420712
3405,110.478603,18.899736,774,4,3,25
3406,110.90946,19.641482,779,34,11,67.64705882
3407,110.0638,18.517517,757,87,10,88.50574713
3409,109.16614,18.365332,797,15,5,66.66666667
3411,110.753577,19.619,737,241,79,67.21991701
3413,110.372868,20.001319,772,77,12,84.41558442
3414,109.575045,18.272081,750,2,0,100
3415,109.537206,18.299466,772,46,2,95.65217391
3416,110.517393,19.107418,768,28,5,82.14285714
3417,109.899226,18.584272,774,9,1,88.88888889
3420,110.324964,19.146787,694,11,0,100
3429,114.664435,30.932298,597,13,5,61.53846154
3430,111.08413,32.479431,787,4,4,0
3432,113.318907,31.850714,554,5,4,20
3434,113.915926,29.980468,740,8,0,100
3436,114.739996,30.607998,732,21,4,80.95238095
3438,109.816955,29.77652,527,18,6,66.66666667
3439,113.885347,30.926829,627,62,42,32.25806452
3442,112.710238,31.82216,569,4,1,75
3443,113.588349,30.925216,785,4,1,75
3444,112.839824,30.725578,808,165,100,39.39393939
3445,113.329487,29.6665,740,6,1,83.33333333
3446,113.943238,30.691979,578,4,0,100
3447,113.115433,31.57971,521,59,41,30.50847458
3448,113.345876,30.167878,763,3,2,33.33333333
3452,114.571771,30.254048,682,12,4,66.66666667
3455,113.846046,30.205647,683,14,14,0
3457,114.441717,30.479428,821,8,0,100
3458,113.791446,31.062773,710,4,2,50
3460,108.9049,30.287569,686,4,1,75
3462,113.357381,31.706189,797,6,1,83.33333333
3464,114.353979,30.71412,748,40,9,77.5
3467,112.858475,30.415972,809,1,1,0
3469,114.606334,30.328291,803,1,0,100
3470,114.468486,31.265037,733,7,0,100
3474,114.206491,29.936945,659,148,94,36.48648649
3477,114.668405,30.169848,824,1,1,0
3479,112.635912,29.689218,758,1,1,0
3480,112.519313,30.299189,689,224,159,29.01785714
3481,114.772146,30.958605,661,23,16,30.43478261
3482,114.134789,30.300442,684,123,65,47.15447154
3484,113.688546,29.90909,405,12,3,75
3487,115.004703,31.170363,337,1,0,100
3491,115.315117,30.020142,732,27,11,59.25925926
3492,115.346493,31.121516,593,33,16,51.51515152
3493,111.205815,32.653896,603,5,1,80
3496,112.849485,29.310533,785,34,16,52.94117647
3497,113.028626,29.254035,284,2,0,100
3500,113.492368,29.248398,716,8,5,37.5
3501,112.76546,29.457415,634,61,16,73.7704918
3506,113.156194,26.82305,729,12,5,58.33333333
3508,113.14871,29.4497926,790,8,5,37.5
3511,112.515163,29.206544,649,22,2,90.90909091
3513,112.238314,29.590311,480,71,20,71.83098592
3520,113.008048,28.259883,773,22,7,68.18181818
3523,112.150471,28.52605,805,14,0,100
3524,109.609609,27.712051,623,1,0,100
3525,112.812316,28.56049,96,1,1,0
3526,112.885768,27.215471,134,9,0,100
3528,112.98381,28.112444,744,6,6,0
3529,111.421332,27.674002,783,1,0,100
3533,119.307466,33.827571,786,4,1,75
3534,109.782371,25.986252,658,1,1,0
3539,112.4147437,28.6460477,188,1,0,100
3540,112.3110917,29.0557678,206,3,1,66.66666667
3545,112.958736,28.293453,275,24,7,70.83333333
3548,111.06395,30.839666,758,5,3,40
3551,110.032419,27.136894,767,3,1,66.66666667
3553,111.846913,25.072475,253,44,17,61.36363636
3556,112.751951,26.756175,743,8,3,62.5
3572,104.847086,34.144303,545,3,2,33.33333333
3574,103.237716,35.618085,663,4,0,100
3583,102.0513,38.370496,481,13,0,100
3584,107.744589,35.33874,640,4,0,100
3589,117.555685,25.346121,625,68,26,61.76470588
3591,117.3503,23.94656,801,27,14,48.14814815
3593,117.555005,25.107288,755,4,0,100
3595,118.44607,24.951791,779,12,4,66.66666667
3596,117.405013,24.46201,705,13,7,46.15384615
3597,117.518239,24.567778,582,24,3,87.5
3600,118.266127,25.050703,755,9,4,55.55555556
3601,117.19124,26.671964,661,31,0,100
3603,118.393076,25.92585,670,45,22,51.11111111
3608,118.688747,27.647798,738,1,0,100
3610,117.996231,26.548915,751,11,6,45.45454545
3611,117.10368,26.088396,581,45,31,31.11111111
3612,117.444817,26.086997,806,10,0,100
3613,118.383698,25.284037,738,9,1,88.88888889
3615,119.209604,26.057304,725,1,0,100
3619,119.295144,26.100779,667,7,3,57.14285714
3622,119.295144,26.100779,788,3,0,100
3623,119.107921,26.146209,644,1,1,0
3624,118.755979,26.326652,820,112,74,33.92857143
3625,117.150525,25.24576,517,3,1,66.66666667
3632,104.751606,26.315435,608,6,6,0
3638,107.191157,27.576213,654,2,0,100
3645,104.81999,26.594198,612,159,115,27.67295597
3648,107.859702,26.050708,570,6,6,0
3654,104.586066,24.871249,615,1,0,100
3655,107.267217,26.09237,562,1,0,100
3656,122.231353,41.238406,721,71,25,64.78873239
3658,120.862859,40.95209,670,13,5,61.53846154
3659,123.154762,41.330582,735,1,0,100
3662,121.935696,41.5986,841,27,9,66.66666667
3663,124.742974,40.375511,753,33,5,84.84848485
3664,124.083179,42.754086,817,3,0,100
3666,123.196401,41.797545,824,43,9,79.06976744
3669,123.328585,40.234403,676,3,0,100
3670,122.582711,39.471652,770,3,0,100
3671,122.652461,40.549855,779,14,7,50
3672,124.742974,40.375511,810,2,0,100
3673,120.433988,40.210189,754,26,6,76.92307692
3674,120.469041,40.269321,713,19,8,57.89473684
3675,122.951184,42.01371,651,10,3,70
3676,121.908957,41.125026,690,4,1,75
3678,122.117254,39.841474,706,6,2,66.66666667
3679,124.036625,42.243274,752,5,0,100
3681,122.803966,40.923266,641,51,15,70.58823529
3682,120.59247,40.754672,650,1,0,100
3683,125.03679,41.72692,804,4,0,100
3685,123.129198,39.781799,671,1,0,100
3687,123.675436,42.621437,766,47,30,36.17021277
3688,124.130817,41.948698,679,1,0,100
3691,108.13505,31.17634,689,13,4,69.23076923
3693,106.233565,29.967405,803,49,30,38.7755102
3700,105.761294,29.035039,769,3,2,33.33333333
3704,108.674842,30.944318,688,13,6,53.84615385
3705,108.637456,28.653371,652,2,0,100
3706,106.821893,29.708068,718,6,4,33.33333333
3709,107.506786,29.207546,743,13,3,76.92307692
3711,107.797662,29.972779,769,58,11,81.03448276
3720,105.687881,29.54633,677,81,32,60.49382716
3728,107.12328,29.818174,766,17,12,29.41176471
3730,109.124363,29.122363,644,2,2,0
3731,108.609295,30.737812,282,6,5,16.66666667
3733,106.977916,29.808129,760,23,9,60.86956522
3736,108.159455,30.412865,774,18,12,33.33333333
3739,109.597958,34.342738,679,4,2,50
3740,109.10789,34.331984,680,8,6,25
3741,109.439328,33.999268,654,8,0,100
3745,110.750542,38.421699,628,3,0,100
3747,109.029633,34.341042,692,1,0,100
3753,106.710551,34.881673,650,6,2,66.66666667
3754,109.854869,37.993818,634,1,0,100
3760,99.825521,36.980189,634,2,0,100
3761,100.796611,32.90242,604,3,2,33.33333333
3765,128.639537,44.266976,627,2,0,100
3766,129.522687,44.780159,685,2,0,100
3774,126.848283,47.314285,279,1,0,100
3778,126.523186,45.726806,731,13,12,7.692307692
3785,127.499023,50.249585,685,28,28,0
3795,97.879546,23.981819,12,2,0,100
3804,102.688312,24.678912,280,42,1,97.61904762
3812,120.807707,42.441301,201,3,0,100
3816,117.758673,43.174106,168,3,0,100
3820,119.371214,50.308321,423,3,2,33.33333333
3830,127.180088,44.628169,619,23,17,26.08695652
3831,122.961691,44.623803,181,1,0,100
3834,125.029958,43.387278,446,31,22,29.03225806
3845,101.44973,31.80927,127,3,2,33.33333333
3849,107.240246,31.40885,666,1,0,100
3862,117.333968,38.838361,399,49,20,59.18367347
3868,117.075969,39.439892,654,13,6,53.84615385
3869,117.5701,38.770583,458,36,14,61.11111111
3880,121.175962,36.685903,205,43,3,93.02325581
3881,115.768534,35.406527,668,42,6,85.71428571
3882,116.459246,36.866154,632,13,3,76.92307692
3883,117.7168927,34.5519243,608,3,3,0
3885,117.379726,36.272938,531,5,0,100
3886,116.175491,34.868596,662,12,0,100
3887,121.289911,37.535881,419,33,4,87.87878788
3888,118.382936,34.926483,674,56,10,82.14285714
3889,116.580564,36.997097,575,1,0,100
3890,116.210637,35.109899,676,24,5,79.16666667
3893,116.335396,37.569847,665,13,3,76.92307692
3894,118.274968,35.144836,589,141,2,98.58156028
3896,117.073018,37.266821,690,3,0,100
3898,111.825047,35.13497,669,1,1,0
3906,110.797948,37.641851,583,3,0,100
3910,112.742789,22.462587,727,12,3,75
3914,112.007501,22.552676,752,14,8,42.85714286
3917,113.416799,22.184873,776,2,0,100
3918,116.355037,23.115118,784,2,0,100
3925,81.301296,40.506678,305,1,0,100
3926,78.5372,37.445847,295,12,1,91.66666667
3944,118.920997,33.014668,676,31,16,48.38709677
3946,120.254645,32.687943,654,31,21,32.25806452
3967,118.073132,40.842139,758,1,0,100
3969,116.167531,39.437191,518,2,1,50
3975,115.666086,39.320799,440,5,0,100
3979,114.845351,36.951398,249,1,0,100
3982,117.970569,41.12365,567,49,2,95.91836735
3986,115.686356,37.823713,574,2,2,0
3989,111.344163,34.827747,388,3,0,100
3990,112.318621,34.691727,616,1,1,0
3991,114.11387,34.673653,253,2,1,50
3992,113.944923,35.403717,527,6,2,66.66666667
3997,114.197142,35.511776,690,8,2,75
3999,112.264874,34.664817,258,2,1,50
4002,113.870157,35.227856,633,1,0,100
4003,113.234746,33.313765,713,36,1,97.22222222
4012,112.605462,34.721917,574,9,4,55.55555556
4015,112.153882,34.755454,491,10,2,80
4016,115.484812,33.874388,721,10,2,80
4020,120.7132892,30.9232021,184,6,1,83.33333333
4035,113.558856,31.658505,745,36,6,83.33333333
4040,113.312214,30.891566,753,8,4,50
4041,114.68585,31.537412,437,1,1,0
4042,112.468554,32.36496,710,12,9,25
4045,115.418687,30.236456,771,1,0,100
4046,110.777179,32.816347,671,1,0,100
4047,115.437402,29.861698,401,18,8,55.55555556
4048,112.791924,29.933344,521,7,3,57.14285714
4053,113.462786,29.810176,110,11,3,72.72727273
4054,114.411567,30.480375,400,4,1,75
4061,110.789239,32.662319,518,8,2,75
4063,112.607012,32.086108,712,57,14,75.43859649
4065,113.298941,31.724546,690,2,1,50
4069,112.424951,31.45536,692,1,0,100
4071,110.833152,31.736074,515,3,1,66.66666667
4080,112.329403,29.398746,373,4,1,75
4082,111.536969,27.190669,750,2,1,50
4089,116.978429,24.981593,734,1,0,100
4094,107.413232,27.362076,565,49,43,12.24489796
4102,122.926206,41.036863,521,1,0,100
4104,122.475631,39.510908,623,1,0,100
4106,122.282673,41.061356,615,7,3,57.14285714
4109,124.132657,41.307508,475,3,0,100
4111,123.42944,41.835441,701,4,1,75
4112,124.507297,40.223583,533,4,0,100
4118,120.977806,41.039546,638,428,343,19.85981308
4119,122.211445,39.324437,763,25,9,64
4135,105.8508137,28.9994404,689,2,2,0
4153,108.73628,35.00617,651,6,1,83.33333333
4154,107.271763,34.353997,624,2,0,100
4156,109.251996,34.460378,565,17,3,82.35294118
4159,109.485973,34.564536,573,24,10,58.33333333
4160,109.005226,34.45589,561,1,1,0
4162,110.2348456,34.613631,614,18,8,55.55555556
4165,107.952694,33.216619,696,1,0,100
4166,101.930057,36.556856,615,6,2,66.66666667
4171,97.255347,33.011787,455,3,2,33.33333333
4177,126.639504,51.763712,386,3,1,66.66666667
4179,132.633838,46.567284,314,2,0,100
4182,126.299118,45.401432,312,2,1,50
4184,132.585736,45.316643,468,1,0,100
4186,129.5434746,46.3054261,343,120,94,21.66666667
4187,125.0451846,45.4936489,354,1,1,0
4192,127.5357671,50.2386399,296,1,0,100
6193,113.463833,29.821683,220,6,1,83.33333333
6194,103.970525,30.317805,706,3,2,33.33333333
6195,83.171831,41.741893,351,11,0,100
6198,94.566714,35.874223,381,1,0,100
6199,109.462752,35.451425,645,1,0,100
6201,110.631,37.3924,582,2,1,50
6205,122.2336,40.6807,459,22,11,50
6214,117.0059,34.7589,670,27,9,66.66666667
6218,118.1131,33.4816,682,15,3,80
6221,116.5878,33.8744,583,56,16,71.42857143
6223,117.9642,32.7923,662,10,2,80
6224,118.1492,33.1689,667,24,10,58.33333333
6225,118.4555,32.3088,645,34,12,64.70588235
6226,118.2887,32.0978,442,59,20,66.10169492
6227,115.6024,32.4286,674,7,3,57.14285714
6233,116.0853,28.7682,529,10,1,90
6234,116.1894,29.2455,550,3,0,100
6237,116.9886,36.725,558,4,1,75
6238,117.1695,34.8042,653,1,0,100
6242,116.3924,33.8068,592,77,23,70.12987013
6251,112.2989,29.063,657,11,5,54.54545455
6253,113.7508,23.1376,666,38,14,63.15789474
6255,108.1264,22.7836,663,1,0,100
6261,103.891,30.2604,645,5,0,100
6268,102.0548,25.1477,628,91,4,95.6043956
6328,119.9805,31.955,689,41,29,29.26829268
6330,106.8425,26.6586,640,1,0,100
6343,106.5798,25.427,508,1,0,100
6346,117.047,38.6862,510,37,8,78.37837838
6348,103.483,36.1678,360,1,1,0
6350,117.2733,31.6554,582,66,16,75.75757576
6353,118.0472,49.3061,376,40,38,5
6355,121.0616,28.6074,471,1,0,100
6365,111.148,40.2585,464,17,3,82.35294118
6373,127.692,44.3966,399,3,0,100
6382,121.3277,28.6919,458,43,14,67.44186047
6384,118.3338,31.2695,479,7,3,57.14285714
6387,117.7527,30.7703,355,6,2,66.66666667
6389,118.9031,31.1034,447,1,0,100
6395,120.4698,36.2594,466,6,1,83.33333333
6396,116.6297,35.0878,479,61,26,57.37704918
6398,116.6677,35.0394,476,8,0,100
6400,116.5525,35.8937,402,9,5,44.44444444
6419,115.4457,30.6003,472,25,18,28
6425,114.0357,22.5077,378,159,68,57.2327044
6426,110.7946,21.4314,473,5,0,100
6430,113.7525,23.0588,460,227,191,15.85903084
6442,104.2998,29.2443,468,57,31,45.61403509
6448,102.6694,25.0115,475,76,22,71.05263158
6486,110.3065,21.3002,267,4,2,50
6489,108.7942,40.8675,251,2,1,50
