file_name,total_hours,hypoxia_hours,hypoxia_fraction,latitude,longitude,lc5_point,lc5_name,lc5_dom_2km,lc5_dom_name_2km,p_urban_2km,p_crop_2km,p_other_2km,p_wetland_2km,p_natural_2km,human_share,human_impacted,landuse_group
3471,6,0,0,32.185797,109.604925,1,Natural vegetation,1,Natural vegetation,0,0,0,0,1,0,FALSE,Natural-dominated
3472,4764,0,0,30.663265,115.00732,1,Natural vegetation,2,Cropland,0,1,0,0,0,1,TRUE,Ag-dominated
3473,4776,0,0,31.032601,111.90805,1,Natural vegetation,1,Natural vegetation,0,0,0,0,1,0,FALSE,Natural-dominated
3475,4170,0,0,30.684134,112.601291,2,Cropland,2,Cropland,0,1,0,0,0,1,TRUE,Ag-dominated
3476,4842,0,0,30.326834,114.624255,3,Urban,2,Cropland,0,1,0,0,0,1,TRUE,Ag-dominated
3478,2052,0,0,30.323773,114.629606,2,Cropland,2,Cropland,0,1,0,0,0,1,TRUE,Ag-dominated
3483,2034,0,0,31.236873,113.858844,2,Cropland,2,Cropland,0,1,0,0,0,1,TRUE,Ag-dominated
3485,726,0,0,30.478143,111.573224,2,Cropland,2,Cropland,0,1,0,0,0,1,TRUE,Ag-dominated
3486,1392,0,0,30.56645,115.606361,1,Natural vegetation,1,Natural vegetation,0,0,0,0,1,0,FALSE,Natural-dominated
3488,4830,0,0,30.441152,111.149919,5,Other,1,Natural vegetation,0,0,0,0,1,0,FALSE,Natural-dominated
3489,2778,0,0,30.155202,115.252772,3,Urban,1,Natural vegetation,0,0,0.5,0,0.5,0,FALSE,Natural-dominated
3490,4728,0,0,30.400125,110.542539,1,Natural vegetation,1,Natural vegetation,0,0,0,0,1,0,FALSE,Natural-dominated
3494,4938,0,0,28.81482,112.406512,3,Urban,4,Wetland,0,0.25,0,0.75,0,0.25,FALSE,Mixed
3495,330,0,0,27.732112,111.241062,2,Cropland,2,Cropland,0,0.75,0,0,0.25,0.75,TRUE,Ag-dominated
3498,4542,0,0,29.042992,111.655849,3,Urban,3,Urban,1,0,0,0,0,1,TRUE,Urban-dominated
3499,4572,0,0,28.445534,110.375592,5,Other,1,Natural vegetation,0,0,0.5,0,0.5,0,FALSE,Natural-dominated
3502,4782,0,0,28.700937,110.007623,5,Other,5,Other,0,0,1,0,0,0,FALSE,Mixed
3503,4422,0,0,28.835372,113.085455,2,Cropland,5,Other,0,0,1,0,0,0,FALSE,Mixed
3504,4458,0,0,25.961503,111.67281,5,Other,1,Natural vegetation,0,0,0.25,0,0.75,0,FALSE,Natural-dominated
3505,4530,0,0,26.746337,112.685627,3,Urban,2,Cropland,0.5,0.5,0,0,0,1,TRUE,Urban-dominated
3507,4608,0,0,27.747428,111.305717,3,Urban,3,Urban,0.5,0.25,0,0,0.25,0.75,TRUE,Urban-dominated
3509,4440,0,0,26.991688,111.276184,3,Urban,1,Natural vegetation,0,0,0,0,1,0,FALSE,Natural-dominated
3510,990,0,0,27.490188,111.383624,1,Natural vegetation,1,Natural vegetation,0,0,0,0,1,0,FALSE,Natural-dominated
3512,4530,0,0,25.854236,113.327856,5,Other,1,Natural vegetation,0,0,0,0,1,0,FALSE,Natural-dominated
3512000,85296,0,0,35.46138889,-83.3536111,1,Natural vegetation,1,Natural vegetation,0,0,0,0,1,0,FALSE,Natural-dominated
3514,4872,0,0,28.844937,112.324734,5,Other,5,Other,0.25,0.25,0.5,0,0,0.5,TRUE,Mixed
3515,4614,0,0,29.3929733,113.0886216,5,Other,5,Other,0,0,1,0,0,0,FALSE,Mixed
3516,948,0,0,29.1535674,113.0019857,5,Other,5,Other,0,0.25,0.5,0,0.25,0.25,FALSE,Mixed
3517,1284,0,0,28.916674,112.1189206,3,Urban,5,Other,0,0,1,0,0,0,FALSE,Mixed
3518,2202,0,0,26.542749,112.194302,5,Other,5,Other,0,0,1,0,0,0,FALSE,Mixed
3519,720,0,0,27.111289,109.62923,3,Urban,5,Other,0,0,1,0,0,0,FALSE,Mixed
3521,4110,0,0,27.965494,113.011588,3,Urban,5,Other,0.25,0,0.5,0,0.25,0.25,FALSE,Mixed
3522,4572,0,0,27.211791,111.440175,3,Urban,3,Urban,1,0,0,0,0,1,TRUE,Urban-dominated
3527,4812,0,0,25.278395,112.579064,1,Natural vegetation,1,Natural vegetation,0,0,0,0,1,0,FALSE,Natural-dominated
3530,1086,0,0,27.572029,111.489179,2,Cropland,2,Cropland,0,0.75,0,0,0.25,0.75,TRUE,Ag-dominated
3531,1104,0,0,27.937483,112.980792,5,Other,5,Other,0,0,1,0,0,0,FALSE,Mixed
3532,4836,0,0,28.665556,112.450578,2,Cropland,2,Cropland,0,1,0,0,0,1,TRUE,Ag-dominated
3535,4932,0,0,26.790429,113.204597,1,Natural vegetation,1,Natural vegetation,0,0.25,0,0,0.75,0.25,FALSE,Natural-dominated
3536,4860,0,0,28.452749,110.38956,3,Urban,5,Other,0,0,1,0,0,0,FALSE,Mixed
3537,4554,0,0,27.305029,112.934515,5,Other,5,Other,0,0,1,0,0,0,FALSE,Mixed
3538,4320,0,0,27.603169,111.449612,1,Natural vegetation,1,Natural vegetation,0.25,0.25,0,0,0.5,0.5,TRUE,Natural-dominated
3538830,21024,0,0,36.06166667,-84.96138889,1,Natural vegetation,1,Natural vegetation,0,0,0,0,1,0,FALSE,Natural-dominated
3541,3216,0,0,29.591,111.879256,2,Cropland,2,Cropland,0,0.5,0.5,0,0,0.5,TRUE,Ag-dominated
3542,4332,0,0,26.288739,110.791755,1,Natural vegetation,2,Cropland,0,1,0,0,0,1,TRUE,Ag-dominated
3543,4344,0,0,26.743028,110.072736,1,Natural vegetation,1,Natural vegetation,0,0,0,0,1,0,FALSE,Natural-dominated
3544,3606,0,0,26.296705,111.288738,1,Natural vegetation,1,Natural vegetation,0,0,0,0,1,0,FALSE,Natural-dominated
3546,2106,0,0,25.540421,113.706965,3,Urban,1,Natural vegetation,0,0,0,0,1,0,FALSE,Natural-dominated
3547,3318,0,0,25.072475,111.846913,1,Natural vegetation,1,Natural vegetation,0,0,0,0,1,0,FALSE,Natural-dominated
3549,4320,0,0,27.867778,110.390846,3,Urban,1,Natural vegetation,0,0,0,0,1,0,FALSE,Natural-dominated
3550,4008,0,0,26.894641,113.189857,1,Natural vegetation,1,Natural vegetation,0,0,0,0,1,0,FALSE,Natural-dominated
3552,4842,0,0,28.822488,112.20676,5,Other,5,Other,0,0,1,0,0,0,FALSE,Mixed
3554,1506,0,0,29.35625,112.899042,4,Wetland,5,Other,0,0,0.75,0.25,0,0,FALSE,Mixed
3555,4224,0,0,25.962041,112.48946,1,Natural vegetation,1,Natural vegetation,0,0,0,0,1,0,FALSE,Natural-dominated
3557,4602,0,0,26.197088,111.623754,3,Urban,2,Cropland,0,1,0,0,0,1,TRUE,Ag-dominated
3558,366,0,0,27.737731,113.65048,2,Cropland,1,Natural vegetation,0,0.25,0,0,0.75,0.25,FALSE,Natural-dominated
3559,4812,0,0,28.787386,109.298786,3,Urban,1,Natural vegetation,0,0,0,0,1,0,FALSE,Natural-dominated
3560,4254,0,0,28.112444,112.98381,3,Urban,3,Urban,1,0,0,0,0,1,TRUE,Urban-dominated
3561,1344,0,0,28.3590072,112.8521403,5,Other,1,Natural vegetation,0.5,0,0,0,0.5,0.5,TRUE,Urban-dominated
3562,1794,0,0,27.852961,113.047794,5,Other,1,Natural vegetation,0.333333333,0,0.333333333,0,0.333333333,0.333333333,TRUE,Mixed
3563,4728,0,0,29.634794,112.114893,2,Cropland,2,Cropland,0,1,0,0,0,1,TRUE,Ag-dominated
3564,4674,0,0,27.32822,109.08309,3,Urban,3,Urban,1,0,0,0,0,1,TRUE,Urban-dominated
3565,3414,0,0,33.433584,104.787727,3,Urban,1,Natural vegetation,0,0,0,0,1,0,FALSE,Natural-dominated
3566,3618,0,0,37.16923,104.29416,1,Natural vegetation,2,Cropland,0,1,0,0,0,1,TRUE,Ag-dominated
3567,3966,0,0,36.150864,103.993225,1,Natural vegetation,1,Natural vegetation,0,0,0,0,1,0,FALSE,Natural-dominated
3568,2466,0,0,36.801105,102.734399,1,Natural vegetation,1,Natural vegetation,0,0,0,0,1,0,FALSE,Natural-dominated
3569,2478,0,0,37.858419,102.705305,3,Urban,2,Cropland,0,1,0,0,0,1,TRUE,Ag-dominated
3570,2208,0,0,38.279316,100.841336,1,Natural vegetation,1,Natural vegetation,0,0,0,0,1,0,FALSE,Natural-dominated
3571,3600,0,0,33.327076,105.082771,1,Natural vegetation,1,Natural vegetation,0,0,0,0,1,0,FALSE,Natural-dominated
3573,3774,0,0,33.327425,105.606528,3,Urban,1,Natural vegetation,0,0,0,0,1,0,FALSE,Natural-dominated
3575,3150,0,0,35.381435,103.426929,2,Cropland,2,Cropland,0,1,0,0,0,1,TRUE,Ag-dominated
3576,2736,0,0,35.581194,103.787401,3,Urban,2,Cropland,0,0.75,0,0,0.25,0.75,TRUE,Ag-dominated
3577,1260,0,0,36.337031,103.944896,3,Urban,1,Natural vegetation,0,0,0,0,1,0,FALSE,Natural-dominated
3578,2910,0,0,33.998387,102.072639,3,Urban,1,Natural vegetation,0,0,0,0,1,0,FALSE,Natural-dominated
3579,3546,0,0,37.912691,101.844367,5,Other,1,Natural vegetation,0,0.25,0,0,0.75,0.25,FALSE,Natural-dominated
3580,3168,0,0,38.399594,102.888018,5,Other,5,Other,0,0,1,0,0,0,FALSE,Mixed
3581,3690,0,0,38.810096,100.160119,1,Natural vegetation,1,Natural vegetation,0,0,0,0,1,0,FALSE,Natural-dominated
3582,1950,0,0,39.930227,98.855668,5,Other,5,Other,0,0,0.75,0,0.25,0,FALSE,Mixed
3585,3444,0,0,36.059421,103.826308,3,Urban,3,Urban,1,0,0,0,0,1,TRUE,Urban-dominated
3586,3930,0,0,36.067756,103.825814,3,Urban,3,Urban,1,0,0,0,0,1,TRUE,Urban-dominated
3587,3714,0,0,35.382401,103.855148,3,Urban,3,Urban,1,0,0,0,0,1,TRUE,Urban-dominated
3588,2286,0,0,37.560335,102.738688,5,Other,5,Other,0,0,1,0,0,0,FALSE,Mixed
3590,2496,0,0,25.029821,116.447085,3,Urban,1,Natural vegetation,0,0,0,0,1,0,FALSE,Natural-dominated
3592,4470,0,0,26.810521,119.569207,1,Natural vegetation,1,Natural vegetation,0,0,0,0,1,0,FALSE,Natural-dominated
3594,4926,0,0,25.033597,118.478314,3,Urban,3,Urban,0.75,0.25,0,0,0,1,TRUE,Urban-dominated
3598,3570,0,0,25.82232,117.97768,1,Natural vegetation,1,Natural vegetation,0,0,0,0,1,0,FALSE,Natural-dominated
3599,3726,0,0,26.175309,116.759826,1,Natural vegetation,1,Natural vegetation,0,0,0,0,1,0,FALSE,Natural-dominated
3602,4566,0,0,26.100779,119.295144,3,Urban,3,Urban,1,0,0,0,0,1,TRUE,Urban-dominated
3604,3762,0,0,26.82863,116.948359,1,Natural vegetation,1,Natural vegetation,0,0,0,0,1,0,FALSE,Natural-dominated
3605,4650,0,0,27.2072,118.2109,1,Natural vegetation,1,Natural vegetation,0,0,0,0,1,0,FALSE,Natural-dominated
3606,4782,0,0,27.563409,118.409036,1,Natural vegetation,1,Natural vegetation,0,0,0,0,1,0,FALSE,Natural-dominated
3607,3918,0,0,26.314279,117.682267,1,Natural vegetation,1,Natural vegetation,0.25,0,0,0,0.75,0.25,FALSE,Natural-dominated
3609,4284,0,0,27.4979,118.0807,1,Natural vegetation,1,Natural vegetation,0,0,0,0,1,0,FALSE,Natural-dominated
3614,4986,0,0,25.882692,118.933046,3,Urban,1,Natural vegetation,0,0,0,0,1,0,FALSE,Natural-dominated
3616,4668,0,0,27.12725,119.647502,1,Natural vegetation,1,Natural vegetation,0,0,0,0,1,0,FALSE,Natural-dominated
3617,372,0,0,25.9737169,119.459778,3,Urban,5,Other,0,0,1,0,0,0,FALSE,Mixed
3618,918,0,0,27.378477,120.103534,1,Natural vegetation,1,Natural vegetation,0,0,0,0,1,0,FALSE,Natural-dominated
3620,4686,0,0,26.137615,119.56057,3,Urban,3,Urban,1,0,0,0,0,1,TRUE,Urban-dominated
3621,1806,0,0,25.490233,116.324225,1,Natural vegetation,1,Natural vegetation,0,0,0,0,1,0,FALSE,Natural-dominated
3626,3966,0,0,26.049567,106.617924,1,Natural vegetation,1,Natural vegetation,0.25,0,0,0,0.75,0.25,FALSE,Natural-dominated
3627,3930,0,0,27.727316,108.211309,1,Natural vegetation,2,Cropland,0,1,0,0,0,1,TRUE,Ag-dominated
3628,2040,0,0,26.299092,106.945617,1,Natural vegetation,1,Natural vegetation,0,0,0,0,1,0,FALSE,Natural-dominated
3629,3666,0,0,25.453177,105.225155,3,Urban,1,Natural vegetation,0,0,0,0,1,0,FALSE,Natural-dominated
3630,6,0,0,27.545454,108.232482,3,Urban,1,Natural vegetation,0,0,0,0,1,0,FALSE,Natural-dominated
3631,3918,0,0,28.501509,107.334652,1,Natural vegetation,2,Cropland,0,1,0,0,0,1,TRUE,Ag-dominated
3633,3744,0,0,25.469452,105.788393,1,Natural vegetation,1,Natural vegetation,0,0.25,0,0,0.75,0.25,FALSE,Natural-dominated
3634,3804,0,0,28.749019,106.83572,2,Cropland,2,Cropland,0,1,0,0,0,1,TRUE,Ag-dominated
3635,3714,0,0,26.50267,106.885877,1,Natural vegetation,3,Urban,1,0,0,0,0,1,TRUE,Urban-dominated
3636,3564,0,0,27.197683,106.69382,1,Natural vegetation,2,Cropland,0,1,0,0,0,1,TRUE,Ag-dominated
3637,3858,0,0,26.395302,106.25089,3,Urban,2,Cropland,0.5,0.5,0,0,0,1,TRUE,Urban-dominated
3639,3756,0,0,25.424586,106.349905,1,Natural vegetation,1,Natural vegetation,0,0,0,0,1,0,FALSE,Natural-dominated
3640,3804,0,0,26.454783,106.024287,1,Natural vegetation,1,Natural vegetation,0,0,0,0,1,0,FALSE,Natural-dominated
3641,12,0,0,26.59063,105.814847,1,Natural vegetation,1,Natural vegetation,0,0,0,0,1,0,FALSE,Natural-dominated
3642,3312,0,0,25.338895,106.859982,1,Natural vegetation,1,Natural vegetation,0,0,0,0,1,0,FALSE,Natural-dominated
3643,3540,0,0,27.019474,107.194447,1,Natural vegetation,1,Natural vegetation,0,0,0,0,1,0,FALSE,Natural-dominated
3644,3900,0,0,25.959223,108.413673,1,Natural vegetation,1,Natural vegetation,0,0,0,0,1,0,FALSE,Natural-dominated
3646,3216,0,0,24.965662,106.150154,5,Other,5,Other,0,0,1,0,0,0,FALSE,Mixed
3647,1014,0,0,27.856315,106.831306,1,Natural vegetation,1,Natural vegetation,0,0,0,0,1,0,FALSE,Natural-dominated
3649,3888,0,0,25.047065,104.993971,1,Natural vegetation,1,Natural vegetation,0,0,0,0,1,0,FALSE,Natural-dominated
3650,6,0,0,27.072791,105.517573,2,Cropland,2,Cropland,0,1,0,0,0,1,TRUE,Ag-dominated
3651,1794,0,0,28.557576,107.503885,1,Natural vegetation,1,Natural vegetation,0,0.25,0,0,0.75,0.25,FALSE,Natural-dominated
3652,3336,0,0,27.433498,107.267449,1,Natural vegetation,1,Natural vegetation,0,0,0,0,1,0,FALSE,Natural-dominated
3653,3960,0,0,24.971523,105.136215,1,Natural vegetation,1,Natural vegetation,0,0,0,0,1,0,FALSE,Natural-dominated
3657,4314,0,0,39.961939,123.075717,5,Other,1,Natural vegetation,0,0,0,0,1,0,FALSE,Natural-dominated
3660,4584,0,0,40.981633,123.268332,1,Natural vegetation,2,Cropland,0,1,0,0,0,1,TRUE,Ag-dominated
3661,4752,0,0,38.860947,121.463803,1,Natural vegetation,1,Natural vegetation,0,0,0,0,1,0,FALSE,Natural-dominated
3665,4182,0,0,40.486587,123.490455,2,Cropland,1,Natural vegetation,0,0.5,0,0,0.5,0.5,TRUE,Ag-dominated
3667,4830,0,0,41.24599,125.36858,2,Cropland,3,Urban,1,0,0,0,0,1,TRUE,Urban-dominated
3668,4656,0,0,41.305127,123.102284,3,Urban,2,Cropland,0.25,0.75,0,0,0,1,TRUE,Ag-dominated
3677,4656,0,0,41.48316,120.128193,2,Cropland,1,Natural vegetation,0,0.5,0,0,0.5,0.5,TRUE,Ag-dominated
3680,4560,0,0,42.524463,124.304236,5,Other,1,Natural vegetation,0,0,0,0,1,0,FALSE,Natural-dominated
3684,3450,0,0,41.764823,123.384579,3,Urban,3,Urban,1,0,0,0,0,1,TRUE,Urban-dominated
3686,3426,0,0,42.374136,124.253848,1,Natural vegetation,2,Cropland,0,1,0,0,0,1,TRUE,Ag-dominated
3689,3954,0,0,42.148935,123.208802,2,Cropland,2,Cropland,0,1,0,0,0,1,TRUE,Ag-dominated
3690,1740,0,0,30.929362,109.550509,1,Natural vegetation,1,Natural vegetation,0,0.25,0,0,0.75,0.25,FALSE,Natural-dominated
3692,4836,0,0,29.413806,106.51258,3,Urban,3,Urban,1,0,0,0,0,1,TRUE,Urban-dominated
3694,3420,0,0,30.085963,107.261426,2,Cropland,2,Cropland,0,1,0,0,0,1,TRUE,Ag-dominated
3695,4254,0,0,29.005539,106.597789,2,Cropland,2,Cropland,0,1,0,0,0,1,TRUE,Ag-dominated
3696,4356,0,0,29.563009,106.551556,3,Urban,3,Urban,1,0,0,0,0,1,TRUE,Urban-dominated
3697,4356,0,0,30.368252,108.002879,2,Cropland,2,Cropland,0,1,0,0,0,1,TRUE,Ag-dominated
3698,4674,0,0,30.763157,108.708795,2,Cropland,1,Natural vegetation,0,0.25,0,0,0.75,0.25,FALSE,Natural-dominated
3699,4542,0,0,29.121704,106.644916,2,Cropland,1,Natural vegetation,0,0,0,0,1,0,FALSE,Natural-dominated
3701,4734,0,0,31.005798,110.098175,1,Natural vegetation,1,Natural vegetation,0,0,0.5,0,0.5,0,FALSE,Natural-dominated
3702,4782,0,0,30.102043,106.049755,3,Urban,2,Cropland,0,1,0,0,0,1,TRUE,Ag-dominated
3703,4074,0,0,29.621463,106.602261,5,Other,3,Urban,1,0,0,0,0,1,TRUE,Urban-dominated
3707,4536,0,0,29.251332,106.366631,3,Urban,2,Cropland,0,0.75,0,0,0.25,0.75,TRUE,Ag-dominated
3708,4854,0,0,30.828186,108.446025,5,Other,1,Natural vegetation,0,0,0,0,1,0,FALSE,Natural-dominated
3710,4782,0,0,29.061302,105.951826,5,Other,2,Cropland,0,1,0,0,0,1,TRUE,Ag-dominated
3712,636,0,0,29.746691,107.271477,3,Urban,1,Natural vegetation,0.5,0,0,0,0.5,0.5,TRUE,Urban-dominated
3713,4710,0,0,31.22178,108.79675,3,Urban,2,Cropland,0,1,0,0,0,1,TRUE,Ag-dominated
3714,4506,0,0,29.261202,106.256699,5,Other,5,Other,0,0,1,0,0,0,FALSE,Mixed
3715,3996,0,0,31.245599,108.823067,1,Natural vegetation,2,Cropland,0,1,0,0,0,1,TRUE,Ag-dominated
3716,4290,0,0,30.716465,109.010961,4,Wetland,1,Natural vegetation,0,0,0,0,1,0,FALSE,Natural-dominated
3717,4596,0,0,28.406041,108.915397,1,Natural vegetation,2,Cropland,0,1,0,0,0,1,TRUE,Ag-dominated
3718,4590,0,0,29.909241,108.052345,2,Cropland,2,Cropland,0,1,0,0,0,1,TRUE,Ag-dominated
3719,4188,0,0,30.321895,105.77896,2,Cropland,2,Cropland,0,1,0,0,0,1,TRUE,Ag-dominated
3721,4656,0,0,31.042249,109.574601,5,Other,1,Natural vegetation,0,0,0,0,1,0,FALSE,Natural-dominated
3722,4506,0,0,29.63389,106.594924,3,Urban,3,Urban,1,0,0,0,0,1,TRUE,Urban-dominated
3723,4764,0,0,29.393512,107.544528,1,Natural vegetation,1,Natural vegetation,0,0,0,0,1,0,FALSE,Natural-dominated
3724,4416,0,0,29.72171,106.484536,1,Natural vegetation,2,Cropland,0,1,0,0,0,1,TRUE,Ag-dominated
3725,4362,0,0,29.806015,107.376194,2,Cropland,2,Cropland,0,1,0,0,0,1,TRUE,Ag-dominated
3726,4626,0,0,31.302134,109.655803,1,Natural vegetation,1,Natural vegetation,0,0.25,0,0,0.75,0.25,FALSE,Natural-dominated
3727,4398,0,0,29.745967,106.718388,2,Cropland,2,Cropland,0,0.75,0,0,0.25,0.75,TRUE,Ag-dominated
3729,4428,0,0,29.300114,108.164057,3,Urban,3,Urban,1,0,0,0,0,1,TRUE,Urban-dominated
3732,4266,0,0,28.211705,108.877248,1,Natural vegetation,1,Natural vegetation,0,0,0,0,1,0,FALSE,Natural-dominated
3734,4806,0,0,29.45246,107.3781,2,Cropland,1,Natural vegetation,0,0.25,0,0,0.75,0.25,FALSE,Natural-dominated
3735,4416,0,0,31.16287,108.35898,3,Urban,3,Urban,1,0,0,0,0,1,TRUE,Urban-dominated
3737,4104,0,0,33.004823,107.892183,1,Natural vegetation,1,Natural vegetation,0,0.25,0,0,0.75,0.25,FALSE,Natural-dominated
3738,3690,0,0,34.366644,107.312554,3,Urban,3,Urban,1,0,0,0,0,1,TRUE,Urban-dominated
3742,3642,0,0,38.449826,110.337091,1,Natural vegetation,1,Natural vegetation,0,0,0,0,1,0,FALSE,Natural-dominated
3743,3924,0,0,37.448286,110.712318,1,Natural vegetation,1,Natural vegetation,0,0,0,0,1,0,FALSE,Natural-dominated
3744,54,0,0,37.071869,110.424431,1,Natural vegetation,1,Natural vegetation,0,0,0,0,1,0,FALSE,Natural-dominated
3746,4038,0,0,32.664393,108.977515,1,Natural vegetation,1,Natural vegetation,0,0.5,0,0,0.5,0.5,TRUE,Ag-dominated
3748,4290,0,0,33.903743,106.484069,1,Natural vegetation,2,Cropland,0,1,0,0,0,1,TRUE,Ag-dominated
3749,3666,0,0,38.966786,110.982543,1,Natural vegetation,1,Natural vegetation,0,0,0,0,1,0,FALSE,Natural-dominated
3750,3804,0,0,32.712122,109.051295,3,Urban,3,Urban,0.75,0.25,0,0,0,1,TRUE,Urban-dominated
3751,1380,0,0,37.921796,109.181303,1,Natural vegetation,1,Natural vegetation,0,0,0,0,1,0,FALSE,Natural-dominated
3752,1266,0,0,34.292807,109.042987,3,Urban,3,Urban,1,0,0,0,0,1,TRUE,Urban-dominated
3755,4134,0,0,34.194785,106.830416,1,Natural vegetation,1,Natural vegetation,0,0,0,0,1,0,FALSE,Natural-dominated
3756,3498,0,0,35.978848,100.84115,1,Natural vegetation,1,Natural vegetation,0,0,0,0,1,0,FALSE,Natural-dominated
3757,3402,0,0,36.99726,101.631766,2,Cropland,2,Cropland,0,1,0,0,0,1,TRUE,Ag-dominated
3758,3534,0,0,36.3246,102.815227,3,Urban,1,Natural vegetation,0.5,0,0,0,0.5,0.5,TRUE,Urban-dominated
3762,3678,0,0,36.753606,101.769897,3,Urban,2,Cropland,0.5,0.5,0,0,0,1,TRUE,Urban-dominated
3763,3630,0,0,37.06595,102.356194,1,Natural vegetation,1,Natural vegetation,0,0,0,0,1,0,FALSE,Natural-dominated
3764,4122,0,0,36.121257,101.009202,5,Other,1,Natural vegetation,0,0,0,0,1,0,FALSE,Natural-dominated
3767,1152,0,0,46.809606,130.361634,3,Urban,3,Urban,1,0,0,0,0,1,TRUE,Urban-dominated
3768,4740,0,0,50.420486,124.128555,3,Urban,3,Urban,1,0,0,0,0,1,TRUE,Urban-dominated
3769,4488,0,0,47.84086,128.83562,3,Urban,3,Urban,1,0,0,0,0,1,TRUE,Urban-dominated
3770,4170,0,0,49.372476,127.928958,2,Cropland,2,Cropland,0,0.75,0,0,0.25,0.75,TRUE,Ag-dominated
3771,2622,0,0,51.666357,126.620243,2,Cropland,2,Cropland,0,0.5,0.25,0,0.25,0.5,TRUE,Ag-dominated
3772,264,0,0,48.885439,130.392465,3,Urban,2,Cropland,0,1,0,0,0,1,TRUE,Ag-dominated
3773,3648,0,0,48.874699,125.288803,3,Urban,2,Cropland,0.5,0.5,0,0,0,1,TRUE,Urban-dominated
3775,12,0,0,48.525048,127.086814,5,Other,5,Other,0,0,1,0,0,0,FALSE,Mixed
3776,570,0,0,47.861712,125.457141,2,Cropland,2,Cropland,0,1,0,0,0,1,TRUE,Ag-dominated
3777,1932,0,0,45.877356,124.469417,1,Natural vegetation,1,Natural vegetation,0,0,0.333333333,0,0.666666667,0,FALSE,Natural-dominated
3779,1476,0,0,47.096761,122.896086,2,Cropland,2,Cropland,0,1,0,0,0,1,TRUE,Ag-dominated
3780,3498,0,0,48.442197,129.574798,3,Urban,1,Natural vegetation,0.25,0,0,0,0.75,0.25,FALSE,Natural-dominated
3781,3612,0,0,47.913029,123.500856,3,Urban,3,Urban,1,0,0,0,0,1,TRUE,Urban-dominated
3782,2520,0,0,44.556533,129.647051,3,Urban,3,Urban,0.75,0.25,0,0,0,1,TRUE,Urban-dominated
3783,4050,0,0,45.74691,126.680971,3,Urban,3,Urban,1,0,0,0,0,1,TRUE,Urban-dominated
3784,3348,0,0,46.924027,133.353365,1,Natural vegetation,1,Natural vegetation,0,0,0,0,1,0,FALSE,Natural-dominated
3786,1098,0,0,48.8890811,130.3980333,3,Urban,2,Cropland,0,0.666666667,0,0,0.333333333,0.666666667,TRUE,Ag-dominated
3789,3678,0,0,22.505995,103.966272,3,Urban,3,Urban,1,0,0,0,0,1,TRUE,Urban-dominated
3790,3462,0,0,23.227246,102.825559,3,Urban,3,Urban,1,0,0,0,0,1,TRUE,Urban-dominated
3800,3450,0,0,25.428822,99.342167,1,Natural vegetation,1,Natural vegetation,0,0,0,0,1,0,FALSE,Natural-dominated
3801,3222,0,0,25.7492,99.2347,1,Natural vegetation,3,Urban,1,0,0,0,0,1,TRUE,Urban-dominated
3806,2280,0,0,26.884715,100.426897,1,Natural vegetation,1,Natural vegetation,0,0,0,0,1,0,FALSE,Natural-dominated
3807,3276,0,0,26.452374,104.167562,1,Natural vegetation,1,Natural vegetation,0,0,0,0,1,0,FALSE,Natural-dominated
3814,1110,0,0,46.357501,121.91548,5,Other,1,Natural vegetation,0,0,0.5,0,0.5,0,FALSE,Natural-dominated
3817,2388,0,0,45.926269,122.236209,3,Urban,2,Cropland,0,0.75,0,0,0.25,0.75,TRUE,Ag-dominated
3819,2166,0,0,49.214612,125.07349,3,Urban,2,Cropland,0,1,0,0,0,1,TRUE,Ag-dominated
3821,1032,0,0,50.1992823,119.3613977,1,Natural vegetation,1,Natural vegetation,0,0,0,0,1,0,FALSE,Natural-dominated
3823,36,0,0,39.659091,115.499761,1,Natural vegetation,1,Natural vegetation,0,0,0,0,1,0,FALSE,Natural-dominated
3826,3318,0,0,42.095669,129.0034,2,Cropland,2,Cropland,0,0.75,0,0,0.25,0.75,TRUE,Ag-dominated
3828,3960,0,0,43.716348,125.37562,2,Cropland,2,Cropland,0,1,0,0,0,1,TRUE,Ag-dominated
3829,906,0,0,44.3011504,126.488645,2,Cropland,2,Cropland,0,1,0,0,0,1,TRUE,Ag-dominated
3871,4680,0,0,31.495596,118.368319,3,Urban,3,Urban,0.5,0,0.5,0,0,0.5,TRUE,Urban-dominated
3891,4626,0,0,35.545109,116.398556,2,Cropland,2,Cropland,0,1,0,0,0,1,TRUE,Ag-dominated
3892,642,0,0,36.4882979,115.2760986,2,Cropland,2,Cropland,0,1,0,0,0,1,TRUE,Ag-dominated
3903,4044,0,0,35.275713,112.641421,1,Natural vegetation,1,Natural vegetation,0,0,0,0,1,0,FALSE,Natural-dominated
3907,2730,0,0,35.661524,110.633701,3,Urban,3,Urban,1,0,0,0,0,1,TRUE,Urban-dominated
3911,4170,0,0,22.625011,114.021759,3,Urban,3,Urban,1,0,0,0,0,1,TRUE,Urban-dominated
3921,549,0,0,26.23545,110.741813,1,Natural vegetation,1,Natural vegetation,0,0,0,0,1,0,FALSE,Natural-dominated
3922,2682,0,0,38.379104,77.400724,1,Natural vegetation,2,Cropland,0,0.5,0.5,0,0,0.5,TRUE,Ag-dominated
3923,2154,0,0,39.492391,75.885192,2,Cropland,2,Cropland,0,0.75,0.25,0,0,0.75,TRUE,Ag-dominated
