site_id,total_days,hypoxia_day_count,lat_wgs84,lon_wgs84,percent,Class
MEX01136,39,6,19.97141,-99.3649,15.38461538,1
MEX01146,39,6,19.97276,-99.36358,15.38461538,1
MEX01403,40,0,19.9734,-100.45225,0,0
MEX00787,39,14,19.97889,-100.05231,35.8974359,1
MEX01131,39,23,19.98766,-99.32342,58.97435897,1
MEX00946,40,0,20.00932,-100.47961,0,0
MEX00947,20,1,20.011,-100.47604,5,1
MEX01164,36,2,20.02255,-98.30894,5.555555556,1
MEX00945,21,2,20.02265,-100.49446,9.523809524,1
MEX01279,38,9,20.02542,-102.34377,23.68421053,1
MEX01124,35,29,20.0347,-99.22298,82.85714286,1
MEX00944,1,1,20.0367,-100.48949,100,1
MEX00932,21,6,20.03876,-100.67767,28.57142857,1
MEX00933,38,1,20.04193,-100.6816,2.631578947,0
MEX02657,37,0,20.04443,-97.0937,0,0
MEX00934,37,0,20.04858,-100.67931,0,0
MEX00929,40,12,20.04902,-100.73071,30,1
MEX01128,40,30,20.05308,-99.33628,75,1
MEX00928,40,12,20.0533,-100.7616,30,1
MEX00942,21,0,20.05929,-100.50567,0,0
MEX02655,40,1,20.06032,-97.05258,2.5,0
MEX01129,40,23,20.06051,-99.34181,57.5,1
MEX02654,40,1,20.06192,-97.04068,2.5,0
MEX03195,37,0,20.06879,-105.04647,0,0
MEX01127,35,25,20.0723,-99.2795,71.42857143,1
MEX00925,40,15,20.07664,-100.82544,37.5,1
MEX01420,39,24,20.07785,-100.18858,61.53846154,1
MEX02656,38,36,20.07838,-97.06351,94.73684211,1
MEX00926,40,13,20.08111,-100.82854,32.5,1
LAO00011,108,0,20.08666667,102.2583333,0,0
MEX00800,35,19,20.10071,-99.82106,54.28571429,1
MEX00799,34,28,20.10822,-99.83144,82.35294118,1
MEX00797,19,11,20.11008,-99.84497,57.89473684,1
MEX01280,38,16,20.11953,-102.37227,42.10526316,1
MEX02659,35,0,20.12511,-97.46045,0,0
MEX01338,16,0,20.127881,-101.723096,0,0
MEX02652,40,1,20.13239,-96.95467,2.5,0
MEX02653,40,24,20.14386,-96.9304,60,1
MEX01120,33,23,20.14758,-99.19325,69.6969697,1
MEX02649,40,1,20.15212,-96.89745,2.5,0
MEX02647,38,0,20.15772,-96.7206,0,0
MEX01147,38,27,20.15875,-99.35682,71.05263158,1
MEX03107,36,1,20.161009,-103.038978,2.777777778,0
IND00061,70,0,20.16666667,85.83333333,0,0
MEX02648,40,0,20.17025,-96.85088,0,0
MEX01168,30,7,20.17434,-98.37687,23.33333333,1
MEX02650,40,8,20.17439,-96.9134,20,1
MEX00949,37,5,20.18021,-100.88409,13.51351351,1
MEX01336,36,8,20.1851,-101.69766,22.22222222,1
MEX00922,40,14,20.18902,-101.7018,35,1
MEX01153,38,6,20.1909,-99.25433,15.78947368,1
MEX01335,35,14,20.19095,-101.69516,40,1
MEX01152,39,5,20.1946,-99.28088,12.82051282,1
IND00060,69,0,20.2,85.83333333,0,0
MEX01114,35,24,20.20305,-99.05058,68.57142857,1
MEX01340,39,11,20.203315,-101.812208,28.20512821,1
MEX00973,39,14,20.20827,-101.93056,35.8974359,1
MEX01115,34,24,20.20879,-99.05669,70.58823529,1
MEX01117,33,22,20.20945,-99.08676,66.66666667,1
MEX02646,39,1,20.21126,-96.77969,2.564102564,0
MEX00921,39,13,20.2147,-101.73075,33.33333333,1
MEX01118,35,28,20.21629,-99.13118,80,1
MEX01285,39,11,20.21702,-101.92993,28.20512821,1
MEX00950,40,7,20.22455,-100.8886,17.5,1
MEX03092,38,9,20.2295,-102.68716,23.68421053,1
MEX01266,38,9,20.23012,-102.66898,23.68421053,1
MEX01267,40,9,20.23139,-102.62581,22.5,1
MEX01268,40,4,20.23314,-102.62428,10,1
MEX01602,41,0,20.2351,-97.802,0,0
MEX02651,33,10,20.23582,-96.90388,30.3030303,1
MEX01269,37,10,20.23788,-102.61965,27.02702703,1
MEX01600,39,1,20.23854,-97.89157,2.564102564,0
MEX01154,38,5,20.24045,-99.23055,13.15789474,1
MEX02639,39,0,20.24127,-97.39753,0,0
MEX01271,35,19,20.24359,-102.53263,54.28571429,1
MEX01604,39,0,20.245,-97.42524,0,0
MEX02645,37,1,20.24599,-96.79645,2.702702703,0
MEX01601,41,0,20.24647,-97.8548,0,0
MEX00974,35,9,20.25134,-101.93991,25.71428571,1
MEX01270,35,15,20.25746,-102.56771,42.85714286,1
MEX02750,38,0,20.26458,-97.60134,0,0
MEX03093,38,11,20.26469,-102.57797,28.94736842,1
MEX02637,38,0,20.26732,-97.55879,0,0
MEX01603,37,0,20.26888,-97.73399,0,0
MEX02635,38,0,20.27275,-97.70474,0,0
MEX00952,40,6,20.27301,-100.93744,15,1
THA00008,205,0,20.27305556,100.0916667,0,0
MEX02640,38,0,20.2731,-97.31859,0,0
MEX02751,39,0,20.27346,-97.48818,0,0
MEX00953,40,8,20.27388,-100.93905,20,1
MEX03095,38,14,20.27509,-102.5597,36.84210526,1
MEX00954,37,0,20.28375,-101.02229,0,0
MEX01334,35,10,20.30303,-101.62761,28.57142857,1
MEX01333,33,10,20.30713,-101.62704,30.3030303,1
MEX03094,37,7,20.31396,-102.50697,18.91891892,1
MEX01331,16,7,20.315041,-101.585838,43.75,1
MEX01332,30,12,20.31912,-101.58381,40,1
MEX01111,38,4,20.31942,-98.75175,10.52631579,1
MEX03119,40,9,20.32358,-102.78582,22.5,1
MEX01328,38,11,20.32511,-101.46092,28.94736842,1
MEX01289,36,13,20.32779,-102.01376,36.11111111,1
MEX01273,40,8,20.32851,-102.45735,20,1
MEX01290,38,14,20.32887,-102.01559,36.84210526,1
MEX00975,36,13,20.3309,-101.94698,36.11111111,1
MEX00823,24,8,20.33234,-101.62759,33.33333333,1
MEX00976,36,12,20.33449,-101.94617,33.33333333,1
MEX01274,39,6,20.33493,-102.34962,15.38461538,1
MEX01275,40,5,20.335,-102.34568,12.5,1
MEX00955,40,14,20.33619,-101.03851,35,1
MEX03096,39,4,20.33742,-102.35774,10.25641026,1
MEX00825,3,1,20.33912,-101.63618,33.33333333,1
MEX00822,24,9,20.33959,-101.6265,37.5,1
MEX03097,40,19,20.34437,-102.46117,47.5,1
MEX01277,37,7,20.34488,-102.28093,18.91891892,1
MEX03118,34,21,20.34696,-102.77941,61.76470588,1
IND00068,83,1,20.35,72.93333333,1.204819277,0
MEX03116,34,23,20.350389,-102.7831,67.64705882,1
MEX01715,39,4,20.35242,-99.99615,10.25641026,1
MEX01293,40,21,20.35283,-102.02359,52.5,1
MEX01276,38,13,20.35313,-102.29311,34.21052632,1
MEX03117,34,24,20.356401,-102.786252,70.58823529,1
MEX01286,31,11,20.358361,-101.966775,35.48387097,1
MEX01288,37,7,20.35879,-101.98269,18.91891892,1
MEX01287,37,8,20.35996,-101.96893,21.62162162,1
MEX03115,38,20,20.36187,-102.74208,52.63157895,1
MEX01716,39,2,20.36466,-99.9995,5.128205128,1
MEX01298,38,1,20.36581,-102.17757,2.631578947,0
MEX01297,36,4,20.36846,-102.17366,11.11111111,1
MEX01188,27,9,20.36895,-99.36689,33.33333333,1
MEX01189,36,8,20.3742,-99.32684,22.22222222,1
MEX01713,29,5,20.37478,-100.00266,17.24137931,1
MEX02775,7,3,20.37638,-96.92241,42.85714286,1
MEX00820,31,22,20.37993,-101.4281,70.96774194,1
MEX01294,35,13,20.3807,-102.0247,37.14285714,1
MEX01295,40,4,20.3836,-102.09171,10,1
MEX01296,40,2,20.38389,-102.09684,5,1
MEX03123,33,21,20.38517,-102.92201,63.63636364,1
MEX01610,39,0,20.39251,-97.87221,0,0
MEX02641,39,0,20.39775,-97.23894,0,0
MEX00956,33,4,20.39946,-101.01978,12.12121212,1
MEX03126,36,14,20.4001,-103.09157,38.88888889,1
MEX01710,39,4,20.40289,-100.00114,10.25641026,1
MEX01711,30,19,20.4032,-100.00132,63.33333333,1
MEX01606,39,0,20.40963,-97.64122,0,0
MEX00958,35,20,20.4137,-101.0311,57.14285714,1
MEX00957,36,19,20.41454,-101.02727,52.77777778,1
MEX03089,33,10,20.41594,-102.72869,30.3030303,1
MEX03098,24,19,20.41606,-102.45,79.16666667,1
IND00067,38,2,20.41666667,72.93333333,5.263157895,1
MEX04148,7,0,20.42158,-97.127121,0,0
MEX00826,15,5,20.42454,-101.59688,33.33333333,1
MEX01708,37,36,20.42527,-99.98648,97.2972973,1
MEX01709,33,5,20.42533,-99.98664,15.15151515,1
MEX01186,36,5,20.43658,-99.37778,13.88888889,1
MEX02642,39,1,20.43678,-97.08289,2.564102564,0
MEX01707,39,7,20.43689,-99.99046,17.94871795,1
MEX01607,39,0,20.44572,-97.70254,0,0
MEX03100,27,9,20.46198,-102.3968,33.33333333,1
MEX03111,37,12,20.46377,-102.40804,32.43243243,1
MEX02644,39,1,20.46572,-97.00859,2.564102564,0
IND00058,68,0,20.46666667,85.83333333,0,0
IND00059,59,0,20.46666667,85.83333333,0,0
MEX01609,38,0,20.46761,-97.59411,0,0
MEX02643,36,3,20.46902,-97.01759,8.333333333,1
MEX02671,38,33,20.47878,-97.45432,86.84210526,1
MEX00959,39,21,20.47891,-101.14575,53.84615385,1
MEX01191,39,6,20.48079,-99.22118,15.38461538,1
MEX00827,19,5,20.48125,-101.60371,26.31578947,1
MEX01719,35,34,20.482,-99.93558,97.14285714,1
MEX00819,31,24,20.48646,-101.37294,77.41935484,1
MEX00829,26,10,20.49483,-101.60207,38.46153846,1
MEX00830,27,8,20.4973,-101.60099,29.62962963,1
MEX02984,36,17,20.49741,-103.22776,47.22222222,1
MEX02662,38,32,20.4979,-97.48145,84.21052632,1
MEX03000,38,27,20.49843,-103.21638,71.05263158,1
IND00057,49,0,20.5,85.85,0,0
MEX01608,38,0,20.50123,-97.67252,0,0
MEX02661,37,0,20.50439,-97.49176,0,0
MEX02999,40,27,20.508368,-103.174325,67.5,1
MEX00818,32,25,20.51021,-101.36929,78.125,1
MEX00809,38,21,20.51222,-101.1767,55.26315789,1
MEX02670,37,29,20.51224,-97.42682,78.37837838,1
MEX02663,27,24,20.515,-97.48138,88.88888889,1
MEX00992,37,23,20.51607,-100.7751,62.16216216,1
MEX00943,15,13,20.51801,-101.37832,86.66666667,1
MEX00817,32,25,20.523333,-101.36828,78.125,1
MEX00807,34,20,20.52828,-101.16263,58.82352941,1
MEX00833,16,7,20.528571,-101.601419,43.75,1
MEX00805,37,28,20.52945,-101.14776,75.67567568,1
MEX00808,37,27,20.53103,-101.157,72.97297297,1
MEX03105,37,5,20.53399,-102.53288,13.51351351,1
MEX00837,20,9,20.53432,-101.58672,45,1
MEX00838,10,5,20.53491,-101.58566,50,1
MEX03110,38,1,20.53495,-102.38664,2.631578947,0
MEX00816,30,22,20.53615,-101.34245,73.33333333,1
MEX02985,37,26,20.53794,-103.29631,70.27027027,1
MEX00815,37,23,20.53899,-101.31352,62.16216216,1
MEX04118,31,29,20.54037,-99.87046,93.5483871,1
MEX00806,37,15,20.54223,-101.16326,40.54054054,1
MEX03059,40,2,20.543132,-104.02412,5,1
MEX02664,36,0,20.54354,-97.47523,0,0
MEX02668,38,0,20.544151,-97.551527,0,0
MEX01745,15,0,20.54826,-100.26283,0,0
MEX03061,39,1,20.548803,-104.073744,2.564102564,0
MEX02665,36,31,20.55003,-97.4549,86.11111111,1
MEX01695,10,10,20.55114,-100.45856,100,1
MEX02666,36,32,20.55764,-97.44984,88.88888889,1
MEX02667,39,4,20.56088,-97.44784,10.25641026,1
MEX00812,37,26,20.56306,-101.22373,70.27027027,1
MEX03099,9,7,20.5639,-103.100888,77.77777778,1
MEX00810,37,27,20.56522,-101.19977,72.97297297,1
MEX00014,88,83,20.56666667,-101.2,94.31818182,1
MEX00814,36,25,20.56673,-101.27621,69.44444444,1
MEX03001,40,19,20.569564,-103.1477,47.5,1
MEX00813,31,28,20.57045,-101.27362,90.32258065,1
MEX01184,39,0,20.5754,-99.34621,0,0
MEX00839,17,12,20.57603,-101.25357,70.58823529,1
MEX03003,39,5,20.576338,-103.858228,12.82051282,1
MEX01694,22,16,20.57886,-100.48321,72.72727273,1
MEX01180,36,2,20.581182,-99.69259,5.555555556,1
MEX00983,14,13,20.58217,-101.2678,92.85714286,1
MEX01183,33,0,20.58547222,-99.368,0,0
MEX02669,36,2,20.586475,-97.4475,5.555555556,1
MEX03060,40,0,20.587742,-104.176093,0,0
MEX03101,9,7,20.587761,-103.136037,77.77777778,1
MEX01689,38,37,20.58999,-100.43359,97.36842105,1
MEX03223,39,0,20.59345,-105.21734,0,0
MEX01691,28,1,20.59384,-100.47527,3.571428571,0
MEX01693,36,35,20.59424,-100.48994,97.22222222,1
MEX01685,39,25,20.59434,-100.41511,64.1025641,1
MEX01692,38,37,20.59612,-100.48918,97.36842105,1
MEX01178,39,0,20.60205,-99.65391,0,0
MEX02772,37,1,20.60263,-97.4338,2.702702703,0
MEX00915,33,29,20.61349,-101.3521,87.87878788,1
MEX00868,30,26,20.6151025,-101.285988,86.66666667,1
MEX00914,34,21,20.6164,-101.29482,61.76470588,1
MEX01744,38,33,20.62351,-100.31508,86.84210526,1
MEX00912,28,16,20.62459,-101.2981,57.14285714,1
MEX02770,39,0,20.63591,-97.39922,0,0
MEX03054,40,12,20.63961,-103.79155,30,1
MEX00913,23,1,20.64589,-101.29016,4.347826087,0
MEX01159,38,0,20.65080556,-98.82925,0,0
MEX00841,16,12,20.66047,-101.62084,75,1
MEX00842,17,15,20.66218,-101.62078,88.23529412,1
MEX03053,40,2,20.66375,-103.736357,5,1
MEX03051,36,27,20.66598,-103.72263,75,1
MEX00916,38,31,20.66603,-101.33189,81.57894737,1
MEX02987,37,2,20.66806,-103.1872,5.405405405,1
MEX00917,29,22,20.670833,-101.330833,75.86206897,1
MEX02599,21,0,20.67098,-97.18129,0,0
MEX03052,39,0,20.67411,-103.72045,0,0
MEX00920,35,31,20.67531,-101.85239,88.57142857,1
MEX01530,38,1,20.67752,-105.2847,2.631578947,0
MEX04108,4,2,20.682881,-101.322725,50,1
MEX00919,33,29,20.68502,-101.81313,87.87878788,1
MEX03050,40,1,20.68677,-103.69375,2.5,0
MEX00843,29,22,20.6905,-101.63516,75.86206897,1
MEX04103,4,2,20.69124,-101.321452,50,1
MEX00845,27,23,20.69144,-101.66573,85.18518519,1
MEX02771,38,1,20.6929,-97.34049,2.631578947,0
MEX00844,30,21,20.6932,-101.63638,70,1
MEX01560,38,2,20.69331,-105.25951,5.263157895,1
MEX04102,6,4,20.696198,-101.318363,66.66666667,1
MEX03222,38,0,20.70421,-105.24779,0,0
MEX02773,37,0,20.70998,-97.30006,0,0
MEX00846,33,27,20.72212,-101.70407,81.81818182,1
MEX02991,38,6,20.72349,-103.27983,15.78947368,1
MEX03221,38,0,20.72408,-105.227956,0,0
MEX02774,20,1,20.72651,-97.20647,5,1
MEX02990,38,0,20.7305,-103.28278,0,0
MEX02988,40,5,20.73889,-103.28928,12.5,1
MEX00978,32,14,20.74185,-101.90831,43.75,1
MEX01705,34,30,20.74366,-99.93917,88.23529412,1
MEX01160,38,0,20.75222222,-98.64994444,0,0
MEX01559,37,0,20.75431,-105.22505,0,0
MEX01725,32,1,20.7558,-99.52343,3.125,0
IND00066,37,2,20.76666667,72.96666667,5.405405405,1
MEX02992,39,2,20.78201,-103.32039,5.128205128,1
MEX01469,39,1,20.79484,-104.41575,2.564102564,0
MEX01704,33,31,20.80089,-100.04042,93.93939394,1
MEX01558,37,2,20.8021,-105.18921,5.405405405,1
MEX01703,39,9,20.80231,-100.040555,23.07692308,1
MEX01749,1,0,20.81662,-100.44563,0,0
MEX00982,35,14,20.82276,-101.93858,40,1
MEX02989,40,2,20.8286,-102.96199,5,1
MEX02994,38,9,20.83915,-103.32898,23.68421053,1
MEX01202,39,0,20.86451,-99.44553,0,0
MEX01470,40,1,20.86903,-104.51882,2.5,0
MEX01701,32,28,20.87675,-99.91171,87.5,1
MEX01557,38,0,20.88892,-105.1335,0,0
MEX00984,38,27,20.90354,-101.89172,71.05263158,1
MEX02763,34,2,20.90945,-97.46937,5.882352941,1
MEX03048,39,9,20.91192,-103.711718,23.07692308,1
MEX02768,33,25,20.91446,-97.70193,75.75757576,1
MEX02764,36,0,20.91688,-97.5658,0,0
MEX00834,16,15,20.9171,-101.89794,93.75,1
MEX01700,30,1,20.91846,-99.91705,3.333333333,0
MEX01699,38,31,20.91913,-99.91578,81.57894737,1
MEX02765,37,1,20.91927,-97.64194,2.702702703,0
MEX02767,36,13,20.91944,-97.6853,36.11111111,1
MEX00985,34,22,20.92304,-101.89496,64.70588235,1
MEX01471,39,1,20.9242,-104.63206,2.564102564,0
MEX02769,37,0,20.92546,-97.71731,0,0
MEX02766,37,0,20.92819,-97.68047,0,0
MEX00877,39,18,20.92949,-101.28874,46.15384615,1
MEX02762,38,0,20.9479,-97.39919,0,0
MEX04104,16,14,20.95792,-101.88651,87.5,1
MEX04105,13,10,20.96818,-101.88756,76.92307692,1
MEX00871,39,39,20.9939,-101.84523,100,1
MEX00870,6,6,20.99406,-101.84492,100,1
MEX00869,39,39,21.00885,-101.82957,100,1
MEX01208,39,0,21.01235,-98.80922,0,0
MEX01210,38,1,21.01557,-98.33913,2.631578947,0
MEX01698,38,0,21.03115,-99.74059,0,0
MEX01474,37,1,21.03208,-104.36413,2.702702703,0
MEX01473,35,9,21.03317,-104.41416,25.71428571,1
MEX03037,39,11,21.03833,-103.42601,28.20512821,1
MEX03039,41,7,21.04453,-103.4463,17.07317073,1
MEX03038,40,8,21.04487,-103.43114,20,1
MEX03040,41,2,21.0475,-103.43317,4.87804878,0
MEX01697,36,0,21.04788,-99.8159,0,0
MEX03036,41,2,21.0484,-103.42616,4.87804878,0
MEX03029,14,9,21.049946,-102.43132,64.28571429,1
MEX01209,38,0,21.05163,-98.52737,0,0
MEX01472,33,3,21.05764,-104.51801,9.090909091,1
MEX01696,35,14,21.06024,-99.81363,40,1
MEX00855,6,6,21.0621,-101.76163,100,1
MEX00861,11,11,21.08193,-101.72978,100,1
IND00065,38,8,21.08333,72.88333,21.05263158,1
MEX00859,32,17,21.09266,-101.73346,53.125,1
MEX01556,36,0,21.10038,-104.62834,0,0
MEX03016,40,14,21.1175,-102.52135,35,1
MEX00860,19,19,21.12202,-101.66345,100,1
IND00046,202,2,21.16666667,73.66666667,0.99009901,0
MEX03025,37,3,21.19013,-102.25674,8.108108108,1
MEX03024,40,2,21.19224,-102.26466,5,1
MEX03026,40,5,21.19335,-102.113,12.5,1
MEX01206,20,0,21.19398,-98.28739,0,0
MEX02921,39,1,21.19477,-98.28779,2.564102564,0
MEX01723,16,0,21.19663,-99.60457,0,0
MEX01739,39,1,21.21234,-99.53429,2.564102564,0
MEX01740,38,0,21.21272,-99.53603,0,0
MEX01722,12,0,21.21326,-99.46942,0,0
MEX01918,37,0,21.22835,-98.75498,0,0
MEX03023,38,3,21.22934,-102.31536,7.894736842,1
MEX01552,8,0,21.23208,-104.90079,0,0
MEX01553,19,1,21.24107,-104.9096,5.263157895,1
MEX02082,36,1,21.24124,-103.17879,2.777777778,0
MEX01916,37,0,21.24364,-98.86265,0,0
MEX03027,36,26,21.25479,-102.03098,72.22222222,1
MEX01917,36,0,21.2557,-98.77393,0,0
MEX01547,36,1,21.26305,-104.92564,2.777777778,0
MEX03022,40,32,21.26436,-102.35554,80,1
MEX03028,23,16,21.26767,-102.01717,69.56521739,1
IND00047,227,0,21.28361111,72.95,0,0
MEX03019,37,4,21.28495,-102.50949,10.81081081,1
USGS-16247100,4,0,21.28652778,-157.8185556,0,0
MEX03018,38,5,21.293,-102.55294,13.15789474,1
MEX02922,39,1,21.2972,-98.35633,2.564102564,0
MEX03017,41,6,21.29842,-102.53565,14.63414634,1
MEX03030,40,36,21.31277,-101.96371,90,1
MEX02919,36,0,21.3287,-97.75286,0,0
IND00010,253,2,21.33333333,76.25,0.790513834,0
MEX02920,36,4,21.33524,-97.81242,11.11111111,1
MEX02918,36,12,21.3429,-97.6634,33.33333333,1
USGS-16249000,4,0,21.34997222,-157.7289167,0,0
USGS-16227100,92,0,21.3682361,-157.9297528,0,0
USGS-16266500,93,0,21.38184444,-157.8016972,0,0
USGS-16226200,108,0,21.382,-157.9033333,0,0
USGS-16265700,96,0,21.38319167,-157.796,0,0
USGS-16213000,170,3,21.38347222,-158.0109167,1.764705882,0
USGS-16267500,97,0,21.38434444,-157.8025306,0,0
USGS-16265600,122,0,21.38628889,-157.7928083,0,0
USGS-16269500,93,2,21.3885111,-157.8097528,2.150537634,0
MEX02923,38,1,21.39041,-98.47199,2.631578947,0
USGS-16270900,111,0,21.39177778,-157.8094778,0,0
USGS-16272200,118,0,21.39338889,-157.80375,0,0
MEX01741,39,0,21.39799,-99.580407,0,0
USGS-16273950,101,0,21.40267778,-157.8058639,0,0
USGS-16275000,109,0,21.40920833,-157.8232306,0,0
USGS-16274100,94,0,21.41180556,-157.798111,0,0
MEX01915,37,1,21.41883,-98.88073,2.702702703,0
MEX01495,21,4,21.427426,-104.829639,19.04761905,1
MEX01913,37,0,21.43082,-98.8806,0,0
MEX01912,36,1,21.43357,-98.91222,2.777777778,0
MEX01914,37,0,21.43565,-98.86263,0,0
MEX01742,40,0,21.43668,-99.64207,0,0
MEX01496,17,1,21.43846,-104.83639,5.882352941,1
MEX03032,41,21,21.43852,-101.86295,51.2195122,1
MEX01494,29,22,21.44777,-104.83511,75.86206897,1
MEX01484,37,8,21.46333,-104.509639,21.62162162,1
MEX01493,35,17,21.46606,-104.85078,48.57142857,1
MEX01483,39,7,21.4702,-104.50727,17.94871795,1
MEX01911,35,0,21.47138,-98.95701,0,0
MEX01910,36,0,21.47959,-98.96684,0,0
USGS-16208000,5,0,21.48880556,-157.9960556,0,0
MEX02119,40,4,21.4909306,-103.46052,10,1
MEX03031,41,1,21.49803,-101.75193,2.43902439,0
IND00009,258,1,21.51666667,76.76666667,0.387596899,0
MEX01485,38,2,21.51685,-104.53033,5.263157895,1
MEX02924,38,1,21.520826,-98.400005,2.631578947,0
MEX03033,40,7,21.53859,-102.43325,17.5,1
MEX01520,36,18,21.55132,-104.8969,50,1
MEX02096,40,0,21.55581,-103.02489,0,0
LAO00019,51,0,21.5655555,101.143333,0,0
MEX01489,37,9,21.57551,-104.89884,24.32432432,1
MEX01487,2,1,21.584177,-104.822463,50,1
MEX01486,5,3,21.585279,-104.825257,60,1
MEX01488,4,0,21.58564,-104.82282,0,0
MEX03827,25,0,21.59318,-88.05565,0,0
MEX01862,36,1,21.59642,-98.66402,2.777777778,0
MEX01806,28,0,21.59719,-100.53851,0,0
MEX01908,37,0,21.6316,-99.22826,0,0
IND00056,2,1,21.63333333,72.83333333,50,1
IND00055,70,0,21.66666667,72.91666667,0,0
MEX01895,34,0,21.66687,-99.22626,0,0
MEX01920,13,0,21.67449,-98.57561,0,0
MEX02925,34,0,21.67839,-98.61171,0,0
MEX03049,39,0,21.680506,-103.810245,0,0
MEX01909,39,2,21.68339,-99.04582,5.128205128,1
MEX01528,39,0,21.68378,-105.35257,0,0
MEX01527,40,0,21.68544,-105.39557,0,0
MEX01825,15,0,21.68987,-100.43365,0,0
MEX01542,17,0,21.71096,-104.97897,0,0
MEX01529,39,0,21.71583,-105.33073,0,0
MEX00046,40,1,21.71666,-102.40724,2.5,0
MEX01545,39,0,21.72693,-105.03391,0,0
MEX01541,19,0,21.7335,-104.97653,0,0
MEX01543,19,0,21.73585,-104.97279,0,0
MEX01539,39,2,21.73855,-105.01189,5.128205128,1
MEX00048,39,18,21.74109,-102.36757,46.15384615,1
MEX01531,38,0,21.74371,-105.24646,0,0
MEX01537,38,0,21.74392,-105.04134,0,0
MEX01540,39,2,21.74651,-105.00021,5.128205128,1
MEX01864,36,3,21.74934,-98.95878,8.333333333,1
MEX01499,39,0,21.75344,-104.9294,0,0
MEX01544,19,0,21.7556,-104.92839,0,0
MEX00044,39,4,21.75618,-102.37363,10.25641026,1
MEX01896,34,0,21.75882,-99.27974,0,0
MEX00049,37,5,21.76688,-102.36137,13.51351351,1
MEX02956,36,0,21.77064,-98.45665,0,0
MEX01919,21,0,21.77288,-98.4595,0,0
MEX03217,38,0,21.77506,-103.78463,0,0
MEX01501,40,11,21.7784,-104.8562,27.5,1
MEX00041,39,23,21.77918,-102.37381,58.97435897,1
MEX01863,36,0,21.7846,-98.87971,0,0
MEX01500,40,0,21.79018,-104.9103,0,0
MEX00017,2,2,21.79912,-102.29228,100,1
MEX01533,38,0,21.806102,-105.20355,0,0
MEX00034,2,0,21.81494,-102.28459,0,0
MEX00036,32,31,21.81824,-102.35734,96.875,1
MEX01893,36,0,21.82245,-99.14659,0,0
MEX01536,40,0,21.82581,-105.07079,0,0
MEX01892,34,0,21.82717,-99.14948,0,0
MEX02118,39,4,21.83023,-103.30025,10.25641026,1
MEX01535,41,0,21.83065,-105.11465,0,0
MEX02957,36,0,21.8312,-98.50311,0,0
MEX01857,39,0,21.83132,-99.86658,0,0
MEX00035,39,13,21.83418,-102.34222,33.33333333,1
MEX01538,37,4,21.83749,-105.10037,10.81081081,1
MEX04082,8,7,21.84536,-102.33361,87.5,1
MEX01865,38,0,21.8469,-98.9381,0,0
MEX00053,39,0,21.84769,-102.73815,0,0
MEX01891,34,0,21.84906,-99.14873,0,0
MEX02993,35,2,21.84911,-103.77389,5.714285714,1
MEX01525,38,2,21.85479,-105.48094,5.263157895,1
MEX01866,38,1,21.85534,-98.97385,2.631578947,0
MEX01897,33,3,21.85755,-99.30076,9.090909091,1
MEX01856,38,0,21.88727,-99.90553,0,0
MEX01522,39,1,21.88845,-105.46258,2.564102564,0
MEX01894,36,0,21.89523,-99.24546,0,0
MEX01523,38,0,21.904711,-105.480175,0,0
MEX01854,39,1,21.91137,-99.95821,2.564102564,0
IND00007,264,1,21.91666667,73.65,0.378787879,0
MEX02167,39,1,21.92064,-103.31774,2.564102564,0
MEX01853,39,4,21.92195,-99.96548,10.25641026,1
MEX01898,37,0,21.92978,-99.37609,0,0
MEX01903,37,1,21.93012,-99.41621,2.702702703,0
MEX01899,37,0,21.93039,-99.39249,0,0
MEX01902,38,0,21.9316,-99.41531,0,0
MEX01901,38,1,21.93694,-99.40566,2.631578947,0
MEX01900,37,0,21.93762,-99.39557,0,0
MEX00031,28,23,21.94,-102.33,82.14285714,1
MEX01516,40,0,21.94226,-105.28839,0,0
MEX01868,37,4,21.9435,-99.0057,10.81081081,1
MEX01511,38,0,21.9442,-105.1004,0,0
MEX01510,39,0,21.94554,-105.02691,0,0
MEX01517,39,0,21.94596,-105.29644,0,0
MEX01867,38,2,21.94613,-98.99153,5.263157895,1
MEX01904,38,0,21.946444,-99.400611,0,0
MEX01852,39,0,21.94687,-100.00769,0,0
MEX01509,40,0,21.94969,-104.97919,0,0
MEX01515,38,0,21.9505,-105.17905,0,0
MEX01519,39,0,21.95164,-105.31162,0,0
MEX01905,37,0,21.95306,-99.39005,0,0
MEX02931,20,0,21.95987,-98.55001,0,0
MEX01906,36,0,21.96273,-99.30193,0,0
MEX01512,36,1,21.96351,-105.16369,2.777777778,0
MEX01513,38,0,21.96412,-105.14664,0,0
MEX01884,37,1,21.96522,-98.55731,2.702702703,0
MEX01514,38,0,21.96753,-105.1543,0,0
MEX01907,35,0,21.97138,-99.29431,0,0
MEX02102,39,1,21.97328,-102.89482,2.564102564,0
MEX00029,40,39,21.98063,-102.29445,97.5,1
MEX01885,37,0,21.98362,-98.69298,0,0
MEX02130,39,1,21.98402,-103.34018,2.564102564,0
MEX00030,40,39,21.98524,-102.28905,97.5,1
MEX01886,37,0,21.99941,-98.75941,0,0
MEX01888,37,1,22.00111,-98.77421,2.702702703,0
MEX01887,37,0,22.00326,-98.77064,0,0
MEX02951,39,14,22.01264,-98.18236,35.8974359,1
